strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
heuristic,9,0,0,4.02372,8.82423,0.652099,71.1014,0.858391,0.615962,186.233,20.23,0.78754,16.6366,66.9409,7.58604,4.94685,58.2062,True,True,0.000902661,0.858391,186.233,0.615962
heuristic,9,0,1,4.02372,8.82423,0.652099,80,0.863237,0.615917,186.219,20.23,0.786771,16.6203,66.8755,7.57862,4.94201,58.0357,True,True,0.000903799,0.858391,186.219,0.615917
heuristic,9,0,2,4.02372,8.82423,0.652099,57.1014,0.851845,0.616106,186.276,20.23,0.788528,16.6574,67.0249,7.59555,4.95305,58.4254,True,True,0.00109964,0.851845,186.219,0.615917
heuristic,9,0,3,4.02372,8.82423,0.885432,57.1014,0.855515,0.616706,186.457,20.23,0.69081,14.5932,58.7188,6.65427,5.89191,39.285,True,True,0.00109964,0.851845,186.219,0.615917
heuristic,9,0,4,4.02372,8.82423,0.418765,57.1014,0.848075,0.615268,186.023,20.23,0.905059,19.1191,76.93,8.71804,3.65082,88.3449,True,True,0.00124079,0.848075,186.023,0.615268
heuristic,9,0,5,4.4,8.82423,0.418765,57.1014,0.85849,0.615449,186.077,20.23,0.909659,17.573,77.321,8.76235,3.66937,75.0131,True,True,0.00124079,0.848075,186.023,0.615268
heuristic,9,0,6,3.00872,8.82423,0.418765,57.1014,0.800669,0.614613,185.825,20.23,0.886846,25.0544,75.3819,8.5426,3.57735,148.657,True,True,0.00275625,0.800669,185.825,0.614613
heuristic,9,0,7,3.00872,13.4909,0.418765,57.1014,0.792866,0.615134,185.982,20.23,1.09023,30.8004,92.6699,6.86907,2.87653,276.186,False,True,0.00275625,0.800669,185.825,0.614613
heuristic,9,0,8,3.00872,5,0.418765,57.1014,0.812087,0.615344,186.046,20.23,0.630465,17.8114,53.5895,10.7179,4.48829,53.4103,True,True,0.00275625,0.800669,185.825,0.614613
heuristic,9,1,9,3.00872,8.82423,0.652099,57.1014,0.808348,0.615213,186.006,20.23,0.7671,21.6715,65.2035,7.38915,4.81845,96.2052,True,True,0.00275625,0.800669,185.825,0.614613
heuristic,9,1,10,3.00872,8.82423,0.25,57.1014,0.794082,0.615499,186.092,20.23,0.956518,27.0228,81.304,9.21373,2.30343,186.518,False,True,0.00275625,0.800669,185.825,0.614613
heuristic,9,1,11,3.00872,13.4909,0.418765,57.1014,0.792866,0.615134,185.982,20.23,1.09023,30.8004,92.6699,6.86907,2.87653,276.186,False,True,0.00275625,0.800669,185.825,0.614613
heuristic,9,1,12,3.00872,5,0.418765,57.1014,0.812087,0.615344,186.046,20.23,0.630465,17.8114,53.5895,10.7179,4.48829,53.4103,True,True,0.00275625,0.800669,185.825,0.614613
heuristic,9,1,13,3.00872,8.82423,0.418765,71.1014,0.811199,0.614772,185.873,20.23,0.88312,24.9492,75.0652,8.50671,3.56232,146.791,True,True,0.00275625,0.800669,185.825,0.614613
heuristic,9,1,14,3.00872,8.82423,0.418765,43.1014,0.789541,0.61455,185.805,20.23,0.88991,25.141,75.6424,8.57212,3.58971,150.204,True,True,0.00311212,0.789541,185.805,0.61455
heuristic,9,1,15,1.5771,10.83,0.573296,42.6062,0.594144,0.613306,185.429,20.23,0.83837,45.185,71.2615,6.58002,3.7723,457.081,False,True,0.00311212,0.789541,185.805,0.61455
heuristic,9,1,16,1.5771,10.83,0.573296,56.6062,0.609669,0.613329,185.437,20.23,0.833346,44.9142,70.8344,6.54059,3.7497,448.913,False,True,0.00311212,0.789541,185.805,0.61455
heuristic,9,1,17,1.5771,10.83,0.573296,40,0.591366,0.613312,185.431,20.23,0.839155,45.2273,71.3282,6.58618,3.77583,458.366,False,True,0.00311212,0.789541,185.805,0.61455
heuristic,9,2,18,1.5771,15.4966,0.573296,42.6062,0.575627,0.614245,185.713,20.23,1.01074,54.475,85.9127,5.54396,3.17833,800.942,False,True,0.00311212,0.789541,185.805,0.61455
heuristic,9,2,19,1.5771,6.16331,0.573296,42.6062,0.628324,0.612723,185.253,20.23,0.596598,32.1544,50.7108,8.22786,4.717,164.714,True,True,0.00866138,0.628324,185.253,0.612723
heuristic,9,2,20,2.5921,6.16331,0.573296,42.6062,0.77395,0.615304,186.034,20.23,0.639619,20.9743,54.3676,8.82118,5.05715,75.139,True,True,0.00866138,0.628324,185.253,0.612723
heuristic,9,2,21,1.5,6.16331,0.573296,42.6062,0.610395,0.612548,185.2,20.23,0.591464,33.5163,50.2745,8.15706,4.67641,177.423,True,True,0.00930711,0.610395,185.2,0.612548
heuristic,9,2,22,1.5,6.16331,0.80663,42.6062,0.687042,0.613362,185.446,20.23,0.502528,28.4766,42.7149,6.93052,5.59036,108.819,True,True,0.00930711,0.610395,185.2,0.612548
heuristic,9,2,23,1.5,6.16331,0.339963,42.6062,0.5835,0.613607,185.521,20.23,0.70689,40.0571,60.0857,9.74893,3.31428,302.886,False,True,0.00930711,0.610395,185.2,0.612548
heuristic,9,2,24,1.5,6.16331,0.573296,56.6062,0.622931,0.612622,185.223,20.23,0.588116,33.3266,49.9899,8.11088,4.64994,174.427,True,True,0.00930711,0.610395,185.2,0.612548
heuristic,9,2,25,1.5,6.16331,0.573296,40,0.607709,0.612541,185.198,20.23,0.591983,33.5457,50.3186,8.16422,4.68051,177.89,True,True,0.00939903,0.607709,185.198,0.612541
heuristic,9,2,26,2.515,6.16331,0.573296,40,0.765059,0.615155,185.988,20.23,0.637628,21.5501,54.1984,8.79372,5.04141,79.0739,True,True,0.00939903,0.607709,185.198,0.612541
heuristic,9,3,27,1.5,10.83,0.573296,40,0.572104,0.613329,185.436,20.23,0.832279,47.1625,70.7437,6.53222,3.7449,494.346,False,True,0.00939903,0.607709,185.198,0.612541
