strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
sobol,9,0,0,3.37286,10.8292,0.661642,50.536,0.811707,0.614879,185.905,20.23,0.870872,21.947,74.0241,6.83561,4.52273,112.014,0.810761,0.103874,41.3858,7.58624,208.083,168.903,4.06,True,True,0.0145868,0.811707,185.905,0.103874
sobol,9,0,1,2.43987,16.6179,0.384826,64.0403,0.629868,0.60899,184.124,20.23,1.17917,41.0797,100.229,6.03141,2.32105,531.372,0.629138,0.308279,239.088,21.6232,208.483,131.317,4.06,False,True,0.0145868,0.811707,185.905,0.103874
sobol,9,0,2,1.96004,5.87546,0.91372,42.1007,0.946294,0.614679,185.845,20.23,0.479258,20.7837,40.737,6.9334,6.33519,55.2821,0.993082,0.0588758,35.7107,28.7351,208.426,197.233,4.06,True,True,0.0145868,0.811707,185.845,0.0588758
sobol,9,0,3,4.02867,13.344,0.466245,73.7136,0.727703,0.61442,185.766,20.23,1.0814,22.8162,91.9187,6.88838,3.21167,150.328,0.718237,0.184462,63.0789,6.33384,208.064,151.409,4.08,True,True,0.0229767,0.727703,185.766,0.0588758
sobol,9,0,4,4.08038,6.87274,0.295087,79.2095,0.752509,0.614843,185.894,20.23,0.831177,17.3146,70.65,10.2798,3.03342,66.5405,0.741517,0.210436,54.1259,5.67028,208.029,156.543,4.08,True,True,0.0229767,0.727703,185.766,0.0588758
sobol,9,0,5,1.7314,12.6594,0.740965,45.0424,0.81139,0.609961,184.418,20.23,0.834274,40.9573,70.9133,5.60164,4.15062,373.715,0.808948,0.126752,141.724,17.1916,208.468,169.149,4.06,False,True,0.0229767,0.727703,185.766,0.0588758
sobol,9,0,6,2.74639,9.83407,0.545862,68.2709,0.829379,0.614498,185.79,20.23,0.862639,26.6985,73.3243,7.45615,4.07003,164.199,0.839023,0.12645,69.3587,7.14505,208.112,172.603,4.08,True,True,0.0229767,0.727703,185.766,0.0588758
sobol,9,0,7,3.2404,17.3006,0.823686,57.2428,0.779833,0.614494,185.789,20.23,1.03124,27.0507,87.6551,5.06659,4.17328,201.504,0.779829,0.118152,58.9253,6.88448,208.112,162.293,4.06,True,True,0.0250903,0.727703,185.766,0.0588758
sobol,9,0,8,3.04236,5.04125,0.519315,49.1702,0.856036,0.615291,186.03,20.23,0.594677,16.6146,50.5475,10.0268,5.20706,43.8358,0.869776,0.081664,25.6605,14.1512,208.075,178.119,4.08,True,True,0.0259009,0.727703,185.766,0.0588758
sobol,9,1,9,2.94447,14.1767,0.777966,75.0035,0.844102,0.615207,186.004,20.23,0.934786,26.9851,79.4568,5.60476,4.36031,181.773,0.849258,0.10646,54.7782,6.13822,208.055,175.619,4.08,True,True,0.0259009,0.727703,185.766,0.0588758
sobol,9,1,10,1.56693,11.663,0.269923,58.2322,0.489473,0.609419,184.254,20.23,1.02641,55.6788,87.2449,7.48045,2.01915,849.709,0.488112,0.332338,376.567,47.3116,208.779,102.192,4.06,False,True,0.0259009,0.727703,185.766,0.0588758
sobol,9,1,11,4.2448,15.7857,0.693863,67.2034,0.789694,0.615358,186.05,20.23,1.06837,21.3936,90.8116,5.75279,3.99165,130.575,0.780631,0.121295,39.5529,5.09207,208.015,164.268,4.06,True,True,0.0259009,0.727703,185.766,0.0588758
sobol,9,1,12,3.84199,9.00182,0.854583,60.4972,0.879979,0.615825,186.191,20.23,0.707786,15.659,60.1618,6.6833,5.71143,46.3447,0.883243,0.06388,17.7221,11.4748,208.016,183.05,4.08,True,True,0.0261243,0.727703,185.766,0.0588758
sobol,9,1,13,2.14685,18.1344,0.432283,54.0009,0.637037,0.608671,184.028,20.23,1.18739,47.012,100.928,5.56554,2.40588,700.775,0.634763,0.284302,274.498,26.9035,208.573,132.869,4.06,False,True,0.0261243,0.727703,185.766,0.0588758
sobol,9,1,14,2.26405,7.70534,0.606493,72.0614,0.880786,0.615221,186.008,20.23,0.700544,26.3008,59.5463,7.72792,4.68693,129.402,0.885637,0.0990266,60.7895,13.2167,208.134,183.321,4.08,True,True,0.0261243,0.727703,185.766,0.0588758
sobol,9,1,15,3.54855,11.8251,0.346876,43.6748,0.675433,0.611403,184.854,20.23,1.07238,25.6871,91.152,7.70834,2.67384,188.95,0.676821,0.271709,119.992,11.6173,208.245,140.656,4.08,False,True,0.0261243,0.727703,185.766,0.0588758
sobol,9,1,16,3.62103,7.93915,0.761025,69.1165,0.889175,0.615953,186.23,20.23,0.687014,16.127,58.3962,7.35547,5.5977,47.7133,0.892131,0.0644812,17.9773,11.3914,208.01,184.958,4.08,True,True,0.0261243,0.727703,185.766,0.0588758
sobol,9,1,17,2.36768,12.1136,0.52584,55.1448,0.787474,0.611213,184.797,20.23,0.966583,34.7005,82.1596,6.7824,3.56646,310.798,0.788258,0.163741,127.924,12.7482,208.312,164.04,4.06,False,True,0.0261243,0.727703,185.766,0.0588758
sobol,9,2,18,2.12251,8.71298,0.679602,78.1685,0.894585,0.615174,185.994,20.23,0.712272,28.5242,60.5431,6.94861,4.72229,154.754,0.895639,0.0974904,67.6863,12.6048,208.131,186.191,4.08,True,True,0.0261243,0.727703,185.766,0.0588758
sobol,9,2,19,3.69021,17.9007,0.273767,47.3358,0.504052,0.611303,184.824,20.23,1.28044,29.4935,108.837,6.08005,1.66452,297.426,0.505459,0.534432,203.947,20.9772,208.375,105.032,4.06,False,True,0.0261243,0.727703,185.766,0.0588758
sobol,9,2,20,4.37339,11.0649,0.446553,40.5898,0.741115,0.614532,185.8,20.23,1.00933,19.617,85.793,7.75365,3.46242,103.721,0.736084,0.172242,52.4966,6.58363,208.081,154.212,4.06,True,True,0.0265974,0.727703,185.766,0.0588758
sobol,9,2,21,1.6134,15.2365,0.850729,73.977,0.838552,0.609757,184.356,20.23,0.854918,45.0404,72.668,4.76933,4.05741,463.123,0.843767,0.132887,169.794,14.8247,208.415,174.767,4.06,False,True,0.0265974,0.727703,185.766,0.0588758
sobol,9,2,22,2.7734,5.5903,0.363828,52.164,0.838604,0.613843,185.592,20.23,0.69578,21.3245,59.1413,10.5793,3.84903,84.4888,0.840429,0.148789,66.6283,7.9723,208.135,174.543,4.08,True,True,0.0265974,0.727703,185.592,0.0588758
sobol,9,2,23,3.03838,14.7752,0.599958,63.6598,0.753836,0.61347,185.479,20.23,1.04948,29.3597,89.2058,6.03754,3.62227,241.571,0.757649,0.15405,85.9256,8.3732,208.154,156.914,4.08,True,True,0.0270703,0.727703,185.479,0.0588758
sobol,9,2,24,3.20243,9.54746,0.409537,70.5511,0.758828,0.613904,185.61,20.23,0.929676,24.6758,79.0225,8.27681,3.38966,151.162,0.762259,0.174683,78.6644,7.45939,208.107,157.917,4.08,True,True,0.0270703,0.727703,185.479,0.0588758
sobol,9,2,25,2.6093,17.0679,0.626514,43.9376,0.780923,0.610724,184.649,20.23,1.09204,35.5741,92.8235,5.43848,3.40729,369.041,0.780662,0.175177,134.205,13.4786,208.328,162.688,4.06,False,True,0.0270703,0.727703,185.479,0.0588758
sobol,9,2,26,1.81184,7.10513,0.493646,62.1248,0.820535,0.612006,185.036,20.23,0.698905,32.7882,59.4069,8.36113,4.12744,200.642,0.822795,0.13247,117.723,12.7993,208.339,170.949,4.06,True,True,0.0270703,0.727703,185.036,0.0588758
