strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
lhs,5,0,0,3.76812,10.6865,0.894217,52.1904,0.84243,0.616504,186.396,20.23,0.766432,17.2889,65.1467,6.09615,5.45128,61.1755,True,True,0.00135757,0.84243,186.396,0.616504
lhs,5,0,1,2.3343,12.2938,0.362467,74.6264,0.747391,0.615244,186.015,20.23,1.04173,37.9329,88.5468,7.20255,2.61069,400.271,False,True,0.00135757,0.84243,186.396,0.616504
lhs,5,0,2,2.97908,5.88913,0.744039,47.7915,0.814125,0.616475,186.388,20.23,0.565617,16.1383,48.0774,8.16375,6.07415,39.3377,True,True,0.00219529,0.814125,186.388,0.616475
lhs,5,0,3,3.66308,7.08172,0.518183,49.9162,0.836405,0.615784,186.179,20.23,0.744692,17.2802,63.2988,8.93833,4.63169,59.3804,True,True,0.00223125,0.814125,186.179,0.615784
lhs,5,0,4,4.11693,8.70577,0.299234,49.7237,0.843523,0.615443,186.076,20.23,0.947815,19.569,80.5643,9.25412,2.76915,96.9235,False,True,0.00223125,0.814125,186.179,0.615784
lhs,5,0,5,4.29975,13.5122,0.607339,76.3874,0.865169,0.615504,186.094,20.23,1.03162,20.3938,87.6881,6.48956,3.94136,114.574,True,True,0.00223775,0.814125,186.094,0.615504
lhs,5,0,6,1.97179,12.7422,0.809595,61.4263,0.699199,0.613283,185.423,20.23,0.818865,35.2997,69.6035,5.46244,4.42237,272.473,False,True,0.00223775,0.814125,186.094,0.615504
lhs,5,0,7,3.95713,14.476,0.758037,60.4434,0.848218,0.615397,186.062,20.23,0.986125,21.1822,83.8206,5.79032,4.38928,118.153,True,True,0.00224679,0.814125,186.062,0.615397
lhs,5,0,8,2.62756,6.94469,0.424767,53.0445,0.774123,0.614275,185.723,20.23,0.758818,24.5473,64.4996,9.28761,3.94507,122.1,True,True,0.00362873,0.774123,185.723,0.614275
lhs,5,1,9,1.51249,15.8692,0.39594,72.268,0.590637,0.615019,185.947,20.23,1.08849,61.1721,92.522,5.83029,2.30845,1087.68,False,True,0.00362873,0.774123,185.723,0.614275
lhs,5,1,10,1.79332,10.9855,0.572437,62.8269,0.663096,0.613475,185.48,20.23,0.856335,40.5888,72.7885,6.62587,3.79289,376.725,False,True,0.00362873,0.774123,185.723,0.614275
lhs,5,1,11,2.86623,10.1831,0.909165,78.9012,0.816053,0.615608,186.126,20.23,0.714791,21.1976,60.7572,5.96648,5.42451,85.7672,True,True,0.00362873,0.774123,185.723,0.614275
lhs,5,1,12,3.56129,15.3902,0.337617,41.0267,0.808262,0.615772,186.175,20.23,1.19796,28.5926,101.826,6.61632,2.23379,261.526,False,True,0.00362873,0.774123,185.723,0.614275
lhs,5,1,13,4.37629,9.16266,0.836675,76.5009,0.870652,0.616469,186.386,20.23,0.730875,14.1957,62.1244,6.78017,5.6728,39.3299,True,True,0.00362873,0.774123,185.723,0.614275
lhs,5,1,14,2.04416,16.4844,0.816794,50.9561,0.690858,0.61349,185.485,20.23,0.952022,39.5869,80.9219,4.90899,4.00964,398.399,False,True,0.00362873,0.774123,185.723,0.614275
lhs,5,1,15,3.13146,8.41813,0.261528,58.9858,0.805083,0.615407,186.065,20.23,0.931042,25.2721,79.1386,9.40098,2.45861,158.789,False,True,0.00362873,0.774123,185.723,0.614275
lhs,5,1,16,3.61977,16.0542,0.270216,66.332,0.831406,0.616063,186.263,20.23,1.23321,28.9585,104.823,6.52934,1.76433,276.159,False,True,0.00362873,0.774123,185.723,0.614275
lhs,5,1,17,3.38187,5.5351,0.555327,71.2907,0.839994,0.616248,186.319,20.23,0.619657,15.5744,52.6708,9.51578,5.28436,40.137,True,True,0.00362873,0.774123,185.723,0.614275
lhs,5,2,18,1.73326,5.67755,0.374259,57.8302,0.661012,0.613278,185.421,20.23,0.661004,32.416,56.1854,9.89605,3.70369,185.478,True,True,0.00744665,0.661012,185.421,0.613278
lhs,5,2,19,3.88498,18.1189,0.786165,65.6419,0.846845,0.615203,186.003,20.23,1.0863,23.7674,92.3358,5.0961,4.00638,163.863,True,True,0.00744665,0.661012,185.421,0.613278
lhs,5,2,20,4.16072,16.897,0.866278,43.9527,0.845482,0.615478,186.086,20.23,1.02003,20.8384,86.7029,5.13126,4.4451,118.28,True,True,0.00744665,0.661012,185.421,0.613278
lhs,5,2,21,2.43577,17.1604,0.289744,57.4204,0.733596,0.615707,186.155,20.23,1.23412,43.0667,104.9,6.11293,1.77118,611.239,False,True,0.00744665,0.661012,185.421,0.613278
lhs,5,2,22,1.88661,9.91254,0.699905,64.0578,0.692295,0.613232,185.407,20.23,0.748479,33.7223,63.6207,6.41821,4.49213,227.291,True,True,0.00745568,0.661012,185.407,0.613232
lhs,5,2,23,3.30936,7.56967,0.724239,46.9443,0.823272,0.616506,186.397,20.23,0.676644,17.3794,57.5148,7.59805,5.5028,54.5757,True,True,0.00745568,0.661012,185.407,0.613232
lhs,5,2,24,1.64028,16.8053,0.658813,40.8236,0.59049,0.614058,185.657,20.23,1.00978,52.327,85.8309,5.10738,3.36481,738.321,False,True,0.00745568,0.661012,185.407,0.613232
lhs,5,2,25,2.21804,13.9396,0.484966,42.1981,0.696927,0.614526,185.798,20.23,1.0509,40.2729,89.3269,6.40813,3.10773,455.155,False,True,0.00745568,0.661012,185.407,0.613232
lhs,5,2,26,2.51448,9.00244,0.538101,43.4611,0.753737,0.614054,185.656,20.23,0.820069,27.7218,69.7059,7.743,4.16651,168.292,True,True,0.00745568,0.661012,185.407,0.613232
lhs,5,3,27,2.34652,13.2137,0.776709,70.1713,0.755854,0.613985,185.635,20.23,0.873619,31.6459,74.2576,5.61974,4.3649,233.628,True,True,0.00745568,0.661012,185.407,0.613232
lhs,5,3,28,3.30427,17.6829,0.46716,45.3972,0.798879,0.6154,186.063,20.23,1.19962,30.8593,101.968,5.76644,2.69385,305.06,False,True,0.00745568,0.661012,185.407,0.613232
lhs,5,3,29,2.53822,5.15393,0.672892,44.7405,0.780529,0.616152,186.29,20.23,0.533841,17.8773,45.3765,8.80426,5.92432,45.5602,True,True,0.00745568,0.661012,185.407,0.613232
lhs,5,3,30,3.44244,15.2704,0.682687,79.6453,0.838888,0.615105,185.973,20.23,1.03774,25.6237,88.2078,5.77638,3.94346,181.944,True,True,0.00745568,0.661012,185.407,0.613232
lhs,5,3,31,2.75061,13.6704,0.598128,70.4971,0.789742,0.614516,185.795,20.23,1.00193,30.962,85.1644,6.22985,3.72625,256.488,False,True,0.00745568,0.661012,185.407,0.613232
lhs,5,3,32,1.58395,11.5168,0.412384,73.6453,0.620194,0.614608,185.823,20.23,0.937971,50.3346,79.7275,6.9227,2.85481,634.587,False,True,0.00745568,0.661012,185.407,0.613232
lhs,5,3,33,3.09734,17.9768,0.456682,55.8069,0.794853,0.615443,186.076,20.23,1.20413,33.0448,102.351,5.69351,2.60012,351.115,False,True,0.00745568,0.661012,185.407,0.613232
lhs,5,3,34,3.20127,6.21894,0.496674,68.1188,0.827513,0.6155,186.093,20.23,0.687704,18.2599,58.4549,9.39949,4.66848,61.2303,True,True,0.00745568,0.661012,185.407,0.613232
lhs,5,3,35,4.05092,11.6132,0.875403,48.0525,0.848289,0.616358,186.352,20.23,0.818878,17.1824,69.6047,5.99357,5.24679,64.5591,True,True,0.00745568,0.661012,185.407,0.613232
lhs,5,4,36,2.70023,14.8647,0.719013,74.8231,0.79059,0.614443,185.773,20.23,0.981695,30.9025,83.444,5.61359,4.03624,250.342,False,True,0.00745568,0.661012,185.407,0.613232
lhs,5,4,37,3.86958,7.70488,0.849924,66.9108,0.857076,0.616648,186.44,20.23,0.645706,14.1837,54.885,7.1234,6.05436,34.6883,True,True,0.00745568,0.661012,185.407,0.613232
lhs,5,4,38,2.17441,6.68411,0.509344,54.1774,0.732382,0.613861,185.597,20.23,0.68567,26.8035,58.2819,8.71947,4.44121,131.543,True,True,0.00745568,0.661012,185.407,0.613232
lhs,5,4,39,3.0439,11.9541,0.317005,63.2594,0.800308,0.615529,186.102,20.23,1.07545,30.0318,91.4136,7.64706,2.42415,259.013,False,True,0.00745568,0.661012,185.407,0.613232
lhs,5,4,40,2.14315,12.5387,0.627916,56.3573,0.712951,0.61367,185.539,20.23,0.917462,36.3877,77.9843,6.21949,3.90532,324.39,False,True,0.00745568,0.661012,185.407,0.613232
lhs,5,4,41,3.70854,8.10378,0.582399,77.7851,0.852436,0.615702,186.154,20.23,0.774008,17.7403,65.7906,8.11851,4.72822,65.0484,True,True,0.00745568,0.661012,185.407,0.613232
lhs,5,4,42,2.81369,9.66722,0.434406,54.5134,0.782724,0.614469,185.781,20.23,0.918984,27.762,78.1136,8.08025,3.51011,189.138,True,True,0.00745568,0.661012,185.407,0.613232
lhs,5,4,43,4.25879,10.3362,0.342645,60.4841,0.854044,0.615529,186.102,20.23,1.0144,20.2461,86.2242,8.34197,2.85833,111.036,False,True,0.00745568,0.661012,185.407,0.613232
lhs,5,4,44,1.93217,14.6464,0.646127,69.2918,0.689872,0.613939,185.621,20.23,0.967586,42.5661,82.2448,5.61537,3.62824,468.15,False,True,0.00745568,0.661012,185.407,0.613232
