strategy,seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,print_scale,ok,hv,best_t180,best_e_reb_mJ
random,2,0,0,28.9242,74.9246,72.569,6.5515,4.50025,0.752337,208.327,22.7026,1.03941,True,1.03841,0.752337,208.327
random,2,0,1,35.9284,69.3951,42.2059,7.64982,4.64358,0.61802,201.067,21.9405,0.949784,True,4.05871,0.61802,201.067
random,2,0,2,33.434,67.5031,57.3052,10.0158,4.05696,0.6565,183.369,20.0189,0.873668,True,7.80483,0.61802,183.369
random,2,0,3,34.4978,108.372,67.3226,8.34975,3.46813,0.787028,182.778,19.9331,0.867279,True,7.85275,0.61802,182.778
random,2,0,4,30.1894,85.5533,75.6484,10.6534,3.79537,0.783254,178.195,19.4354,0.811127,True,8.24414,0.61802,178.195
random,2,0,5,38.8633,83.5455,67.7504,6.64324,3.26136,0.682255,191.679,20.9188,1.05243,True,8.24414,0.61802,178.195
random,2,0,6,28.0286,104.222,67.1925,11.0954,4.61109,0.822513,182.32,19.8716,0.730913,True,8.24414,0.61802,178.195
random,2,0,7,31.0981,85.8289,63.7377,11.1727,4.09547,0.759241,178.912,19.5162,0.777596,True,8.35115,0.61802,178.195
random,2,0,8,38.3836,90.6858,73.1742,8.98834,4.7313,0.729691,194.659,21.231,0.834589,True,8.35115,0.61802,178.195
random,2,1,9,30.0854,86.1414,48.6489,6.60422,3.09651,0.733385,187.253,20.4266,1.06371,True,8.35115,0.61802,178.195
random,2,1,10,35.5292,82.8215,75.9094,11.0111,3.96274,0.735729,179.325,19.5682,0.794878,True,8.44621,0.61802,178.195
random,2,1,11,39.6052,89.6031,70.6353,8.44317,3.49042,0.708954,184.182,20.101,0.904614,True,8.44621,0.61802,178.195
random,2,1,12,27.5767,69.0603,64.1522,6.6758,3.04978,0.728347,187.414,20.4464,1.14038,True,8.44621,0.61802,178.195
random,2,1,13,37.495,64.9706,58.0234,8.93099,4.55068,0.597772,194.303,21.213,0.907295,True,9.17197,0.597772,178.195
random,2,1,14,32.5602,106.867,70.0159,9.4468,4.54318,0.801756,188.554,20.5542,0.78813,True,9.17197,0.597772,178.195
random,2,1,15,32.5983,108.238,49.065,10.1342,4.38774,0.775348,183.691,20.0295,0.755354,True,9.17197,0.597772,178.195
random,2,1,16,25.6302,74.8075,77.0867,10.7074,3.03208,0.791418,172.205,18.7824,0.862774,True,9.63172,0.597772,172.205
random,2,1,17,29.4494,60.4903,73.0987,6.66221,3.14364,0.687712,190.495,20.7888,1.17806,True,9.63172,0.597772,172.205
random,2,2,18,39.7283,82.2935,52.7357,6.29408,3.97399,0.631686,203.788,22.2367,1.02719,True,9.63172,0.597772,172.205
random,2,2,19,30.4906,86.174,40.2714,6.88778,3.52472,0.714668,190.734,20.8047,1.01541,True,9.63172,0.597772,172.205
random,2,2,20,31.6076,75.1152,64.5331,7.7126,5.27408,0.718512,208.33,22.7075,0.923471,True,9.63172,0.597772,172.205
random,2,2,21,39.428,62.9717,48.3624,9.37814,4.92665,0.629313,195.301,21.3269,0.865204,True,9.63172,0.597772,172.205
random,2,2,22,25.9604,69.2401,58.2688,10.0121,5.25832,0.746338,193.242,21.0617,0.85052,True,9.63172,0.597772,172.205
random,2,2,23,38.0046,99.6878,42.1093,11.8598,4.53657,0.705417,179.654,19.6049,0.697683,True,9.74432,0.597772,172.205
random,2,2,24,26.2917,72.7464,64.8302,8.31384,4.11651,0.760116,190.525,20.771,0.961697,True,9.74432,0.597772,172.205
random,2,2,25,37.0688,101.202,61.8715,10.7547,4.01501,0.749721,179.459,19.5788,0.75245,True,9.74432,0.597772,172.205
random,2,2,26,39.6172,90.258,78.7079,6.26393,5.20673,0.72625,221.028,24.0858,0.943339,True,9.74432,0.597772,172.205
random,2,3,27,33.3907,95.682,47.7038,9.29215,3.72319,0.736795,181.21,19.769,0.834982,True,9.74432,0.597772,172.205
random,2,3,28,26.5822,60.1593,76.2736,10.0254,3.51255,0.733476,178.651,19.4936,0.942788,True,9.76873,0.597772,172.205
random,2,3,29,28.8673,83.2797,72.7315,6.70575,5.41946,0.78148,217.129,23.6517,0.949018,True,9.76873,0.597772,172.205
random,2,3,30,39.1587,72.233,65.6313,8.16059,4.74331,0.63289,201.346,21.9691,0.916781,True,9.76873,0.597772,172.205
random,2,3,31,26.3037,83.4983,63.5396,9.75885,4.73199,0.789969,188.95,20.5923,0.83338,True,9.76873,0.597772,172.205
random,2,3,32,38.3707,72.0625,46.1278,8.34364,4.42207,0.596375,194.545,21.2399,0.910064,True,9.80051,0.596375,172.205
random,2,3,33,39.4079,95.5253,69.5377,11.8363,3.66936,0.731542,174.725,19.0661,0.730987,True,10.0338,0.596375,172.205
random,2,3,34,28.8919,81.127,51.8168,9.90662,5.37928,0.744084,194.276,21.1744,0.807916,True,10.0338,0.596375,172.205
random,2,3,35,27.3027,85.8974,67.1031,8.95907,5.28436,0.79188,198.512,21.6278,0.843577,True,10.0338,0.596375,172.205
