strategy,seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,print_scale,ok,hv,best_t180,best_e_reb_mJ
random,3,0,0,26.2847,71.8405,72.051,9.49297,3.23532,0.769588,176.938,19.3015,0.92969,True,3.97811,0.769588,176.938
random,3,0,1,31.4969,83.9526,46.3896,10.4075,3.28418,0.717337,174.274,19.0173,0.823356,True,6.48846,0.717337,174.274
random,3,0,2,30.8684,85.837,57.2251,9.52079,4.84459,0.748169,191.447,20.8716,0.825119,True,6.48846,0.717337,174.274
random,3,0,3,39.344,74.2101,65.9419,10.1773,3.7318,0.646512,180.631,19.7241,0.849072,True,9.08501,0.646512,174.274
random,3,0,4,25.0224,108.673,51.936,7.88392,5.22928,0.823993,203.045,22.1153,0.83532,True,9.08501,0.646512,174.274
random,3,0,5,33.7774,83.5655,70.9311,6.18208,4.76741,0.731924,215.402,23.475,1.00383,True,9.08501,0.646512,174.274
random,3,0,6,30.6137,64.5426,66.42,11.5888,3.51798,0.692229,174.571,19.0582,0.837865,True,9.23717,0.646512,174.274
random,3,0,7,34.4514,74.9082,69.6703,10.333,3.54679,0.70257,177.971,19.4265,0.85495,True,9.23717,0.646512,174.274
random,3,0,8,37.4483,92.8826,67.312,10.9205,4.07143,0.734689,179.943,19.6349,0.76495,True,9.23717,0.646512,174.274
random,3,1,9,36.3806,103.924,44.0928,11.0986,3.98482,0.730886,177.567,19.3734,0.728675,True,9.23717,0.646512,174.274
random,3,1,10,32.1953,67.3167,67.9371,7.75187,5.17785,0.689294,208.27,22.7059,0.951547,True,9.23717,0.646512,174.274
random,3,1,11,29.1306,88.0905,55.9862,9.67746,3.4916,0.766458,177.935,19.4089,0.850346,True,9.23717,0.646512,174.274
random,3,1,12,27.7043,97.343,70.0889,9.40187,5.3027,0.815336,195.758,21.3267,0.79505,True,9.23717,0.646512,174.274
random,3,1,13,28.0866,102.545,46.7595,11.7861,4.55923,0.794779,179.515,19.5698,0.707066,True,9.23717,0.646512,174.274
random,3,1,14,34.1033,108.528,71.4813,10.7395,3.13523,0.79657,172.639,18.824,0.759255,True,9.35419,0.646512,172.639
random,3,1,15,30.5393,64.2447,47.7411,7.2832,5.1466,0.692818,209.717,22.8715,0.982009,True,9.35419,0.646512,172.639
random,3,1,16,26.9013,74.8379,59.7139,11.0968,5.41308,0.759091,189.702,20.6748,0.786284,True,9.35419,0.646512,172.639
random,3,1,17,35.6222,70.6844,61.7993,10.2358,3.12971,0.656626,174.826,19.0875,0.875299,True,9.56085,0.646512,172.639
random,3,2,18,35.1983,78.4141,63.588,10.0172,4.67282,0.698251,188.967,20.6175,0.824479,True,9.56085,0.646512,172.639
random,3,2,19,32.8457,87.7369,47.926,8.97112,3.31352,0.717886,178.717,19.5015,0.884018,True,9.56085,0.646512,172.639
random,3,2,20,32.2112,86.8122,70.9642,8.36199,3.049,0.759105,178.993,19.5269,0.942536,True,9.56085,0.646512,172.639
random,3,2,21,32.9162,70.2616,69.6503,8.33218,3.95118,0.694864,190.285,20.7625,0.9651,True,9.56085,0.646512,172.639
random,3,2,22,38.6418,79.6485,53.9541,8.08812,4.20191,0.644444,193.728,21.1454,0.916336,True,9.60958,0.644444,172.639
random,3,2,23,26.3994,87.3374,76.8571,9.37753,4.85978,0.816076,192.077,20.9286,0.838598,True,9.60958,0.644444,172.639
random,3,2,24,39.2071,102.106,69.7603,10.879,5.05035,0.751285,188.13,20.5181,0.724744,True,9.60958,0.644444,172.639
random,3,2,25,28.8063,84.0982,53.7087,7.5704,4.42888,0.749931,197.886,21.5695,0.944008,True,9.60958,0.644444,172.639
random,3,2,26,29.7683,90.9328,63.2967,6.62639,4.10604,0.772363,201.073,21.9157,0.998476,True,9.60958,0.644444,172.639
random,3,3,27,30.8478,95.3326,43.5253,7.01375,4.28149,0.742325,199.329,21.7289,0.944209,True,9.60958,0.644444,172.639
random,3,3,28,31.0689,93.2673,53.3143,7.18331,5.32961,0.752644,210.913,22.9828,0.892682,True,9.60958,0.644444,172.639
random,3,3,29,28.6584,67.3532,51.1958,8.03835,3.56279,0.689482,185.836,20.2799,1.00855,True,9.60958,0.644444,172.639
random,3,3,30,33.0447,106.847,45.0408,8.49099,4.67039,0.759142,193.957,21.1449,0.81982,True,9.60958,0.644444,172.639
random,3,3,31,38.2707,109.99,45.7455,9.22379,5.203,0.730222,195.652,21.3338,0.759335,True,9.60958,0.644444,172.639
random,3,3,32,25.7954,89.4147,46.9565,10.607,5.34408,0.78533,189.833,20.6842,0.7648,True,9.60958,0.644444,172.639
random,3,3,33,33.0743,60.4483,42.57,8.49421,5.11826,0.681307,201.044,21.9368,0.922713,True,9.60958,0.644444,172.639
random,3,3,34,28.5515,93.4569,56.2123,7.59093,4.75972,0.779185,201.136,21.917,0.90263,True,9.60958,0.644444,172.639
random,3,3,35,29.6239,78.594,70.6124,8.9712,4.9598,0.759997,196.292,21.3944,0.873142,True,9.60958,0.644444,172.639
