strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
sobol,1,0,0,1.95085,12.85,0.655021,49.696,0.804221,0.610397,184.55,20.23,0.904161,39.395,76.8537,5.98085,3.91758,374.711,0.802223,0.139739,139.244,15.4182,208.409,167.607,4.06,False,True,0,inf,inf,inf
sobol,1,0,1,4.06579,7.02272,0.262912,64.015,0.682942,0.613672,185.54,20.23,0.854671,17.8679,72.6471,10.3446,2.71971,72.8642,0.674674,0.265751,71.2857,7.49678,208.107,142.125,4.06,False,True,0,inf,inf,inf
sobol,1,0,2,3.09647,16.8507,0.815557,58.9807,0.786873,0.614417,185.765,20.23,1.01589,27.8867,86.3504,5.12443,4.17926,210.965,0.789185,0.118153,62.4649,7.09815,208.122,163.766,4.06,True,True,0.0175595,0.786873,185.765,0.118153
sobol,1,0,3,2.3311,9.36983,0.433248,74.8085,0.822968,0.6118,184.974,20.23,0.880502,32.1061,74.8427,7.98762,3.46062,242.367,0.828286,0.172761,126.695,10.4429,208.236,171.371,4.06,True,True,0.0175595,0.786873,184.974,0.118153
sobol,1,0,4,2.92614,15.6452,0.395829,75.815,0.635992,0.610081,184.454,20.23,1.15927,33.6749,98.5378,6.29826,2.49304,351.048,0.639127,0.282558,167.671,13.5933,208.311,132.484,4.08,False,True,0.0175595,0.786873,184.974,0.118153
sobol,1,0,5,3.58823,11.461,0.688944,50.3961,0.809006,0.615012,185.945,20.23,0.890765,21.1009,75.7151,6.60629,4.55136,105.91,0.807494,0.101682,37.6546,7.12528,208.067,168.327,4.06,True,True,0.0189354,0.786873,184.974,0.101682
sobol,1,0,6,3.933,14.6525,0.555551,65.3535,0.733299,0.614608,185.823,20.23,1.08694,23.491,92.3902,6.30543,3.50298,160.169,0.725204,0.159308,58.7803,6.35596,208.067,152.576,4.06,True,True,0.0256337,0.733299,184.974,0.101682
sobol,1,0,7,1.72044,5.48131,0.859768,40.9357,0.971592,0.61412,185.676,20.23,0.462988,22.8743,39.3539,7.17965,6.17284,64.6894,1.02341,0.063921,50.8234,33.4986,208.515,202.591,4.04,True,True,0.0256337,0.733299,184.974,0.063921
sobol,1,0,8,1.67365,18.2394,0.541348,53.7942,0.629148,0.608179,183.879,20.23,1.10607,56.1738,94.0156,5.15452,2.79039,932.003,0.629708,0.220191,293.483,31.4867,208.664,131.28,4.06,False,True,0.0256337,0.733299,184.974,0.063921
sobol,1,1,9,3.79853,9.08129,0.876494,79.9949,0.901267,0.615797,186.183,20.23,0.70163,15.7004,59.6386,6.56719,5.7561,46.185,0.902787,0.0581076,16.6964,10.1341,207.975,187.441,4.08,True,True,0.0256337,0.733299,184.974,0.0581076
sobol,1,1,10,3.36307,12.2402,0.36796,44.8806,0.692097,0.611189,184.789,20.23,1.07692,27.2186,91.5379,7.47848,2.75178,213.05,0.693094,0.256928,125.164,12.038,208.26,144.136,4.08,False,True,0.0256337,0.733299,184.974,0.0581076
sobol,1,1,11,2.60755,8.09504,0.714128,68.8303,0.879596,0.615757,186.17,20.23,0.688211,22.4341,58.4979,7.22639,5.16056,92.4927,0.889507,0.0793778,37.3094,15.6317,208.104,183.047,4.06,True,True,0.0259223,0.733299,184.974,0.0581076
sobol,1,1,12,2.46838,13.5891,0.759359,60.5387,0.817161,0.61377,185.57,20.23,0.904116,31.1337,76.8499,5.65526,4.29437,234.02,0.827254,0.116041,79.6805,8.7222,208.2,170.133,4.08,True,True,0.0259223,0.733299,184.974,0.0581076
sobol,1,1,13,3.14045,6.06914,0.491969,45.7503,0.846468,0.615045,185.955,20.23,0.68129,18.4399,57.9097,9.54166,4.69419,61.8614,0.840407,0.10041,34.8156,12.7262,208.078,176.132,4.06,True,True,0.0259645,0.733299,184.974,0.0581076
sobol,1,1,14,4.38154,15.9297,0.586459,70.629,0.764169,0.615066,185.962,20.23,1.11943,21.7165,95.1517,5.97322,3.50305,140.977,0.754751,0.155096,48.4413,5.5203,208.03,158.97,4.06,True,True,0.0260601,0.733299,184.974,0.0581076
sobol,1,1,15,2.17887,10.0894,0.328789,55.5818,0.717942,0.608518,183.982,20.23,0.966566,37.7068,82.1581,8.14299,2.67732,366.978,0.716755,0.258699,216.949,20.6621,208.484,149.679,4.06,False,True,0.0260601,0.733299,184.974,0.0581076
sobol,1,1,16,2.04576,16.6511,0.91054,66.7414,0.828466,0.612412,185.159,20.23,0.908337,37.7408,77.2087,4.63685,4.22203,345.492,0.835661,0.120958,112.976,10.9654,208.287,172.559,4.06,False,True,0.0260601,0.733299,184.974,0.0581076
sobol,1,1,17,4.28241,10.8264,0.507404,41.9695,0.7726,0.614894,185.909,20.23,0.971407,19.2811,82.5696,7.62672,3.86983,96.4347,0.766346,0.139454,42.5722,6.10296,208.056,160.744,4.06,True,True,0.0262834,0.733299,184.974,0.0581076
sobol,1,2,18,3.25656,13.8808,0.747548,76.9245,0.837315,0.615445,186.076,20.23,0.949511,24.7833,80.7084,5.81438,4.34653,155.735,0.835233,0.10472,45.7074,6.57855,208.016,174.174,4.08,True,True,0.0262834,0.733299,184.974,0.0581076
sobol,1,2,19,2.57317,6.40241,0.334601,51.8645,0.823963,0.612063,185.054,20.23,0.764808,25.2641,65.0087,10.1538,3.39747,130.355,0.82502,0.186251,104.377,10.8375,208.236,171.579,4.08,True,True,0.0262834,0.733299,184.974,0.0581076
sobol,1,2,20,2.701,11.9484,0.463186,57.5194,0.756988,0.611612,184.917,20.23,1.00271,31.5551,85.2303,7.1332,3.304,266.614,0.757645,0.18587,120.474,11.5532,208.262,157.652,4.08,False,True,0.0262834,0.733299,184.974,0.0581076
sobol,1,2,21,3.49051,7.76183,0.788244,73.6914,0.900263,0.61589,186.211,20.23,0.664262,16.1759,56.4623,7.27436,5.73397,46.4139,0.909037,0.0607406,16.8386,11.9392,208.002,187.256,4.08,True,True,0.0262834,0.733299,184.974,0.0581076
