seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
7,0,0,2.07847,7.2791,0.749571,47.3726,0.849258,0.614147,185.684,20.23,0.612427,25.0455,52.0563,7.15148,5.36055,102.585,0.850385,0.0796796,47.1877,22.7192,208.311,176.91,4.06,True,0.00885716,0.849258,185.684,0.0796796
7,0,1,3.57698,12.5031,0.402879,64.9993,0.662156,0.612873,185.298,20.23,1.07126,25.4564,91.0569,7.28274,2.93406,185.377,0.659713,0.223253,93.0987,8.85837,208.16,137.835,4.08,False,0.00885716,0.849258,185.684,0.0796796
7,0,2,4.10878,10.6231,0.799605,58.6715,0.85146,0.615623,186.13,20.23,0.810437,16.7658,68.8871,6.48466,5.18517,60.8329,0.848486,0.0758252,21.6617,9.3283,208.018,177.119,4.08,True,0.00901548,0.849258,185.684,0.0758252
7,0,3,2.61027,15.8455,0.475068,71.2003,0.703178,0.609979,184.423,20.23,1.1217,36.5265,95.3443,6.01711,2.85854,399.633,0.706946,0.228783,166.404,13.6882,208.325,146.49,4.06,False,0.00901548,0.849258,185.684,0.0758252
7,0,4,2.50792,9.87295,0.29837,75.0435,0.701821,0.609235,184.199,20.23,0.971126,32.914,82.5457,8.36079,2.49461,280.935,0.703946,0.291399,191.963,15.5075,208.373,146.24,4.06,False,0.00901548,0.849258,185.684,0.0758252
7,0,5,4.00006,16.9928,0.645709,52.592,0.722455,0.614379,185.754,20.23,1.11916,23.7818,95.1285,5.59818,3.61479,169.025,0.716203,0.153473,57.873,6.75601,208.091,150.336,4.06,True,0.0256096,0.722455,185.684,0.0758252
7,0,6,3.10452,6.54849,0.578892,68.764,0.881535,0.615863,186.203,20.23,0.671593,18.3878,57.0854,8.71733,5.0464,60.6368,0.889917,0.0811596,27.7386,13.5869,208.031,183.386,4.08,True,0.0256096,0.722455,185.684,0.0758252
7,0,7,1.61238,13.6699,0.904075,41.3714,0.82078,0.609911,184.403,20.23,0.781971,41.2232,66.4675,4.86233,4.39591,354.848,0.818144,0.114631,137.919,17.7984,208.499,171.132,4.06,False,0.0256096,0.722455,185.684,0.0758252
7,0,8,1.83974,11.5502,0.506535,51.094,0.765844,0.608806,184.069,20.23,0.92549,42.7596,78.6666,6.81083,3.44993,451.864,0.764502,0.171477,187.909,19.7518,208.495,159.674,4.06,False,0.0256096,0.722455,185.684,0.0758252
7,1,9,4.4,12.6666,0.623417,54.7395,0.791956,0.615221,186.008,20.23,0.99411,19.2044,84.4994,6.67104,4.15884,97.905,0.785294,0.11615,34.563,5.35496,208.024,164.746,4.06,True,0.0277483,0.722455,185.684,0.0758252
