strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
heuristic,7,3,28,2.85701,13.7071,0.435617,40,0.764441,0.614964,185.931,20.23,1.09043,32.4418,92.6866,6.76194,2.94562,306.462,False,True,0.00356245,0.775749,185.762,0.614406
heuristic,7,3,29,2.85701,5,0.435617,40,0.791462,0.615345,186.046,20.23,0.623131,18.539,52.9662,10.5932,4.61459,57.1902,True,True,0.00356245,0.775749,185.762,0.614406
heuristic,7,3,30,4.38695,15.5688,0.664786,79.5584,0.868637,0.615543,186.106,20.23,1.07539,20.8364,91.4085,5.87125,3.90313,124.676,True,True,0.00356245,0.775749,185.762,0.614406
heuristic,7,3,31,4.4,15.5688,0.664786,79.5584,0.868931,0.615548,186.107,20.23,1.07562,20.7791,91.4279,5.8725,3.90395,124.017,True,True,0.00356245,0.775749,185.762,0.614406
heuristic,7,3,32,3.37195,15.5688,0.664786,79.5584,0.835118,0.615075,185.964,20.23,1.05253,26.5321,89.4648,5.74641,3.82013,197.854,True,True,0.00356245,0.775749,185.762,0.614406
heuristic,7,3,33,3.37195,15.5688,0.898119,79.5584,0.838181,0.615258,186.02,20.23,0.938772,23.6645,79.7956,5.12534,4.60317,140.386,True,True,0.00356245,0.775749,185.762,0.614406
heuristic,7,3,34,3.37195,15.5688,0.431453,79.5584,0.831103,0.615656,186.14,20.23,1.15266,29.0563,97.9764,6.29311,2.71518,259.867,False,True,0.00356245,0.775749,185.762,0.614406
heuristic,7,3,35,3.37195,15.5688,0.664786,80,0.835514,0.615082,185.967,20.23,1.05245,26.5302,89.4586,5.74601,3.81986,197.812,True,True,0.00356245,0.775749,185.762,0.614406
heuristic,7,4,36,3.37195,15.5688,0.664786,65.5584,0.825286,0.614892,185.909,20.23,1.05466,26.5859,89.6464,5.75807,3.82789,199.061,True,True,0.00356245,0.775749,185.762,0.614406
heuristic,7,4,37,3.37195,18.3333,0.664786,65.5584,0.823286,0.615004,185.943,20.23,1.12922,28.4652,95.9834,5.23546,3.48046,244.33,True,True,0.00356245,0.775749,185.762,0.614406
heuristic,7,4,38,4.38695,18.3333,0.664786,65.5584,0.860437,0.615431,186.072,20.23,1.15069,22.2953,97.8083,5.335,3.54663,152.739,True,True,0.00356245,0.775749,185.762,0.614406
heuristic,7,4,39,2.35695,18.3333,0.664786,65.5584,0.7423,0.614507,185.793,20.23,1.09069,39.3343,92.709,5.05686,3.36173,450.625,False,True,0.00356245,0.775749,185.762,0.614406
heuristic,7,4,40,3.37195,18.3333,0.898119,65.5584,0.826555,0.614942,185.924,20.23,1.02849,25.9262,87.4218,4.76846,4.28265,184.607,True,True,0.00356245,0.775749,185.762,0.614406
heuristic,7,4,41,3.37195,18.3333,0.431453,65.5584,0.819884,0.615691,186.151,20.23,1.22571,30.8976,104.185,5.68283,2.45187,312.468,False,True,0.00356245,0.775749,185.762,0.614406
heuristic,7,4,42,3.37195,18.3333,0.664786,79.5584,0.833312,0.615216,186.007,20.23,1.127,28.4094,95.7951,5.22519,3.47363,242.894,True,True,0.00356245,0.775749,185.762,0.614406
heuristic,7,4,43,3.37195,18.3333,0.664786,51.5584,0.812292,0.614892,185.909,20.23,1.13097,28.5093,96.1321,5.24357,3.48585,245.467,True,True,0.00356245,0.775749,185.762,0.614406
heuristic,7,4,44,3.37195,13.6667,0.664786,51.5584,0.817603,0.614849,185.896,20.23,0.99206,25.0078,84.3251,6.17013,4.10182,165.676,True,True,0.00356245,0.775749,185.762,0.614406
