strategy,seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,print_scale,ok,hv,best_t180,best_e_reb_mJ
heuristic,8,0,0,29.9046,109.364,52.7484,10.7313,5.17474,0.801137,187.898,20.4777,0.717372,True,1.9703,0.801137,187.898
heuristic,8,0,1,29.9046,109.364,52.7484,10.7313,5.5,0.80093,190.587,20.7678,0.710393,True,1.97583,0.80093,187.898
heuristic,8,0,2,29.9046,109.364,52.7484,10.7313,4.29974,0.801269,180.789,19.7097,0.735218,True,2.45143,0.80093,180.789
heuristic,8,0,3,29.9046,109.364,52.7484,12,4.29974,0.80211,177.268,19.3274,0.690392,True,2.68404,0.80093,177.268
heuristic,8,0,4,29.9046,110,52.7484,12,4.29974,0.803134,177.257,19.3261,0.689198,True,2.68472,0.80093,177.257
heuristic,8,0,5,29.9046,91.8638,52.7484,12,4.29974,0.767868,177.624,19.3729,0.726532,True,4.00288,0.767868,177.257
heuristic,8,0,6,35.1546,91.8638,52.7484,12,4.29974,0.725768,178.018,19.4254,0.720209,True,5.65634,0.725768,177.257
heuristic,8,0,7,35.1546,91.8638,66.7484,12,4.29974,0.74993,178.465,19.4706,0.72573,True,5.65634,0.725768,177.257
heuristic,8,0,8,35.1546,91.8638,40,12,4.29974,0.702049,177.542,19.3754,0.71512,True,6.62201,0.702049,177.257
heuristic,8,1,9,35.1546,91.8638,54,12,4.29974,0.728139,178.062,19.43,0.720711,True,6.62201,0.702049,177.257
heuristic,8,1,10,35.1546,109.364,40,12,4.29974,0.747102,177.23,19.3325,0.682291,True,6.641,0.702049,177.23
heuristic,8,1,11,35.1546,74.3638,40,12,4.29974,0.638185,178.018,19.4383,0.753512,True,9.14922,0.638185,177.23
heuristic,8,1,12,28.6203,72.8573,47.3893,7.16319,5.03457,0.70548,208.276,22.704,0.971519,True,9.14922,0.638185,177.23
heuristic,8,1,13,28.6203,90.3573,47.3893,7.16319,5.03457,0.75574,207.234,22.5826,0.918694,True,9.14922,0.638185,177.23
heuristic,8,1,14,28.6203,60,47.3893,7.16319,5.03457,0.703817,209.396,22.8363,1.01676,True,9.14922,0.638185,177.23
heuristic,8,1,15,28.6203,72.8573,47.3893,9.26319,5.03457,0.709763,194.501,21.2052,0.867806,True,9.14922,0.638185,177.23
heuristic,8,1,16,28.6203,72.8573,47.3893,9.26319,5.5,0.712122,198.988,21.6923,0.852401,True,9.14922,0.638185,177.23
heuristic,8,1,17,28.6203,72.8573,47.3893,9.26319,4.15957,0.70905,185.89,20.2778,0.895709,True,9.14922,0.638185,177.23
heuristic,8,2,18,28.6203,72.8573,61.3893,9.26319,4.15957,0.734188,186.552,20.3469,0.902364,True,9.14922,0.638185,177.23
heuristic,8,2,19,28.6203,72.8573,40,9.26319,4.15957,0.69518,185.497,20.2361,0.89226,True,9.14922,0.638185,177.23
heuristic,8,2,20,33.8703,72.8573,40,9.26319,4.15957,0.637901,185.989,20.3034,0.878774,True,9.1581,0.637901,177.23
heuristic,8,2,21,33.8703,72.8573,54,9.26319,4.15957,0.667282,186.939,20.4039,0.887213,True,9.1581,0.637901,177.23
heuristic,8,2,22,33.8703,90.3573,40,9.26319,4.15957,0.703501,185.317,20.219,0.83348,True,9.1581,0.637901,177.23
heuristic,8,2,23,33.8703,60,40,9.26319,4.15957,0.595816,186.702,20.3907,0.916693,True,10.4455,0.595816,177.23
heuristic,8,2,24,34.7029,105.568,46.0082,8.22832,3.71155,0.745637,185.381,20.2202,0.865455,True,10.4455,0.595816,177.23
heuristic,8,2,25,39.9529,105.568,46.0082,8.22832,3.71155,0.705152,185.806,20.2742,0.857755,True,10.4455,0.595816,177.23
heuristic,8,2,26,39.9529,110,46.0082,8.22832,3.71155,0.716717,185.672,20.2576,0.848464,True,10.4455,0.595816,177.23
heuristic,8,3,27,39.9529,88.0678,46.0082,8.22832,3.71155,0.649229,186.469,20.3562,0.897841,True,10.4455,0.595816,177.23
heuristic,8,3,28,39.9529,88.0678,46.0082,8.22832,4.58655,0.648506,196.231,21.4129,0.86557,True,10.4455,0.595816,177.23
heuristic,8,3,29,39.9529,88.0678,46.0082,8.22832,3,0.648328,178.805,19.5164,0.921926,True,10.4455,0.595816,177.23
heuristic,8,3,30,39.9529,88.0678,46.0082,10.3283,3,0.652546,172.754,18.8527,0.807913,True,11.4636,0.595816,172.754
heuristic,8,3,31,39.9529,88.0678,60.0082,10.3283,3,0.682862,173.222,18.9027,0.81674,True,11.4636,0.595816,172.754
heuristic,8,3,32,39.9529,88.0678,40,10.3283,3,0.639011,172.538,18.8291,0.804174,True,11.5844,0.595816,172.538
heuristic,8,3,33,39.9529,105.568,40,10.3283,3,0.695825,172.264,18.7906,0.76807,True,11.6316,0.595816,172.264
heuristic,8,3,34,39.9529,70.5678,40,10.3283,3,0.561992,172.952,18.8835,0.845602,True,13.7179,0.561992,172.264
heuristic,8,3,35,39.9529,70.5678,40,12,3,0.565344,169.937,18.551,0.772344,True,14.489,0.561992,169.937
