strategy,seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,print_scale,ok,hv,best_t180,best_e_reb_mJ
sobol,6,0,0,39.4904,74.2009,77.8595,7.57167,4.05149,0.667983,197.656,21.5675,0.983327,True,3.93085,0.667983,197.656
sobol,6,0,1,30.1435,100.233,53.5791,11.2823,4.35625,0.785029,179.794,19.6047,0.732544,True,5.41587,0.667983,179.794
sobol,6,0,2,27.2138,60.9185,69.6309,6.35954,5.2848,0.74024,220.722,24.0521,1.05877,True,5.41587,0.667983,179.794
sobol,6,0,3,32.8108,85.3851,43.9113,10.0599,3.0853,0.703699,173.567,18.94,0.836786,True,7.89269,0.667983,173.567
sobol,6,0,4,35.1819,68.3758,56.7522,9.23131,3.581,0.638243,181.919,19.8649,0.919942,True,9.50672,0.638243,173.567
sobol,6,0,5,25.7765,94.309,72.4401,7.02399,5.13085,0.821927,209.684,22.8381,0.920476,True,9.50672,0.638243,173.567
sobol,6,0,6,32.4562,80.0964,45.7577,10.6296,4.80805,0.697642,186.219,20.3144,0.788411,True,9.50672,0.638243,173.567
sobol,6,0,7,38.1116,104.47,60.0698,8.43544,3.86341,0.742989,186.913,20.3899,0.85242,True,9.50672,0.638243,173.567
sobol,6,0,8,36.5899,66.1425,49.2103,7.32058,4.52598,0.610186,203.216,22.1782,0.985961,True,9.90166,0.610186,173.567
sobol,6,1,9,30.9346,90.1209,64.742,9.61432,4.22131,0.771175,185.148,20.1899,0.829924,True,9.90166,0.610186,173.567
sobol,6,1,10,26.3643,76.3008,58.2993,8.71893,3.29389,0.760312,179.565,19.5869,0.950782,True,9.90166,0.610186,173.567
sobol,6,1,11,35.7696,101.845,72.7677,11.0259,5.49349,0.779077,190.897,20.8107,0.714775,True,9.90166,0.610186,173.567
sobol,6,1,12,34.3324,84.4416,65.5518,11.6844,4.99772,0.733619,184.93,20.1721,0.741071,True,9.90166,0.610186,173.567
sobol,6,1,13,28.7354,108.522,41.1152,7.89609,3.44791,0.787742,183.492,20.0053,0.893175,True,9.90166,0.610186,173.567
sobol,6,1,14,29.5557,69.5967,76.9383,10.4723,3.76944,0.743845,179.328,19.5656,0.871915,True,9.90166,0.610186,173.567
sobol,6,1,15,38.9027,95.2369,51.3749,6.67379,4.71414,0.68463,209.014,22.7926,0.928472,True,9.90166,0.610186,173.567
sobol,6,1,16,38.4132,71.0186,62.7231,10.7223,3.00904,0.63326,173.058,18.8934,0.848829,True,10.7157,0.610186,173.058
sobol,6,1,17,29.0097,96.9395,48.4024,8.50978,5.20339,0.773461,199.413,21.7283,0.830006,True,10.7157,0.610186,173.058
sobol,6,2,18,28.1894,82.7393,74.767,9.12035,4.27654,0.789376,188.102,20.5063,0.879745,True,10.7157,0.610186,173.058
sobol,6,2,19,33.8429,107.101,59.0876,6.92104,3.97637,0.772902,196.752,21.4491,0.933912,True,10.7157,0.610186,173.058
sobol,6,2,20,36.1557,77.625,41.2645,6.08605,3.78367,0.620833,201.665,22.0065,1.07235,True,10.735,0.610186,173.058
sobol,6,2,21,26.8105,103.645,66.9902,9.79155,4.73287,0.827215,188.148,20.502,0.780361,True,10.735,0.610186,173.058
sobol,6,2,22,31.3808,64.3426,51.2452,7.87374,5.05467,0.661246,204.736,22.3308,0.954592,True,10.735,0.610186,173.058
sobol,6,2,23,36.976,88.797,75.5194,11.569,3.49959,0.740207,174.275,19.0159,0.76439,True,10.735,0.610186,173.058
sobol,6,2,24,37.5637,81.811,54.0352,10.176,5.41225,0.67081,194.639,21.2323,0.779903,True,10.735,0.610186,173.058
sobol,6,2,25,31.9686,105.88,79.6046,6.38117,3.21785,0.813525,190.752,20.7958,1.02222,True,10.735,0.610186,173.058
sobol,6,2,26,25.2889,66.966,43.4747,11.9638,4.14598,0.720397,176.723,19.28,0.800977,True,10.735,0.610186,173.058
sobol,6,3,27,34.634,92.5941,67.9053,8.15869,4.44609,0.751062,195.334,21.2998,0.882596,True,10.735,0.610186,173.058
sobol,6,3,28,33.2552,62.7307,70.1035,8.83566,4.63886,0.660051,196.202,21.4052,0.936709,True,10.735,0.610186,173.058
sobol,6,3,29,27.6016,86.6969,55.6265,11.1229,3.68957,0.776589,175.467,19.1382,0.78631,True,10.735,0.610186,173.058
sobol,6,3,30,30.5313,72.8888,62.3869,7.23384,3.36665,0.711309,188.38,20.554,1.05436,True,10.735,0.610186,173.058
sobol,6,3,31,39.9348,98.4205,46.8639,9.53421,4.92162,0.690216,192.033,20.9507,0.775197,True,10.735,0.610186,173.058
sobol,6,3,32,39.6889,60.6987,57.7496,11.4649,3.93625,0.558675,179.001,19.557,0.81968,True,13.2468,0.558675,173.058
sobol,6,3,33,30.2857,86.3374,73.3118,7.76415,4.86105,0.777368,202.446,22.0608,0.911581,True,13.2468,0.558675,173.058
sobol,6,3,34,27.356,75.5436,49.76,9.8777,5.16331,0.737865,192.424,20.9742,0.833151,True,13.2468,0.558675,173.058
sobol,6,3,35,33.0092,99.6228,64.1978,6.16671,3.59359,0.768738,197.886,21.5746,1.02945,True,13.2468,0.558675,173.058
