strategy,seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,print_scale,ok,hv,best_t180,best_e_reb_mJ
heuristic,3,0,0,26.2847,71.8405,72.051,9.49297,3.23532,0.769588,176.938,19.3015,0.92969,True,3.97811,0.769588,176.938
heuristic,3,0,1,31.5347,71.8405,72.051,9.49297,3.23532,0.720417,177.629,19.3863,0.921937,True,5.92837,0.720417,176.938
heuristic,3,0,2,31.5347,89.3405,72.051,9.49297,3.23532,0.774254,176.814,19.287,0.865714,True,5.94002,0.720417,176.814
heuristic,3,0,3,31.5347,60,72.051,9.49297,3.23532,0.666892,178.492,19.4892,0.968211,True,8.0168,0.666892,176.814
heuristic,3,0,4,31.5347,60,72.051,9.49297,4.11032,0.669684,187.284,20.4401,0.939541,True,8.0168,0.666892,176.814
heuristic,3,0,5,31.5347,60,72.051,9.49297,3,0.665891,176.268,19.2464,0.975265,True,8.29808,0.665891,176.268
heuristic,3,0,6,31.5347,60,80,9.49297,3,0.682783,176.541,19.2739,0.981974,True,8.29808,0.665891,176.268
heuristic,3,0,7,31.5347,60,58.051,9.49297,3,0.636599,175.671,19.1838,0.962659,True,9.63817,0.636599,175.671
heuristic,3,0,8,31.5347,60,58.051,11.593,3,0.640735,171.035,18.6757,0.854988,True,10.6924,0.636599,171.035
heuristic,3,1,9,31.5347,60,58.051,11.593,3.875,0.644223,177.249,19.3564,0.838281,True,10.6924,0.636599,171.035
heuristic,3,1,10,31.5347,60,58.051,12,3,0.641347,170.376,18.6032,0.837245,True,10.842,0.636599,170.376
heuristic,3,1,11,36.7847,60,58.051,12,3,0.583189,170.811,18.6526,0.82522,True,13.3447,0.583189,170.376
heuristic,3,1,12,32.7511,81.5314,63.4719,10.427,5.39067,0.732451,193.095,21.0506,0.784601,True,13.3447,0.583189,170.376
heuristic,3,1,13,32.7511,99.0314,63.4719,10.427,5.39067,0.777633,192.035,20.931,0.743582,True,13.3447,0.583189,170.376
heuristic,3,1,14,32.7511,64.0314,63.4719,10.427,5.39067,0.663223,194.708,21.2379,0.834181,True,13.3447,0.583189,170.376
heuristic,3,1,15,32.7511,64.0314,77.4719,10.427,5.39067,0.697247,195.634,21.3327,0.842748,True,13.3447,0.583189,170.376
heuristic,3,1,16,32.7511,64.0314,49.4719,10.427,5.39067,0.641698,193.548,21.1159,0.825564,True,13.3447,0.583189,170.376
heuristic,3,1,17,32.7511,64.0314,49.4719,10.427,5.5,0.650024,194.523,21.2219,0.822447,True,13.3447,0.583189,170.376
heuristic,3,2,18,32.7511,64.0314,49.4719,10.427,4.51567,0.63204,185.629,20.2641,0.84978,True,13.3447,0.583189,170.376
heuristic,3,2,19,38.0011,64.0314,49.4719,10.427,4.51567,0.574487,186.304,20.3487,0.835407,True,13.6144,0.574487,170.376
heuristic,3,2,20,38.0011,64.0314,49.4719,12,4.51567,0.57939,180.986,19.7705,0.774863,True,13.6346,0.574487,170.376
heuristic,3,2,21,38.0011,64.0314,49.4719,12,5.39067,0.62408,187.887,20.5156,0.756523,True,13.6346,0.574487,170.376
heuristic,3,2,22,38.0011,64.0314,49.4719,12,3.64067,0.576021,174.556,19.0682,0.791387,True,13.6986,0.574487,170.376
heuristic,3,2,23,38.0011,64.0314,63.4719,12,3.64067,0.608367,175.317,19.1498,0.804174,True,13.6986,0.574487,170.376
heuristic,3,2,24,39.6019,74.9201,52.5594,11.3503,4.46291,0.623069,182.263,19.9039,0.771333,True,13.6986,0.574487,170.376
heuristic,3,2,25,39.6019,92.4201,52.5594,11.3503,4.46291,0.690172,181.406,19.8001,0.732683,True,13.6986,0.574487,170.376
heuristic,3,2,26,39.6019,60,52.5594,11.3503,4.46291,0.544177,183.325,20.0286,0.809076,True,14.7328,0.544177,170.376
heuristic,3,3,27,39.6019,60,66.5594,11.3503,4.46291,0.575489,184.595,20.1628,0.822987,True,14.7328,0.544177,170.376
heuristic,3,3,28,39.6019,60,40,11.3503,4.46291,0.579332,182.11,19.8991,0.797306,True,14.7328,0.544177,170.376
heuristic,3,3,29,40,60,52.5594,11.3503,4.46291,0.540003,183.375,20.0345,0.807978,True,14.8743,0.540003,170.376
heuristic,3,3,30,40,60,52.5594,11.3503,5.33791,0.621776,190.89,20.8484,0.786499,True,14.8743,0.540003,170.376
heuristic,3,3,31,40,60,52.5594,11.3503,3.58791,0.537462,176.246,19.2557,0.827511,True,15.2338,0.537462,170.376
heuristic,3,3,32,40,60,52.5594,12,3.58791,0.539231,174.756,19.0923,0.801203,True,15.2886,0.537462,170.376
heuristic,3,3,33,40,60,52.5594,9.25027,3.58791,0.530445,182.864,19.979,0.927679,True,15.5302,0.530445,170.376
heuristic,3,3,34,34.75,60,52.5594,9.25027,3.58791,0.588281,182.183,19.8997,0.944184,True,15.5302,0.530445,170.376
heuristic,3,3,35,40,60,52.5594,11.3503,3.58791,0.537462,176.246,19.2557,0.827511,True,15.5302,0.530445,170.376
