strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
lhs,4,0,0,3.50145,14.6263,0.872574,60.3726,0.832085,0.615287,186.028,20.23,0.923026,22.4071,78.4572,5.36413,4.6806,123.752,True,True,0.00173152,0.832085,186.028,0.615287
lhs,4,0,1,2.42753,5.48104,0.697379,71.8449,0.786386,0.615948,186.228,20.23,0.541052,18.945,45.9894,8.39063,5.85145,51.8555,True,True,0.00310598,0.786386,186.028,0.615287
lhs,4,0,2,2.60383,15.5055,0.251449,76.9092,0.772077,0.615914,186.218,20.23,1.19982,39.1674,101.985,6.57735,1.65387,491.514,False,True,0.00310598,0.786386,186.028,0.615287
lhs,4,0,3,1.66559,13.3588,0.413198,69.0047,0.629666,0.614822,185.888,20.23,1.01824,51.9638,86.5505,6.4789,2.67707,734.213,False,True,0.00310598,0.786386,186.028,0.615287
lhs,4,0,4,4.27311,11.5395,0.825145,67.9032,0.862887,0.616092,186.272,20.23,0.841533,16.7396,71.5303,6.19871,5.11483,62.9696,True,True,0.00310598,0.786386,186.028,0.615287
lhs,4,0,5,2.16346,8.27621,0.343842,49.6592,0.70601,0.614343,185.743,20.23,0.867935,34.1002,73.7745,8.91405,3.06502,269.506,False,True,0.00310598,0.786386,186.028,0.615287
lhs,4,0,6,2.56347,6.63152,0.538886,66.7035,0.784467,0.614776,185.874,20.23,0.680147,22.5524,57.8125,8.71783,4.69791,92.3757,True,True,0.00324829,0.784467,185.874,0.614776
lhs,4,0,7,2.37967,12.3411,0.716339,74.9856,0.763954,0.614113,185.674,20.23,0.870512,31.094,73.9935,5.9957,4.29496,224.749,True,True,0.00397176,0.763954,185.674,0.614113
lhs,4,0,8,4.01726,12.8276,0.838625,75.618,0.859661,0.615768,186.174,20.23,0.882884,18.6807,75.0452,5.85031,4.90622,82.2733,True,True,0.00397176,0.763954,185.674,0.614113
lhs,4,1,9,3.3372,14.8738,0.761466,40.696,0.80921,0.614867,185.902,20.23,0.984742,25.0818,83.7031,5.62754,4.28518,165.428,True,True,0.00397176,0.763954,185.674,0.614113
lhs,4,1,10,2.03537,8.03092,0.439766,69.8134,0.71573,0.613813,185.583,20.23,0.79005,32.9936,67.1542,8.36196,3.6773,229.659,True,True,0.00556256,0.71573,185.583,0.613813
lhs,4,1,11,3.15224,7.31978,0.913387,40.9222,0.821208,0.616541,186.408,20.23,0.590263,15.9164,50.1723,6.85435,6.26067,39.9305,True,True,0.00556256,0.71573,185.583,0.613813
lhs,4,1,12,2.79635,15.2571,0.476082,45.296,0.763735,0.614949,185.926,20.23,1.11825,33.9913,95.0517,6.23,2.96599,345.021,False,True,0.00556256,0.71573,185.583,0.613813
lhs,4,1,13,1.56992,14.3223,0.519329,56.6436,0.592026,0.614336,185.741,20.23,0.995346,53.891,84.6044,5.90717,3.06777,771.924,False,True,0.00556256,0.71573,185.583,0.613813
lhs,4,1,14,2.70021,16.7487,0.843001,66.2849,0.78364,0.614304,185.731,20.23,0.981761,30.9049,83.4497,4.98245,4.20021,250.398,False,True,0.00556256,0.71573,185.583,0.613813
lhs,4,1,15,1.85446,7.38341,0.740323,55.6489,0.694954,0.613795,185.577,20.23,0.609468,27.9352,51.8048,7.01637,5.19438,127.005,True,True,0.0062351,0.694954,185.577,0.613795
