strategy,seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,print_scale,ok,hv,best_t180,best_e_reb_mJ
random,6,0,0,33.0725,77.1635,54.7627,8.24698,5.46861,0.693238,206.016,22.4612,0.876895,True,1.97248,0.693238,206.016
random,6,0,1,34.4913,93.7162,53.1985,10.0795,3.30743,0.732722,175.44,19.142,0.812214,True,6.1139,0.693238,175.44
random,6,0,2,25.7759,102.51,40.3558,11.8726,5.06751,0.802586,182.634,19.901,0.696861,True,6.1139,0.693238,175.44
random,6,0,3,36.7782,62.4042,48.2976,11.0992,4.08124,0.576976,180.079,19.672,0.825131,True,11.4644,0.576976,175.44
random,6,0,4,34.412,66.1141,47.4535,8.98361,4.89867,0.620274,196.044,21.3928,0.889834,True,11.4644,0.576976,175.44
random,6,0,5,33.0979,65.344,74.6474,6.83795,4.09914,0.678248,203.103,22.1514,1.07265,True,11.4644,0.576976,175.44
random,6,0,6,33.8027,75.9575,56.7222,11.3218,4.13534,0.691015,179.272,19.5684,0.790012,True,11.4981,0.576976,175.44
random,6,0,7,33.0887,108.524,51.0393,11.3687,3.90464,0.776515,176.217,19.2191,0.716891,True,11.4981,0.576976,175.44
random,6,0,8,29.6806,104.064,42.6199,11.1999,5.06942,0.779987,185.126,20.1782,0.712038,True,11.4981,0.576976,175.44
random,6,1,9,38.4207,62.9879,49.5522,10.6509,4.09213,0.564408,181.836,19.8645,0.838718,True,11.9437,0.564408,175.44
random,6,1,10,25.0797,94.631,71.9908,11.8417,3.37666,0.829653,171.811,18.7311,0.74897,True,12.0835,0.564408,171.811
random,6,1,11,28.7793,102.068,43.6724,7.64562,4.12941,0.777501,192.755,21.0108,0.899615,True,12.0835,0.564408,171.811
random,6,1,12,31.2751,87.1367,74.7474,9.78758,4.635,0.778137,188.797,20.5839,0.821822,True,12.0835,0.564408,171.811
random,6,1,13,33.8833,70.5414,57.9864,11.9252,5.27308,0.673125,186.798,20.3808,0.759563,True,12.0835,0.564408,171.811
random,6,1,14,36.5117,86.6841,74.7546,9.78529,3.99392,0.736026,183.589,20.0312,0.834702,True,12.0835,0.564408,171.811
random,6,1,15,32.8948,69.9292,62.9128,7.88175,4.9535,0.67998,204.283,22.2759,0.94252,True,12.0835,0.564408,171.811
random,6,1,16,37.4128,109.69,73.3989,6.35558,4.81081,0.774234,213.064,23.2178,0.916429,True,12.0835,0.564408,171.811
random,6,1,17,37.1227,103.612,59.6669,8.85547,4.32703,0.748177,189.619,20.6809,0.819896,True,12.0835,0.564408,171.811
random,6,2,18,27.324,107.848,79.4802,7.5779,5.39334,0.842455,207.924,22.6452,0.846147,True,12.0835,0.564408,171.811
random,6,2,19,28.1233,64.2372,69.2892,10.8984,3.49932,0.721592,175.846,19.1918,0.876145,True,12.1216,0.564408,171.811
random,6,2,20,39.3064,79.9866,47.4347,7.80345,3.28203,0.62405,184.116,20.1028,0.963481,True,12.1216,0.564408,171.811
random,6,2,21,36.5773,74.2656,67.7318,8.76542,3.31243,0.672436,181.364,19.8,0.941203,True,12.1216,0.564408,171.811
random,6,2,22,33.8087,108.359,47.3948,11.7754,3.29518,0.764616,171.358,18.6882,0.709634,True,12.4045,0.564408,171.358
random,6,2,23,33.6464,68.6789,79.8389,9.29874,5.1793,0.712976,199.174,21.714,0.879318,True,12.4045,0.564408,171.358
random,6,2,24,35.6126,82.4281,50.3845,11.2326,5.21319,0.686844,187.818,20.4903,0.747938,True,12.4045,0.564408,171.358
random,6,2,25,36.7605,100.343,41.6695,7.31414,4.38635,0.702927,198.737,21.6731,0.897744,True,12.4045,0.564408,171.358
random,6,2,26,26.1784,89.5124,77.8902,8.12275,4.72594,0.821483,197.607,21.528,0.896602,True,12.4045,0.564408,171.358
random,6,3,27,28.0284,99.8236,75.8577,10.8914,4.10186,0.8258,179.212,19.5359,0.760063,True,12.4045,0.564408,171.358
random,6,3,28,30.2237,64.1874,73.9193,11.4229,4.3962,0.712527,182.08,19.8675,0.832677,True,12.4045,0.564408,171.358
random,6,3,29,36.4619,71.3945,70.2381,7.49859,4.82266,0.66519,206.843,22.5573,0.958834,True,12.4045,0.564408,171.358
random,6,3,30,25.1796,79.2349,49.5276,6.24253,3.64871,0.759108,197.298,21.5061,1.09858,True,12.4045,0.564408,171.358
random,6,3,31,38.7783,75.127,44.6571,10.0008,4.93069,0.611114,190.842,20.8335,0.807961,True,12.4045,0.564408,171.358
random,6,3,32,30.1719,106.161,67.8852,9.22528,5.24148,0.811255,196.056,21.3607,0.780684,True,12.4045,0.564408,171.358
random,6,3,33,37.1349,90.2128,50.0513,9.13499,4.55143,0.693204,190.656,20.8015,0.826597,True,12.4045,0.564408,171.358
random,6,3,34,38.4532,106.944,42.456,9.16042,5.34299,0.714961,197.311,21.5132,0.76214,True,12.4045,0.564408,171.358
random,6,3,35,31.4653,97.6898,49.1901,11.2269,3.43593,0.761441,173.346,18.9087,0.753266,True,12.4111,0.564408,171.358
