strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
heuristic,4,0,0,4.23486,11.8177,0.900829,43.2334,0.851167,0.616533,186.405,20.23,0.819666,16.4519,69.6716,5.89553,5.31086,59.2432,True,True,0.00109856,0.851167,186.405,0.616533
heuristic,4,0,1,4.4,11.8177,0.900829,43.2334,0.85533,0.616573,186.417,20.23,0.82249,15.889,69.9116,5.91584,5.32916,55.4489,True,True,0.00109856,0.851167,186.405,0.616533
heuristic,4,0,2,3.21986,11.8177,0.900829,43.2334,0.812205,0.61571,186.156,20.23,0.79693,21.0379,67.739,5.732,5.16355,94.1873,True,True,0.00231035,0.812205,186.156,0.61571
heuristic,4,0,3,3.21986,16.4844,0.900829,43.2334,0.805354,0.614858,185.899,20.23,0.964705,25.4669,81.9999,4.9744,4.48109,167.076,True,True,0.00258882,0.805354,185.899,0.614858
heuristic,4,0,4,3.21986,16.4844,0.916667,43.2334,0.805725,0.614887,185.907,20.23,0.956932,25.2617,81.3392,4.93433,4.52313,163.07,True,True,0.00258882,0.805354,185.899,0.614858
heuristic,4,0,5,3.21986,16.4844,0.667496,43.2334,0.798831,0.614678,185.844,20.23,1.0782,28.4629,91.6467,5.55961,3.71102,233.252,True,True,0.00280819,0.798831,185.844,0.614678
heuristic,4,0,6,3.21986,16.4844,0.667496,57.2334,0.809828,0.614735,185.861,20.23,1.07674,28.4244,91.5228,5.55209,3.706,232.307,True,True,0.00280819,0.798831,185.844,0.614678
heuristic,4,0,7,3.21986,16.4844,0.667496,40,0.796275,0.614677,185.844,20.23,1.07844,28.4693,91.6673,5.56086,3.71185,233.409,True,True,0.00288845,0.796275,185.844,0.614677
heuristic,4,0,8,3.21986,18.3333,0.667496,40,0.793815,0.614775,185.874,20.23,1.12668,29.7429,95.768,5.22371,3.4868,266.156,False,True,0.00288845,0.796275,185.844,0.614677
heuristic,4,1,9,3.21986,11.8177,0.667496,40,0.804455,0.614881,185.906,20.23,0.909308,24.0045,77.2912,6.54029,4.36562,139.915,True,True,0.00288845,0.796275,185.844,0.614677
