strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
sobol,8,0,0,3.68988,7.71269,0.319166,44.5091,0.826276,0.615102,185.972,20.23,0.87905,20.2498,74.7193,9.68783,3.09203,96.2549,True,True,0.00192159,0.826276,185.972,0.615102
sobol,8,0,1,1.84853,16.8154,0.691405,61.1611,0.662087,0.613974,185.631,20.23,1.00639,46.2763,85.5432,5.08721,3.51732,575.509,False,True,0.00192159,0.826276,185.972,0.615102
sobol,8,0,2,2.66997,10.7472,0.431593,58.1462,0.77102,0.614551,185.806,20.23,0.965536,30.7384,82.0706,7.63644,3.29583,243.613,True,True,0.00369488,0.77102,185.806,0.614551
sobol,8,0,3,3.59374,14.6141,0.891397,77.436,0.846387,0.615465,186.082,20.23,0.915232,21.6473,77.7947,5.32328,4.74516,114.527,True,True,0.00369488,0.77102,185.806,0.614551
sobol,8,0,4,2.97422,9.09845,0.606823,71.4212,0.8136,0.614991,185.939,20.23,0.800236,22.8699,68.0201,7.47601,4.53662,111.767,True,True,0.00369488,0.77102,185.806,0.614551
sobol,8,0,5,2.56163,12.9425,0.403539,52.9187,0.749813,0.614964,185.931,20.23,1.06603,35.3732,90.6129,7.00119,2.82525,356.196,False,True,0.00369488,0.77102,185.806,0.614551
sobol,8,0,6,1.91014,6.09322,0.807792,65.2936,0.721284,0.615145,185.986,20.23,0.520185,23.1478,44.2157,7.25654,5.86178,74.4299,True,True,0.00523065,0.721284,185.806,0.614551
sobol,8,0,7,4.35047,15.1145,0.51499,49.1141,0.849616,0.615392,186.06,20.23,1.12726,22.0245,95.817,6.3394,3.26473,146.018,True,True,0.00523065,0.721284,185.806,0.614551
sobol,8,0,8,4.05852,11.4606,0.781435,51.3254,0.849258,0.615987,186.24,20.23,0.854948,17.9057,72.6706,6.34092,4.95501,73.1968,True,True,0.00523065,0.721284,185.806,0.614551
sobol,8,1,9,2.20584,13.8942,0.583034,73.0945,0.734693,0.614285,185.725,20.23,0.989788,38.1406,84.1319,6.05519,3.53038,384.49,False,True,0.00523065,0.721284,185.806,0.614551
sobol,8,1,10,2.31337,6.99356,0.633201,45.0799,0.747192,0.614673,185.843,20.23,0.654726,24.0565,55.6517,7.95756,5.03874,101.18,True,True,0.00524191,0.721284,185.806,0.614551
sobol,8,1,11,3.22582,17.528,0.335516,69.2526,0.813513,0.615912,186.217,20.23,1.23958,32.663,105.365,6.01123,2.01687,353.147,False,True,0.00524191,0.721284,185.806,0.614551
sobol,8,1,12,3.34268,5.34806,0.498945,64.6436,0.834095,0.616069,186.265,20.23,0.628856,15.991,53.4528,9.99479,4.98685,42.9409,True,True,0.00524191,0.721284,185.806,0.614551
sobol,8,1,13,2.91876,15.8532,0.865651,40.9459,0.783504,0.614506,185.792,20.23,0.950861,27.691,80.8232,5.09824,4.4133,194.699,True,True,0.00524663,0.721284,185.792,0.614506
sobol,8,1,14,1.55372,9.83787,0.251753,78.3211,0.613634,0.615203,186.003,20.23,0.930721,50.9172,79.1113,8.04151,2.02448,644.345,False,True,0.00524663,0.721284,185.792,0.614506
