i,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,source,weight,pareto
,1.5,7.09568,0.537609,40,0.595583,0.6126,185.216,20.23,0.663069,37.5739,56.3608,7.94297,4.27022,249.977,True,True,polish,0.2,True
,1.5,7.09568,0.53761,40,0.595583,0.6126,185.216,20.23,0.663068,37.5739,56.3608,7.94297,4.27022,249.976,True,True,polish,0.2,True
,1.5,7.09567,0.53761,40,0.595583,0.6126,185.216,20.23,0.663068,37.5738,56.3608,7.94298,4.27022,249.976,True,True,polish,0.2,True
,1.5,7.09568,0.53761,40,0.595583,0.6126,185.216,20.23,0.663068,37.5738,56.3608,7.94297,4.27022,249.976,True,True,polish,0.2,True
,1.5,7.09567,0.537607,40,0.595585,0.6126,185.216,20.23,0.663069,37.5739,56.3609,7.943,4.27021,249.977,True,True,polish,0.2,True
,1.5,7.09568,0.537608,40,0.595585,0.6126,185.216,20.23,0.663069,37.5739,56.3609,7.94299,4.27021,249.977,True,True,polish,0.2,True
,1.5,7.09569,0.537608,40,0.595585,0.6126,185.216,20.23,0.663069,37.5739,56.3609,7.94298,4.27021,249.977,True,True,polish,0.2,True
,1.5,7.09569,0.537609,40,0.595585,0.6126,185.216,20.23,0.663069,37.5739,56.3609,7.94297,4.27021,249.977,True,True,polish,0.2,True
,1.5,7.09569,0.537609,40,0.595585,0.6126,185.216,20.23,0.663069,37.5739,56.3609,7.94297,4.27021,249.977,True,True,polish,0.2,True
,1.5,7.09571,0.537611,40,0.595585,0.6126,185.216,20.23,0.663069,37.5739,56.3609,7.94295,4.27022,249.977,True,True,polish,0.2,True
,1.5,7.09567,0.537616,40,0.595588,0.6126,185.216,20.23,0.663064,37.5737,56.3605,7.94294,4.27025,249.972,True,True,polish,0.2,True
,1.5,7.09569,0.537619,40,0.595588,0.6126,185.216,20.23,0.663064,37.5736,56.3605,7.94292,4.27026,249.972,True,True,polish,0.2,True
,1.5,7.09572,0.537624,40,0.595588,0.6126,185.216,20.23,0.663064,37.5736,56.3604,7.94287,4.27028,249.971,True,True,polish,0.2,True
,1.5,7.09571,0.537623,40,0.595591,0.6126,185.216,20.23,0.663063,37.5736,56.3604,7.94288,4.27028,249.971,True,True,polish,0.2,True
,1.5,7.09579,0.537629,40,0.595593,0.6126,185.216,20.23,0.663065,37.5737,56.3605,7.94281,4.27029,249.972,True,True,polish,0.2,True
,1.5,7.09588,0.537638,40,0.595593,0.6126,185.216,20.23,0.663065,37.5737,56.3605,7.94272,4.27031,249.973,True,True,polish,0.2,True
,1.5,7.0958,0.537634,40,0.595596,0.6126,185.216,20.23,0.663063,37.5736,56.3604,7.94277,4.27031,249.97,True,True,polish,0.2,True
,1.5,7.09586,0.537643,40,0.595596,0.6126,185.216,20.23,0.663062,37.5735,56.3603,7.9427,4.27034,249.969,True,True,polish,0.2,True
,1.5,7.09591,0.537648,40,0.595596,0.6126,185.216,20.23,0.663063,37.5735,56.3603,7.94264,4.27035,249.97,True,True,polish,0.2,True
,1.5,7.09598,0.537654,40,0.595598,0.6126,185.216,20.23,0.663063,37.5736,56.3604,7.94258,4.27036,249.971,True,True,polish,0.2,True
,1.5,7.09608,0.537663,40,0.595598,0.6126,185.216,20.23,0.663064,37.5736,56.3605,7.94248,4.27038,249.972,True,True,polish,0.2,True
,1.5,7.09597,0.537653,40,0.595601,0.6126,185.216,20.23,0.663063,37.5736,56.3604,7.94259,4.27036,249.97,True,True,polish,0.2,True
,1.5,7.0963,0.537683,40,0.595603,0.612599,185.216,20.23,0.663067,37.5738,56.3607,7.94227,4.27042,249.975,True,True,polish,0.2,True
,1.5,7.09929,0.538067,40,0.595606,0.612599,185.216,20.23,0.663047,37.5727,56.359,7.93868,4.27154,249.952,True,True,polish,0.2,True
,1.5,7.09788,0.537917,40,0.595617,0.612599,185.216,20.23,0.663041,37.5723,56.3585,7.94018,4.27116,249.946,True,True,polish,0.2,True
,1.5,7.10271,0.538468,40,0.595618,0.612598,185.215,20.23,0.663042,37.5724,56.3586,7.9348,4.27264,249.947,True,True,polish,0.2,True
,1.5,7.10248,0.538518,40,0.595638,0.612598,185.215,20.23,0.663004,37.5702,56.3554,7.9346,4.27293,249.904,True,True,polish,0.15,True
,1.5,7.10321,0.538804,40,0.595647,0.612597,185.215,20.23,0.662904,37.5645,56.3468,7.93258,4.27411,249.79,True,True,polish,0.2,True
,1.5,7.10401,0.538633,40,0.595655,0.612597,185.215,20.23,0.663035,37.572,56.3579,7.93325,4.27311,249.938,True,True,polish,0.2,True
,1.5,7.10466,0.538808,40,0.59566,0.612597,185.215,20.23,0.662984,37.5691,56.3536,7.93193,4.27379,249.881,True,True,polish,0.15,True
,1.5,7.10582,0.538991,40,0.595661,0.612597,185.215,20.23,0.662959,37.5677,56.3515,7.93033,4.27438,249.853,True,True,polish,0.2,True
,1.5,7.1148,0.539949,40,0.595665,0.612596,185.215,20.23,0.662994,37.5697,56.3545,7.92075,4.2768,249.893,True,True,polish,0.2,True
,1.5,7.11787,0.540181,40,0.595684,0.612595,185.214,20.23,0.663053,37.573,56.3595,7.91804,4.27717,249.96,True,True,polish,0.15,True
,1.5,7.12689,0.541429,40,0.595709,0.612593,185.214,20.23,0.662946,37.567,56.3504,7.90674,4.28094,249.838,True,True,polish,0.2,True
,1.5,7.1268,0.541279,40,0.595717,0.612593,185.214,20.23,0.663016,37.5709,56.3564,7.90766,4.28025,249.917,True,True,polish,0.15,True
,1.5,7.13212,0.54192,40,0.595728,0.612591,185.213,20.23,0.663,37.57,56.355,7.90157,4.28202,249.899,True,True,polish,0.15,True
,1.5,7.13289,0.542203,40,0.59576,0.612591,185.213,20.23,0.662903,37.5645,56.3467,7.89956,4.28317,249.789,True,True,polish,0.2,True
,1.5,7.13964,0.543173,40,0.595772,0.612589,185.213,20.23,0.662804,37.5589,56.3384,7.89092,4.28614,249.678,True,True,polish,0.2,True
,1.5,7.14642,0.543724,40,0.59578,0.612589,185.213,20.23,0.662915,37.5652,56.3478,7.88476,4.28713,249.803,True,True,polish,0.2,True
,1.5,7.14632,0.543878,40,0.595803,0.612588,185.212,20.23,0.662833,37.5605,56.3408,7.88389,4.28787,249.711,True,True,polish,0.15,True
,1.5,7.15049,0.544478,40,0.59582,0.612587,185.212,20.23,0.662772,37.5571,56.3356,7.87856,4.2897,249.641,True,True,polish,0.2,True
,1.5,7.15484,0.544841,40,0.595824,0.612586,185.212,20.23,0.662838,37.5608,56.3412,7.87456,4.29038,249.715,True,True,polish,0.15,True
,1.5,7.15021,0.544877,40,0.595871,0.612586,185.212,20.23,0.662558,37.5449,56.3174,7.87633,4.29163,249.399,True,True,polish,0.2,True
,1.5,7.16084,0.545856,40,0.595881,0.612584,185.211,20.23,0.662674,37.5515,56.3273,7.86602,4.29371,249.531,True,True,polish,0.15,True
,1.5,7.16829,0.546486,40,0.595887,0.612583,185.211,20.23,0.662783,37.5577,56.3366,7.85914,4.2949,249.654,True,True,polish,0.2,True
,1.5,7.19955,0.549833,40,0.595942,0.612578,185.209,20.23,0.662888,37.5636,56.3454,7.82625,4.30313,249.772,True,True,polish,0.2,True
,1.5,7.19642,0.55008,40,0.595992,0.612577,185.209,20.23,0.66259,37.5468,56.3201,7.82613,4.30499,249.436,True,True,polish,0.15,True
,1.5,7.21162,0.551764,40,0.596033,0.612574,185.208,20.23,0.662611,37.5479,56.3219,7.80989,4.30922,249.459,True,True,polish,0.2,True
,1.5,7.21265,0.552016,40,0.596049,0.612574,185.208,20.23,0.662544,37.5442,56.3163,7.80799,4.31013,249.384,True,True,polish,0.15,True
,1.5,7.23483,0.554215,40,0.596081,0.612571,185.207,20.23,0.662702,37.5531,56.3297,7.7859,4.31506,249.562,True,True,polish,0.15,True
,1.5,7.24076,0.55594,40,0.596207,0.612566,185.206,20.23,0.662183,37.5237,56.2856,7.77343,4.32156,248.976,True,True,polish,0.25,True
,1.5,7.2646,0.559995,40,0.596385,0.612559,185.204,20.23,0.661517,37.486,56.229,7.74013,4.33443,248.226,True,True,polish,0.2,True
,1.5,7.26171,0.560365,40,0.59647,0.612557,185.203,20.23,0.661175,37.4666,56.1998,7.73921,4.33678,247.841,True,True,polish,0.15,True
,1.5,7.35501,0.570557,40,0.596639,0.612544,185.199,20.23,0.661341,37.476,56.214,7.64296,4.36074,248.028,True,True,polish,0.15,True
,1.5,7.21123,0.564417,40,0.597274,0.612543,185.199,20.23,0.656387,37.1953,55.7929,7.73694,4.36686,242.496,True,True,polish,0.25,True
,1.5,7.31768,0.57797,40,0.597687,0.612524,185.193,20.23,0.655696,37.1561,55.7342,7.61637,4.40203,241.731,True,True,polish,0.25,True
,1.5,7.13965,0.573786,40,0.598858,0.612516,185.191,20.23,0.647885,36.7135,55.0702,7.71329,4.42578,233.194,True,True,polish,0.1,True
,1.5,7.27504,0.58713,40,0.598924,0.612504,185.187,20.23,0.648974,36.7752,55.1628,7.58248,4.4519,234.373,True,True,polish,0.25,True
,1.5,7.29326,0.588925,40,0.598965,0.612502,185.186,20.23,0.649114,36.7831,55.1747,7.56517,4.45532,234.524,True,True,polish,0.15,True
,1.5,10.3888,0.880796,40,0.599406,0.612378,185.149,20.23,0.663044,37.5725,56.3588,5.42494,4.77826,249.949,True,True,polish,0.05,True
,1.5,10.4469,0.886382,40,0.599413,0.612377,185.149,20.23,0.663069,37.5739,56.3609,5.39496,4.782,249.977,True,True,polish,0.05,True
,1.5,10.4469,0.886382,40,0.599413,0.612377,185.149,20.23,0.663069,37.5739,56.3608,5.39496,4.782,249.977,True,True,polish,0.05,True
,1.5,10.4469,0.886383,40,0.599413,0.612377,185.149,20.23,0.663069,37.5739,56.3608,5.39496,4.782,249.977,True,True,polish,0.05,True
,1.5,10.447,0.886385,40,0.599415,0.612377,185.149,20.23,0.663069,37.5739,56.3608,5.39495,4.782,249.977,True,True,polish,0.05,True
,1.5,10.447,0.886386,40,0.599415,0.612377,185.149,20.23,0.663069,37.5739,56.3608,5.39494,4.782,249.977,True,True,polish,0.05,True
,1.5,10.4472,0.886409,40,0.599417,0.612377,185.149,20.23,0.663069,37.5739,56.3608,5.39482,4.78202,249.977,True,True,polish,0.05,True
,1.5,10.4472,0.886408,40,0.599417,0.612377,185.149,20.23,0.663068,37.5738,56.3608,5.39483,4.78202,249.976,True,True,polish,0.05,True
,1.5,10.4472,0.886412,40,0.599418,0.612377,185.149,20.23,0.663069,37.5739,56.3608,5.3948,4.78202,249.977,True,True,polish,0.05,True
,1.5,10.4473,0.886416,40,0.599418,0.612377,185.149,20.23,0.663069,37.5739,56.3608,5.39478,4.78202,249.977,True,True,polish,0.05,True
,1.5,10.4473,0.886418,40,0.599418,0.612377,185.149,20.23,0.663069,37.5739,56.3608,5.39477,4.78202,249.977,True,True,polish,0.05,True
,1.5,10.4473,0.886422,40,0.599419,0.612377,185.149,20.23,0.663069,37.5739,56.3608,5.39475,4.78202,249.977,True,True,polish,0.05,True
,1.5,10.4474,0.886425,40,0.59942,0.612377,185.149,20.23,0.663069,37.5739,56.3608,5.39473,4.78203,249.977,True,True,polish,0.05,True
,1.5,10.4475,0.886433,40,0.59942,0.612377,185.149,20.23,0.663068,37.5739,56.3608,5.39469,4.78203,249.976,True,True,polish,0.05,True
,1.5,10.4438,0.886076,40,0.599425,0.612377,185.149,20.23,0.66307,37.574,56.3609,5.39658,4.78178,249.978,True,True,polish,0.05,True
,1.5,10.4479,0.886472,40,0.599426,0.612377,185.148,20.23,0.663069,37.5739,56.3608,5.39449,4.78206,249.977,True,True,polish,0.05,True
,1.5,10.448,0.886484,40,0.599428,0.612377,185.148,20.23,0.663069,37.5739,56.3609,5.39442,4.78207,249.977,True,True,polish,0.05,True
,1.5,10.448,0.886482,40,0.599429,0.612377,185.148,20.23,0.663071,37.574,56.361,5.39442,4.78206,249.979,True,True,polish,0.05,True
,1.5,10.4556,0.887228,40,0.59943,0.612376,185.148,20.23,0.663068,37.5739,56.3608,5.39047,4.78257,249.976,True,True,polish,0.05,True
,1.5,10.448,0.886489,40,0.59943,0.612376,185.148,20.23,0.663068,37.5739,56.3608,5.3944,4.78207,249.976,True,True,polish,0.05,True
,1.5,10.4481,0.886496,40,0.59943,0.612376,185.148,20.23,0.663068,37.5739,56.3608,5.39436,4.78207,249.977,True,True,polish,0.05,True
,1.5,10.4482,0.886503,40,0.599432,0.612376,185.148,20.23,0.663069,37.5739,56.3608,5.39432,4.78208,249.977,True,True,polish,0.05,True
,1.5,10.4483,0.88651,40,0.599434,0.612376,185.148,20.23,0.663069,37.5739,56.3609,5.39428,4.78208,249.977,True,True,polish,0.05,True
,1.5,10.4485,0.886531,40,0.599438,0.612376,185.148,20.23,0.66307,37.5739,56.3609,5.39416,4.78209,249.978,True,True,polish,0.05,True
,1.5,10.4488,0.886557,40,0.599442,0.612376,185.148,20.23,0.66307,37.574,56.3609,5.39403,4.78211,249.978,True,True,polish,0.05,True
,1.5,10.4492,0.886605,40,0.599445,0.612376,185.148,20.23,0.663068,37.5739,56.3608,5.39378,4.78215,249.976,True,True,polish,0.05,True
,1.5,10.4495,0.886629,40,0.599449,0.612375,185.148,20.23,0.663068,37.5738,56.3608,5.39365,4.78217,249.976,True,True,polish,0.05,True
,1.5,10.4496,0.886644,40,0.599451,0.612375,185.148,20.23,0.663068,37.5739,56.3608,5.39357,4.78218,249.976,True,True,polish,0.05,True
,1.5,10.4498,0.886659,40,0.599455,0.612375,185.148,20.23,0.663069,37.5739,56.3608,5.39349,4.78219,249.977,True,True,polish,0.05,True
,1.5,10.45,0.886672,40,0.599459,0.612375,185.148,20.23,0.66307,37.5739,56.3609,5.39341,4.78219,249.978,True,True,polish,0.05,True
,1.5,10.4463,0.886323,40,0.599459,0.612375,185.148,20.23,0.663069,37.5739,56.3608,5.39528,4.78196,249.977,True,True,polish,0.05,True
,1.5,10.4465,0.886338,40,0.599461,0.612375,185.148,20.23,0.663069,37.5739,56.3608,5.39519,4.78197,249.977,True,True,polish,0.05,True
,1.5,10.4466,0.886345,40,0.599463,0.612375,185.148,20.23,0.663069,37.5739,56.3608,5.39516,4.78197,249.977,True,True,polish,0.05,True
,1.5,10.4466,0.886347,40,0.599463,0.612375,185.148,20.23,0.663069,37.5739,56.3608,5.39515,4.78197,249.977,True,True,polish,0.05,True
,1.5,10.4467,0.886356,40,0.599463,0.612375,185.148,20.23,0.663069,37.5739,56.3609,5.3951,4.78198,249.977,True,True,polish,0.05,True
,1.5,10.4467,0.886357,40,0.599463,0.612375,185.148,20.23,0.663069,37.5739,56.3608,5.3951,4.78198,249.977,True,True,polish,0.05,True
,1.5,10.4467,0.886357,40,0.599465,0.612375,185.148,20.23,0.663069,37.5739,56.3608,5.39509,4.78198,249.977,True,True,polish,0.05,True
,1.5,10.4467,0.886359,40,0.599465,0.612375,185.148,20.23,0.663069,37.5739,56.3608,5.39508,4.78198,249.977,True,True,polish,0.05,True
,1.5,10.4468,0.886365,40,0.599465,0.612375,185.148,20.23,0.663069,37.5739,56.3608,5.39505,4.78198,249.977,True,True,polish,0.05,True
,1.5,10.4468,0.886364,40,0.599465,0.612375,185.148,20.23,0.663069,37.5739,56.3608,5.39505,4.78198,249.977,True,True,polish,0.05,True
,1.5,10.4468,0.886368,40,0.599465,0.612375,185.148,20.23,0.663069,37.5739,56.3608,5.39504,4.78199,249.977,True,True,polish,0.05,True
,1.5,10.4468,0.886368,40,0.599465,0.612375,185.148,20.23,0.663069,37.5739,56.3608,5.39504,4.78199,249.977,True,True,polish,0.05,True
,1.5,10.4468,0.886369,40,0.599465,0.612375,185.148,20.23,0.663069,37.5739,56.3608,5.39503,4.78199,249.977,True,True,polish,0.05,True
,1.5,10.4468,0.88637,40,0.599467,0.612375,185.148,20.23,0.663069,37.5739,56.3608,5.39502,4.78199,249.977,True,True,polish,0.05,True
,1.5,10.4468,0.886371,40,0.599467,0.612375,185.148,20.23,0.663069,37.5739,56.3608,5.39502,4.78199,249.977,True,True,polish,0.05,True
,1.5,10.4545,0.887122,40,0.599473,0.612375,185.148,20.23,0.663064,37.5737,56.3605,5.39105,4.78252,249.972,True,True,polish,0.05,True
,1.5,10.504,0.891943,40,0.599482,0.612375,185.148,20.23,0.663059,37.5734,56.3601,5.36557,4.78579,249.966,True,True,polish,0.05,True
