seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,hv,best_t180,best_e_reb_mJ,best_e_rebound
1,0,0,2.2764,9.82339,0.724896,41.2405,0.732062,0.614006,185.641,20.23,0.756757,28.257,64.3243,6.54808,4.74668,161.353,True,0.0050062,0.732062,185.641,0.614006
1,0,1,3.05202,16.3234,0.252283,74.6493,0.805684,0.616031,186.253,20.23,1.23323,34.3461,104.825,6.42176,1.6201,388.48,False,0.0050062,0.732062,185.641,0.614006
1,0,2,3.84677,7.31678,0.835145,53.79,0.852533,0.61668,186.449,20.23,0.630563,13.9332,53.5979,7.32534,6.11771,32.6889,True,0.0050062,0.732062,185.641,0.614006
1,0,3,1.5298,13.8298,0.474104,60.3812,0.585963,0.614491,185.788,20.23,0.996592,55.3733,84.7103,6.1252,2.90398,815.994,False,0.0050062,0.732062,185.641,0.614006
1,0,4,2.02594,6.21721,0.387201,68.5436,0.718396,0.613737,185.56,20.23,0.702053,29.4552,59.6745,9.59828,3.71646,162.654,True,0.00548951,0.718396,185.56,0.613737
1,0,5,4.08165,12.6395,0.588736,56.9707,0.849359,0.615309,186.035,20.23,1.00608,20.9515,85.5165,6.76583,3.98329,117.931,True,0.00548951,0.718396,185.56,0.613737
1,0,6,3.37824,10.4033,0.505873,76.4234,0.834919,0.615061,185.96,20.23,0.929703,23.3923,79.0247,7.59612,3.84268,135.85,True,0.00548951,0.718396,185.56,0.613737
1,0,7,2.68121,16.7865,0.804658,47.9963,0.765422,0.614133,185.679,20.23,1.00407,31.831,85.3455,5.08417,4.09102,271.663,False,0.00548951,0.718396,185.56,0.613737
1,0,8,2.87408,7.82206,0.557963,58.1463,0.799917,0.614905,185.913,20.23,0.753267,22.2776,64.0277,8.18553,4.56722,99.8288,True,0.00548951,0.718396,185.56,0.613737
1,1,9,1.5,6.88122,0.554596,58.1224,0.616261,0.612583,185.211,20.23,0.63736,36.117,54.1756,7.87296,4.36631,222.013,True,0.0091013,0.616261,185.211,0.612583
1,1,10,1.5,11.6468,0.916667,40.4003,0.595044,0.612371,185.147,20.23,0.695675,39.4216,59.1324,5.07712,4.65402,288.698,False,0.0091013,0.616261,185.211,0.612583
1,1,11,1.5,5.35571,0.328126,72.0276,0.621179,0.613599,185.518,20.23,0.635999,36.0399,54.0599,10.0939,3.31206,220.594,True,0.0091013,0.616261,185.211,0.612583
1,1,12,1.55959,5.44314,0.392354,40,0.609752,0.612931,185.316,20.23,0.633925,34.5498,53.8836,9.89935,3.88405,202.068,True,0.00931671,0.609752,185.211,0.612583
1,1,13,1.5,11.3208,0.916667,78.2359,0.630176,0.612737,185.258,20.23,0.68105,38.5929,57.8893,5.11351,4.68739,270.871,False,0.00931671,0.609752,185.211,0.612583
1,1,14,1.59888,10.8814,0.916667,74.6844,0.651198,0.612934,185.317,20.23,0.673998,35.8313,57.2898,5.26492,4.82617,231.074,True,0.00931671,0.609752,185.211,0.612583
