seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,hv,best_t180,best_e_reb_mJ,best_e_rebound
1,1,15,1.5,18.3333,0.916667,65.1548,0.594668,0.613369,185.448,20.23,0.906224,51.3527,77.029,4.20158,3.85145,638.161,False,0.00931671,0.609752,185.211,0.612583
1,1,16,1.5,8.00709,0.798749,40,0.609354,0.612577,185.209,20.23,0.594845,33.7079,50.5618,6.31464,5.04381,180.483,True,0.00933404,0.609354,185.209,0.612577
1,1,17,1.78826,18.3333,0.916667,40,0.63281,0.613298,185.427,20.23,0.93737,44.5552,79.6765,4.34599,3.98382,496.909,False,0.00933404,0.609354,185.209,0.612577
1,2,18,1.5,7.30194,0.605663,40,0.600426,0.612483,185.18,20.23,0.641705,36.3633,54.5449,7.46992,4.52426,226.585,True,0.00965976,0.600426,185.18,0.612483
1,2,19,1.5,10.9448,0.916667,40,0.598495,0.612365,185.145,20.23,0.669963,37.9646,56.9468,5.2031,4.76951,257.855,False,0.00965976,0.600426,185.18,0.612483
1,2,20,1.5,5.59776,0.575207,40,0.613275,0.612676,185.239,20.23,0.556784,31.5511,47.3266,8.45457,4.86313,148.008,True,0.00965976,0.600426,185.18,0.612483
1,2,21,1.5,8.48479,0.687141,40,0.598083,0.612441,185.168,20.23,0.664009,37.6272,56.4408,6.652,4.57086,251.042,False,0.00965976,0.600426,185.18,0.612483
1,2,22,1.5,7.3046,0.54512,40,0.594542,0.612609,185.219,20.23,0.671128,38.0306,57.0459,7.80958,4.25716,259.203,False,0.00965976,0.600426,185.18,0.612483
1,2,23,1.5,10.6413,0.916667,40,0.600149,0.612377,185.149,20.23,0.658597,37.3205,55.9808,5.26073,4.82234,244.954,True,0.00969945,0.600149,185.149,0.612377
1,2,24,1.5,7.5392,0.64775,40,0.602108,0.61246,185.174,20.23,0.634941,35.98,53.97,7.15858,4.63697,219.495,True,0.00969945,0.600149,185.149,0.612377
1,2,25,1.5,5,0.581774,40,0.642503,0.612942,185.319,20.23,0.516164,29.2493,43.8739,8.77479,5.10494,117.92,True,0.00969945,0.600149,185.149,0.612377
1,2,26,1.5,6.50471,0.58882,40,0.605925,0.612513,185.19,20.23,0.605049,34.2861,51.4292,7.90646,4.65548,189.931,True,0.00969945,0.600149,185.149,0.612377
1,3,27,1.5,9.5211,0.805695,40,0.599834,0.612396,185.154,20.23,0.658632,37.3225,55.9837,5.87997,4.73746,244.992,True,0.00971004,0.599834,185.149,0.612377
1,3,28,1.5,10.7396,0.916667,40,0.599636,0.612372,185.147,20.23,0.662297,37.5302,56.2952,5.24183,4.80501,249.105,True,0.00971816,0.599636,185.147,0.612372
1,3,29,1.5,8.6785,0.71944,40,0.599249,0.612424,185.163,20.23,0.658579,37.3195,55.9792,6.45033,4.64063,244.933,True,0.00973115,0.599249,185.147,0.612372
1,3,30,1.5,10.0646,0.846233,40,0.599165,0.612383,185.15,20.23,0.664215,37.6388,56.4583,5.60961,4.74704,251.275,False,0.00973115,0.599249,185.147,0.612372
1,3,31,1.5,8.90836,0.746546,40,0.599682,0.612413,185.16,20.23,0.657168,37.2395,55.8593,6.27043,4.68116,243.363,True,0.00973115,0.599249,185.147,0.612372
1,3,32,1.5,10.5731,0.916667,40,0.60056,0.61238,185.149,20.23,0.656023,37.1746,55.762,5.27396,4.83446,242.093,True,0.00973115,0.599249,185.147,0.612372
1,3,33,1.5,9.71464,0.816746,40,0.599374,0.61239,185.153,20.23,0.662115,37.5198,56.2797,5.79329,4.73165,248.899,True,0.00973116,0.599249,185.147,0.612372
1,3,34,1.5,8.09124,0.651106,40,0.598034,0.612463,185.175,20.23,0.661427,37.4809,56.2213,6.94842,4.52416,248.125,True,0.00977195,0.598034,185.147,0.612372
1,3,35,1.5,9.09697,0.752773,50.0921,0.608521,0.612421,185.162,20.23,0.661751,37.4992,56.2489,6.18325,4.65458,248.49,True,0.00977195,0.598034,185.147,0.612372
1,4,36,1.5,8.68715,0.71317,40,0.59872,0.612426,185.163,20.23,0.661773,37.5005,56.2507,6.47516,4.61789,248.514,True,0.00977197,0.598034,185.147,0.612372
1,4,37,1.5,9.42916,0.787357,40,0.599156,0.612399,185.155,20.23,0.662464,37.5396,56.3094,5.97184,4.70198,249.294,True,0.00977197,0.598034,185.147,0.612372
1,4,38,1.5,10.2709,0.869636,40,0.599429,0.612379,185.149,20.23,0.662912,37.565,56.3475,5.48612,4.77092,249.799,True,0.00977198,0.598034,185.147,0.612372
1,4,39,1.5,8.39791,0.682859,40,0.598376,0.612443,185.169,20.23,0.661804,37.5022,56.2533,6.69849,4.57412,248.549,True,0.00977198,0.598034,185.147,0.612372
1,4,40,1.5,10.766,0.916667,40,0.59946,0.612373,185.147,20.23,0.663286,37.5862,56.3793,5.2368,4.8004,250.223,False,0.00977198,0.598034,185.147,0.612372
1,4,41,1.5,9.11245,0.75613,40,0.599005,0.612409,185.158,20.23,0.662112,37.5197,56.2795,6.17611,4.66995,248.896,True,0.00977199,0.598034,185.147,0.612372
1,4,42,1.5,9.99886,0.844905,40,0.599455,0.612385,185.151,20.23,0.662115,37.5199,56.2798,5.62862,4.75564,248.9,True,0.00977199,0.598034,185.147,0.612372
1,4,43,1.5,8.95182,0.738457,40,0.598782,0.612416,185.16,20.23,0.662665,37.551,56.3265,6.29219,4.64651,249.52,True,0.00977199,0.598034,185.147,0.612372
1,4,44,1.5,10.7268,0.916667,40,0.599687,0.612373,185.147,20.23,0.661817,37.503,56.2545,5.24428,4.80725,248.564,True,0.00977199,0.598034,185.147,0.612372
