strategy,seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,print_scale,ok,hv,best_t180,best_e_reb_mJ
sobol,0,0,0,37.7588,106.568,54.5087,8.1873,3.34986,0.740119,182.232,19.8804,0.876253,True,4.48936,0.740119,182.232
sobol,0,0,1,25.5013,74.2556,65.1233,10.472,4.81153,0.776595,187.099,20.3912,0.83092,True,4.48936,0.740119,182.232
sobol,0,0,2,31.1618,92.555,46.8331,6.51591,5.45754,0.738316,217.793,23.7319,0.918712,True,4.48936,0.738316,182.232
sobol,0,0,3,35.7869,60.047,73.6973,11.7566,3.95665,0.632169,178.889,19.537,0.833808,True,9.063,0.632169,178.889
sobol,0,0,4,34.1103,87.7244,60.6551,10.6005,3.6781,0.73348,177.362,19.3538,0.799693,True,9.26866,0.632169,177.362
sobol,0,0,5,29.353,68.4731,58.7717,6.93377,5.17908,0.706569,213.237,23.2432,0.993249,True,9.26866,0.632169,177.362
sobol,0,0,6,27.5738,98.515,78.0183,9.35393,4.53342,0.82904,188.708,20.5644,0.818243,True,9.26866,0.632169,177.362
sobol,0,0,7,39.699,79.4591,42.3851,8.54361,3.07166,0.608273,178.45,19.483,0.92061,True,10.2413,0.608273,177.362
sobol,0,0,8,38.2864,96.134,75.229,7.33727,4.60279,0.745561,203.485,22.1846,0.906756,True,10.2413,0.608273,177.362
sobol,0,1,9,28.0434,66.1665,44.5934,11.1226,3.60986,0.684707,175.171,19.1221,0.842519,True,10.6964,0.608273,175.171
sobol,0,1,10,29.8248,107.218,63.4518,8.68055,4.2142,0.809502,188.469,20.5431,0.832843,True,10.6964,0.608273,175.171
sobol,0,1,11,32.6991,77.0548,56.5659,9.41605,5.24634,0.701799,196.714,21.4484,0.837103,True,10.6964,0.608273,175.171
sobol,0,1,12,34.3762,102.698,49.0023,9.75186,4.89955,0.749781,190.175,20.7362,0.767266,True,10.6964,0.608273,175.171
sobol,0,1,13,31.6332,84.2297,70.8689,7.583,3.86732,0.755841,192.254,20.966,0.969362,True,10.6964,0.608273,175.171
sobol,0,1,14,25.9713,88.5873,52.342,11.5141,3.26332,0.788336,171.592,18.7138,0.773243,True,10.9821,0.608273,171.592
sobol,0,1,15,36.3458,70.3141,67.959,6.20752,4.25633,0.648142,210.448,22.9534,1.07151,True,10.9821,0.608273,171.592
sobol,0,1,16,36.8603,90.5629,43.4053,9.06528,4.04008,0.683217,185.435,20.2373,0.841908,True,10.9821,0.608273,171.592
sobol,0,1,17,26.603,71.5054,76.5391,8.28147,5.35177,0.778462,204.782,22.3091,0.920839,True,10.9821,0.608273,171.592
sobol,0,2,18,32.2063,101.55,55.4169,10.725,4.74761,0.775293,184.904,20.1607,0.740682,True,10.9821,0.608273,171.592
sobol,0,2,19,35.0665,82.2968,64.801,6.9851,3.39702,0.706845,190.524,20.7894,1.02927,True,10.9821,0.608273,171.592
sobol,0,2,20,33.0086,109.981,72.0515,6.65221,3.1185,0.8027,187.402,20.4331,0.991281,True,10.9821,0.608273,171.592
sobol,0,2,21,30.2514,77.4719,47.6879,11.8196,4.46917,0.715013,179.607,19.5964,0.762582,True,10.9821,0.608273,171.592
sobol,0,2,22,28.2942,95.7721,69.1024,7.88708,5.07366,0.804793,202.805,22.094,0.872026,True,10.9821,0.608273,171.592
sobol,0,2,23,38.6545,63.4578,50.9885,10.198,3.7619,0.565632,180.53,19.7218,0.866891,True,12.5497,0.565632,171.592
sobol,0,2,24,39.1259,99.6644,66.3131,11.4042,5.31882,0.740743,188.335,20.5407,0.705424,True,12.5497,0.565632,171.592
sobol,0,2,25,26.8835,81.3927,53.1968,6.11814,4.16338,0.753444,205.868,22.4365,1.06447,True,12.5497,0.565632,171.592
sobol,0,2,26,28.8384,85.748,74.8482,10.0727,3.51788,0.79124,177.418,19.3496,0.844101,True,12.5497,0.565632,171.592
sobol,0,3,27,33.4786,67.281,45.482,7.8364,4.71222,0.625361,200.706,21.8958,0.952763,True,12.5497,0.565632,171.592
sobol,0,3,28,35.536,92.9164,57.5861,8.98961,4.3654,0.728941,189.569,20.6776,0.838479,True,12.5497,0.565632,171.592
sobol,0,3,29,30.7938,62.7551,61.9726,9.65777,3.17098,0.66875,176.641,19.2865,0.942913,True,12.5786,0.565632,171.592
sobol,0,3,30,25.1919,103.805,41.2386,7.2391,3.81683,0.803567,191.206,20.8373,0.937101,True,12.5786,0.565632,171.592
sobol,0,3,31,37.3321,73.8395,79.3748,11.045,4.97234,0.700513,189.048,20.6252,0.794443,True,12.5786,0.565632,171.592
sobol,0,3,32,37.4744,91.8232,62.936,10.2562,3.02652,0.720704,173.361,18.9144,0.815121,True,12.701,0.565632,171.592
sobol,0,3,33,25.3416,60.8761,57.3198,8.01633,4.49308,0.712293,196.96,21.4729,1.0088,True,12.701,0.565632,171.592
sobol,0,3,34,30.8857,105.74,75.8851,11.9716,5.13633,0.820403,183.897,20.0434,0.688713,True,12.701,0.565632,171.592
sobol,0,3,35,35.6208,74.9878,44.0191,6.6877,3.63056,0.625705,194.95,21.2786,1.04789,True,12.701,0.565632,171.592
