strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
lhs,8,0,0,3.54115,8.55933,0.837871,72.188,0.846225,0.616384,186.36,20.23,0.686651,16.482,58.3653,6.81892,5.71337,49.8111,True,True,0.00125061,0.846225,186.36,0.616384
lhs,8,0,1,1.89505,12.5878,0.85092,64.5576,0.691396,0.613203,185.398,20.23,0.788406,35.3629,67.0145,5.32375,4.53009,263.278,False,True,0.00125061,0.846225,186.36,0.616384
lhs,8,0,2,2.26644,5.45068,0.735313,66.4381,0.768795,0.615851,186.199,20.23,0.521575,19.561,44.3339,8.13364,5.98078,53.2927,True,True,0.00360946,0.768795,186.199,0.615851
lhs,8,0,3,2.00365,9.9796,0.712017,79.624,0.726557,0.613776,185.571,20.23,0.750086,31.8206,63.7573,6.38876,4.54891,202.813,True,True,0.00521977,0.726557,185.571,0.613776
lhs,8,0,4,4.25462,7.78788,0.818826,63.425,0.864823,0.616676,186.448,20.23,0.667493,13.3354,56.7369,7.28529,5.96538,31.6976,True,True,0.00521977,0.726557,185.571,0.613776
lhs,8,0,5,3.18127,15.6222,0.659313,78.8581,0.82472,0.614957,185.929,20.23,1.05082,28.0769,89.3201,5.71752,3.76964,221.206,True,True,0.00521977,0.726557,185.571,0.613776
lhs,8,0,6,2.46559,15.3166,0.584894,56.5393,0.746268,0.61439,185.757,20.23,1.05311,36.3057,89.5147,5.8443,3.4183,370.675,False,True,0.00521977,0.726557,185.571,0.613776
lhs,8,0,7,1.78248,14.9401,0.552114,55.8017,0.639508,0.614283,185.725,20.23,1.01706,48.4998,86.4498,5.78644,3.19477,638.843,False,True,0.00521977,0.726557,185.571,0.613776
lhs,8,0,8,2.58692,10.2358,0.544872,74.3415,0.782832,0.614369,185.751,20.23,0.875961,28.782,74.4566,7.27416,3.96349,193.773,True,True,0.00521977,0.726557,185.571,0.613776
lhs,8,1,9,2.95257,11.0092,0.889007,44.3984,0.797987,0.615572,186.115,20.23,0.761226,21.9146,64.7042,5.87729,5.22495,97.6219,True,True,0.00521977,0.726557,185.571,0.613776
lhs,8,1,10,3.88727,13.9718,0.7835,69.2278,0.851229,0.615482,186.087,20.23,0.951699,20.8101,80.8944,5.78982,4.53633,110.056,True,True,0.00521977,0.726557,185.571,0.613776
lhs,8,1,11,1.54028,13.1475,0.66856,46.8346,0.586251,0.613342,185.44,20.23,0.875102,48.2924,74.3837,5.65764,3.78247,544.987,False,True,0.00521977,0.726557,185.571,0.613776
lhs,8,1,12,4.37101,17.6589,0.361864,43.1022,0.842462,0.615961,186.232,20.23,1.25378,24.3815,106.572,6.03501,2.18385,199.027,False,True,0.00521977,0.726557,185.571,0.613776
lhs,8,1,13,3.97692,17.8284,0.261232,77.6618,0.85095,0.616214,186.309,20.23,1.2775,27.3045,108.588,6.09071,1.59109,254.33,False,True,0.00521977,0.726557,185.571,0.613776
lhs,8,1,14,2.07419,8.37451,0.61357,68.3246,0.727231,0.613734,185.559,20.23,0.724802,29.7023,61.6082,7.35663,4.51381,170.753,True,True,0.00522641,0.726557,185.559,0.613734
lhs,8,1,15,2.90124,7.05485,0.777817,45.8633,0.803115,0.616344,186.348,20.23,0.618082,18.1085,52.5369,7.44692,5.79235,54.1226,True,True,0.00522641,0.726557,185.559,0.613734
lhs,8,1,16,3.33739,9.42375,0.343101,58.3832,0.817601,0.615121,185.978,20.23,0.957391,24.3838,81.3782,8.63544,2.96283,152.006,False,True,0.00522641,0.726557,185.559,0.613734
lhs,8,1,17,4.18851,14.5137,0.315169,62.5256,0.850914,0.615961,186.232,20.23,1.18297,24.0068,100.553,6.92813,2.18353,182.059,False,True,0.00522641,0.726557,185.559,0.613734
lhs,8,2,18,2.17464,12.0471,0.810728,49.6141,0.721607,0.613633,185.528,20.23,0.805069,31.4676,68.4308,5.6803,4.60518,212.878,True,True,0.00540314,0.721607,185.528,0.613633
lhs,8,2,19,3.60471,14.4311,0.568848,64.9179,0.835017,0.615073,185.964,20.23,1.06735,25.1683,90.7243,6.28673,3.57619,180.543,True,True,0.00540314,0.721607,185.528,0.613633
lhs,8,2,20,2.35456,7.27824,0.64546,41.9715,0.74862,0.614698,185.85,20.23,0.66729,24.0893,56.7196,7.79304,5.0301,103.402,True,True,0.00540314,0.721607,185.528,0.613633
lhs,8,2,21,3.82164,11.3365,0.631383,60.9339,0.844742,0.615375,186.055,20.23,0.919209,20.4448,78.1327,6.89217,4.3516,102.6,True,True,0.00540314,0.721607,185.528,0.613633
lhs,8,2,22,2.64984,5.76023,0.859031,62.0421,0.806897,0.616331,186.344,20.23,0.512203,16.4302,43.5373,7.55825,6.49277,36.9228,True,True,0.00540314,0.721607,185.528,0.613633
lhs,8,2,23,1.60042,8.96082,0.695211,58.9961,0.636232,0.612664,185.235,20.23,0.687579,36.518,58.4442,6.52219,4.5343,244.853,True,True,0.00841286,0.636232,185.235,0.612664
lhs,8,2,24,4.307,13.399,0.467858,73.6897,0.862496,0.615548,186.107,20.23,1.08693,21.451,92.3894,6.89524,3.22599,133.557,True,True,0.00841286,0.636232,185.235,0.612664
lhs,8,2,25,4.02413,10.7877,0.517752,45.1664,0.841229,0.615271,186.024,20.23,0.959849,20.2745,81.5871,7.563,3.91576,105.359,True,True,0.00841286,0.636232,185.235,0.612664
lhs,8,2,26,1.88583,16.9956,0.906101,69.3425,0.685866,0.613408,185.46,20.23,0.908758,40.9605,77.2445,4.54497,4.1182,407.144,False,True,0.00841286,0.636232,185.235,0.612664
lhs,8,3,27,1.71667,7.63939,0.300984,47.6567,0.624045,0.614446,185.774,20.23,0.831877,41.1899,70.7095,9.25591,2.78588,376.885,False,True,0.00841286,0.636232,185.235,0.612664
lhs,8,3,28,2.13253,6.53507,0.683861,51.7258,0.734989,0.6148,185.881,20.23,0.59981,23.9077,50.9839,7.80158,5.3352,91.5498,True,True,0.00841286,0.636232,185.235,0.612664
lhs,8,3,29,3.39401,5.97848,0.595383,70.8855,0.840164,0.616278,186.328,20.23,0.633948,15.8767,53.8856,9.01326,5.36634,42.6718,True,True,0.00841286,0.636232,185.235,0.612664
lhs,8,3,30,2.81726,12.7415,0.377854,57.6297,0.778238,0.61519,185.999,20.23,1.07641,32.4765,91.4945,7.18084,2.71331,303.167,False,True,0.00841286,0.636232,185.235,0.612664
lhs,8,3,31,3.04525,8.23585,0.421326,41.7602,0.792964,0.614576,185.814,20.23,0.854432,23.8492,72.6267,8.81836,3.7154,129.775,True,True,0.00841286,0.636232,185.235,0.612664
lhs,8,3,32,2.29405,17.2299,0.428744,66.8952,0.731135,0.615331,186.042,20.23,1.16794,43.2751,99.2751,5.76179,2.47033,584.071,False,True,0.00841286,0.636232,185.235,0.612664
lhs,8,3,33,3.14806,11.5847,0.401723,50.6084,0.798505,0.614992,185.939,20.23,1.03025,27.8176,87.5715,7.55922,3.03671,212.889,True,True,0.00841286,0.636232,185.235,0.612664
lhs,8,3,34,4.1405,16.4981,0.872981,40.5503,0.843388,0.615509,186.096,20.23,1.00299,20.5903,85.2543,5.16752,4.51115,113.551,True,True,0.00841286,0.636232,185.235,0.612664
lhs,8,3,35,2.4784,12.2994,0.492225,53.8904,0.746868,0.614355,185.747,20.23,0.995458,34.1405,84.6139,6.87953,3.38628,309.836,False,True,0.00841286,0.636232,185.235,0.612664
lhs,8,4,36,3.6382,15.8102,0.280448,76.6113,0.838582,0.616101,186.275,20.23,1.22072,28.5199,103.761,6.56291,1.84056,265.143,False,True,0.00841286,0.636232,185.235,0.612664
lhs,8,4,37,3.69239,18.2351,0.7496,48.3138,0.827657,0.614983,185.937,20.23,1.10087,25.3424,93.574,5.13153,3.84659,188.799,True,True,0.00841286,0.636232,185.235,0.612664
lhs,8,4,38,2.74348,10.5034,0.514421,76.223,0.796287,0.614575,185.813,20.23,0.911341,28.2357,77.464,7.37513,3.79392,194.02,True,True,0.00841286,0.636232,185.235,0.612664
lhs,8,4,39,3.04675,5.20553,0.333966,51.0986,0.806,0.614782,185.876,20.23,0.683591,19.0712,58.1052,11.1622,3.7278,66.393,True,True,0.00841286,0.636232,185.235,0.612664
lhs,8,4,40,1.68583,13.8442,0.475287,60.0072,0.623147,0.614517,185.796,20.23,1.01111,50.9805,85.9446,6.20797,2.95056,701.741,False,True,0.00841286,0.636232,185.235,0.612664
lhs,8,4,41,3.80591,16.5833,0.394188,52.7237,0.830145,0.615722,186.16,20.23,1.20903,27.0022,102.768,6.19706,2.44281,235.399,False,True,0.00841286,0.636232,185.235,0.612664
lhs,8,4,42,3.25961,16.2312,0.278483,54.4241,0.801949,0.615942,186.226,20.23,1.23395,32.1775,104.886,6.46202,1.79956,341.171,False,True,0.00841286,0.636232,185.235,0.612664
lhs,8,4,43,2.71569,9.68278,0.755598,75.0659,0.800581,0.615041,185.954,20.23,0.751007,23.5063,63.8356,6.5927,4.98143,110.81,True,True,0.00841286,0.636232,185.235,0.612664
lhs,8,4,44,3.44014,6.21872,0.446594,71.9232,0.83933,0.615445,186.076,20.23,0.713399,17.6269,60.6389,9.75103,4.35475,59.1905,True,True,0.00841286,0.636232,185.235,0.612664
