strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
random,6,0,0,3.06068,9.57694,0.496045,54.9799,0.803777,0.61463,185.83,20.23,0.888295,24.6694,75.5051,7.88405,3.91084,144.359,True,True,0.00265726,0.803777,185.83,0.61463
random,6,0,1,4.36359,13.4368,0.699549,53.1985,0.856283,0.615585,186.119,20.23,0.984594,19.1793,83.6905,6.22847,4.35712,96.7141,True,True,0.00265726,0.803777,185.83,0.61463
random,6,0,2,3.47176,6.63963,0.284486,74.0077,0.837073,0.615255,186.019,20.23,0.812547,19.8938,69.0665,10.4022,2.95927,85.8721,False,True,0.00265726,0.803777,185.83,0.61463
random,6,0,3,1.5258,18.0502,0.801335,71.4084,0.605429,0.613813,185.583,20.23,0.954136,53.1535,81.1015,4.4931,3.60048,719.852,False,True,0.00265726,0.803777,185.83,0.61463
random,6,0,4,1.63944,7.76586,0.816577,57.2998,0.657726,0.613273,185.419,20.23,0.585985,30.3815,49.8087,6.41381,5.23737,144.436,True,True,0.00755547,0.657726,185.419,0.613273
random,6,0,5,3.31966,6.63043,0.374224,59.8907,0.82425,0.614943,185.925,20.23,0.775106,19.8466,65.884,9.93661,3.71852,81.5274,True,True,0.00755547,0.657726,185.419,0.613273
random,6,0,6,3.70245,12.1981,0.321253,74.6474,0.84249,0.615797,186.183,20.23,1.09169,25.0628,92.7938,7.60724,2.44385,183.117,False,True,0.00755547,0.657726,185.419,0.613273
random,6,0,7,1.90501,10.8621,0.641233,52.766,0.678125,0.613212,185.401,20.23,0.823906,36.762,70.032,6.44737,4.13427,297.334,False,True,0.00755547,0.657726,185.419,0.613273
random,6,0,8,2.71236,16.8262,0.552757,61.5699,0.77358,0.614865,185.901,20.23,1.12024,35.1062,95.2207,5.65907,3.12809,368.68,False,True,0.00755547,0.657726,185.419,0.613273
random,6,1,9,4.31442,8.67978,0.846527,54.4742,0.861439,0.616699,186.455,20.23,0.703236,13.8547,59.775,6.8867,5.82978,36.0467,True,True,0.00755547,0.657726,185.419,0.613273
random,6,1,10,2.40492,16.7505,0.293664,74.6662,0.749285,0.615784,186.179,20.23,1.21183,42.8311,103.005,6.14938,1.80585,593.646,False,True,0.00755547,0.657726,185.419,0.613273
random,6,1,11,3.90053,16.9295,0.289838,49.5522,0.829813,0.616048,186.258,20.23,1.25575,27.3652,106.739,6.30488,1.8274,251.113,False,True,0.00755547,0.657726,185.419,0.613273
random,6,1,12,3.74795,10.8247,0.253542,67.7048,0.84001,0.61591,186.217,20.23,1.0613,24.0692,90.2101,8.33375,2.11296,164.183,False,True,0.00755547,0.657726,185.419,0.613273
random,6,1,13,3.81933,17.9817,0.350443,50.0782,0.827261,0.615929,186.222,20.23,1.2582,28.0015,106.947,5.94755,2.08428,263.438,False,True,0.00755547,0.657726,185.419,0.613273
random,6,1,14,3.93995,6.22412,0.432847,58.0705,0.84956,0.615731,186.163,20.23,0.72893,15.7259,61.9591,9.95467,4.30885,48.1376,True,True,0.00755547,0.657726,185.419,0.613273
random,6,1,15,2.71319,12.2365,0.829123,65.2505,0.790027,0.614687,185.847,20.23,0.827805,25.9338,70.3634,5.75031,4.76772,148.672,True,True,0.00755547,0.657726,185.419,0.613273
random,6,1,16,3.3966,12.8963,0.390552,57.9864,0.817545,0.615335,186.043,20.23,1.08957,27.2665,92.6132,7.18139,2.80471,216.312,False,True,0.00755547,0.657726,185.419,0.613273
