strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
lhs,9,0,0,3.63503,5.21131,0.285509,73.0866,0.845111,0.615232,186.012,20.23,0.706283,16.5154,60.034,11.5199,3.28905,51.4431,True,True,0.00133348,0.845111,186.012,0.615232
lhs,9,0,1,1.71163,16.5806,0.459476,42.7393,0.598844,0.614868,185.902,20.23,1.11494,55.3682,94.7699,5.7157,2.62622,912.726,False,True,0.00133348,0.845111,186.012,0.615232
lhs,9,0,2,3.1094,12.8704,0.479853,48.831,0.795204,0.614793,185.879,20.23,1.04446,28.5519,88.7793,6.89792,3.30999,227.37,True,True,0.0029112,0.795204,185.879,0.614793
lhs,9,0,3,2.07964,8.90204,0.383581,66.8581,0.713552,0.61431,185.733,20.23,0.8711,35.604,74.0435,8.31759,3.19047,294.873,False,True,0.0029112,0.795204,185.879,0.614793
lhs,9,0,4,3.28411,11.9021,0.601123,46.4527,0.81025,0.614793,185.879,20.23,0.950883,24.611,80.825,6.79081,4.08211,153.799,True,True,0.00291122,0.795204,185.879,0.614793
lhs,9,0,5,2.25531,17.2126,0.635367,45.3456,0.706453,0.614299,185.73,20.23,1.07496,40.514,91.3713,5.30841,3.37279,471.161,False,True,0.00291122,0.795204,185.879,0.614793
lhs,9,0,6,4.14977,8.58139,0.535804,74.1738,0.862261,0.61571,186.156,20.23,0.831111,17.0237,70.6444,8.23228,4.41089,64.3185,True,True,0.00291122,0.795204,185.879,0.614793
lhs,9,0,7,1.89161,14.4549,0.822294,68.7947,0.688831,0.61334,185.44,20.23,0.867635,38.9873,73.7489,5.10201,4.19535,352.17,False,True,0.00291122,0.795204,185.879,0.614793
lhs,9,0,8,2.62921,16.3206,0.869332,45.278,0.761309,0.614095,185.668,20.23,0.952457,30.792,80.9588,4.96052,4.31234,241.152,True,True,0.00405854,0.761309,185.668,0.614095
lhs,9,1,9,1.87851,17.7518,0.692477,49.5768,0.651343,0.614051,185.655,20.23,1.03633,46.8923,88.0878,4.9622,3.43621,608.512,False,True,0.00405854,0.761309,185.668,0.614095
lhs,9,1,10,3.34459,9.55602,0.490265,40.819,0.810356,0.614842,185.894,20.23,0.89897,22.8466,76.4124,7.99626,3.92029,125.301,True,True,0.00405854,0.761309,185.668,0.614095
lhs,9,1,11,4.01776,13.0703,0.837838,56.7206,0.850031,0.615789,186.18,20.23,0.893644,18.906,75.9597,5.81163,4.8692,85.2964,True,True,0.00405854,0.761309,185.668,0.614095
lhs,9,1,12,3.52382,7.78676,0.705297,53.1828,0.83511,0.616515,186.4,20.23,0.700495,16.897,59.5421,7.64658,5.39311,53.4066,True,True,0.00405854,0.761309,185.668,0.614095
lhs,9,1,13,2.28838,5.39328,0.62333,70.9159,0.769717,0.615429,186.071,20.23,0.55743,20.7052,47.3815,8.78529,5.47613,63.8146,True,True,0.00405854,0.761309,185.668,0.614095
lhs,9,1,14,2.35562,13.5705,0.516558,78.9516,0.757639,0.614725,185.858,20.23,1.01616,36.667,86.3733,6.36479,3.28778,364.821,False,True,0.00405854,0.761309,185.668,0.614095
lhs,9,1,15,2.48071,12.5437,0.670493,41.2511,0.743553,0.613911,185.612,20.23,0.913067,31.2856,77.6107,6.18723,4.1485,238.65,True,True,0.00465206,0.743553,185.612,0.613911
lhs,9,1,16,4.35902,6.38581,0.550436,78.2092,0.870523,0.616255,186.321,20.23,0.69252,13.504,58.8642,9.21798,5.0739,33.723,True,True,0.00465206,0.743553,185.612,0.613911
lhs,9,1,17,1.54013,11.5023,0.381469,65.8626,0.598125,0.614666,185.841,20.23,0.95499,52.7059,81.1741,7.0572,2.6921,708.412,False,True,0.00465206,0.743553,185.612,0.613911
lhs,9,2,18,4.10339,7.43232,0.907693,64.3805,0.866828,0.616583,186.42,20.23,0.615352,12.7467,52.3049,7.03749,6.38788,26.6987,True,True,0.00465206,0.743553,185.612,0.613911
lhs,9,2,19,3.76877,7.18573,0.435032,79.5053,0.854232,0.615489,186.089,20.23,0.787806,17.768,66.9635,9.31896,4.05405,66.415,True,True,0.00465206,0.743553,185.612,0.613911
lhs,9,2,20,3.13889,11.7135,0.758626,71.6383,0.822446,0.615144,185.985,20.23,0.853644,23.1164,72.5598,6.19455,4.69935,121.81,True,True,0.00465206,0.743553,185.612,0.613911
lhs,9,2,21,3.19782,12.2638,0.712986,58.0506,0.815393,0.614942,185.924,20.23,0.902646,23.9929,76.7249,6.25622,4.4606,138.756,True,True,0.00465206,0.743553,185.612,0.613911
lhs,9,2,22,3.62412,16.0275,0.340419,69.928,0.834824,0.615919,186.219,20.23,1.20795,28.3313,102.676,6.40624,2.18081,258.912,False,True,0.00465206,0.743553,185.612,0.613911
lhs,9,2,23,2.74166,5.93473,0.805573,75.4408,0.815503,0.61629,186.332,20.23,0.540703,16.7635,45.9598,7.74421,6.23853,40.5749,True,True,0.00465206,0.743553,185.612,0.613911
