seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
6,0,0,3.50003,8.70975,0.764035,66.9382,0.878311,0.61596,186.232,20.23,0.722967,17.5576,61.4522,7.05556,5.3907,59.514,0.880026,0.0699749,21.6121,12.213,208.029,182.714,4.08,True,0.00304944,0.878311,186.232,0.0699749
6,0,1,1.78782,15.3951,0.447688,49.2048,0.643823,0.608256,183.903,20.23,1.0893,51.7897,92.5905,6.01429,2.69252,780.193,0.642698,0.236851,289.788,30.467,208.642,134.329,4.06,False,0.00304944,0.878311,186.232,0.0699749
6,0,2,2.56748,6.83128,0.689897,76.7221,0.894705,0.616118,186.28,20.23,0.627584,20.7771,53.3447,7.80888,5.38733,72.3451,0.898543,0.0712994,30.945,16.6278,208.059,186.152,4.08,True,0.00304944,0.878311,186.232,0.0699749
6,0,3,4.30788,13.517,0.34995,59.6161,0.658689,0.612644,185.229,20.23,1.14018,22.4973,96.9155,7.16988,2.5091,154.1,0.65474,0.292392,90.1718,9.12323,208.164,137.115,4.06,False,0.00304944,0.878311,186.232,0.0699749
6,0,4,3.82069,6.54218,0.560407,54.1127,0.854841,0.615477,186.086,20.23,0.693415,15.4266,58.9402,9.00927,5.04886,44.0658,0.85665,0.0829106,21.8669,9.77381,208.014,177.819,4.08,True,0.00777688,0.854841,186.086,0.0699749
6,0,5,2.6467,13.1876,0.900315,72.0098,0.870527,0.615515,186.097,20.23,0.828692,26.6138,70.4388,5.34127,4.80883,156.739,0.879765,0.0899231,49.3208,12.0077,208.094,181.152,4.06,True,0.00777688,0.854841,186.086,0.0699749
6,0,6,1.88985,11.3312,0.319604,44.5607,0.636142,0.608348,183.93,20.23,1.02035,45.8923,86.7294,7.65403,2.44626,573.846,0.63431,0.282297,298.964,31.2228,208.636,132.722,4.06,False,0.00777688,0.854841,186.086,0.0699749
6,0,7,3.08097,17.9754,0.635911,61.8352,0.71963,0.6127,185.246,20.23,1.12502,31.0379,95.6267,5.31986,3.38296,289.41,0.719476,0.173175,99.9737,9.47729,208.191,149.821,4.08,False,0.00777688,0.854841,186.086,0.0699749
6,0,8,3.26687,7.79947,0.268079,73.5671,0.674379,0.611996,185.033,20.23,0.889617,23.1467,75.6174,9.6952,2.59908,127.278,0.678717,0.281583,113.004,9.88435,208.194,140.402,4.08,False,0.00777688,0.854841,186.086,0.0699749
6,1,9,3.88522,9.25852,0.677964,40.6598,0.836512,0.615277,186.025,20.23,0.797424,17.4459,67.7811,7.32094,4.96333,64.8102,0.832823,0.0882454,26.0523,9.87263,208.037,174.026,4.08,True,0.0113711,0.836512,186.025,0.0699749
6,1,10,4.4,5,0.916667,40,0.894333,0.61545,186.078,20.23,0.479676,9.26646,40.7724,8.15449,7.47495,10.9988,0.965704,0.0422252,17.7532,11.4928,207.997,186.019,4.08,True,0.0113711,0.836512,186.025,0.0422252
6,1,11,3.64889,11.9612,0.707243,40,0.817229,0.614932,185.921,20.23,0.905184,21.0861,76.9406,6.43254,4.54937,107.472,0.816328,0.10421,38.3075,9.06926,208.078,170.048,4.06,True,0.0148444,0.817229,185.921,0.0422252
6,1,12,1.91615,5,0.811792,40,0.978025,0.614703,185.852,20.23,0.458796,20.3521,38.9977,7.79954,6.33161,50.7464,1.03583,0.0604173,39.3801,30.0041,208.446,203.866,4.06,True,0.0148444,0.817229,185.852,0.0422252
6,1,13,4.4,18.3333,0.916667,55.9353,0.801788,0.615326,186.04,20.23,1.04481,20.1838,88.8087,4.84411,4.44044,113.661,0.795004,0.100772,32.2749,5.81517,208.026,166.793,4.08,True,0.0177452,0.801788,185.852,0.0422252
