seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,hv,best_t180,best_e_reb_mJ,best_e_rebound
0,2,26,1.5,6.29998,0.490606,40,0.598123,0.612626,185.224,20.23,0.638915,36.2052,54.3078,8.62031,4.22918,223.642,True,0.00975298,0.597698,185.179,0.612476
0,3,27,1.5,7.0666,0.539008,40,0.59603,0.61259,185.213,20.23,0.660713,37.4404,56.1606,7.94733,4.28368,247.322,True,0.00980877,0.59603,185.179,0.612476
0,3,28,1.5,7.2783,0.564838,40,0.59674,0.612549,185.201,20.23,0.659905,37.3946,56.0919,7.70673,4.35306,246.415,True,0.00980881,0.59603,185.179,0.612476
0,3,29,1.5,6.88369,0.515698,40,0.595237,0.612637,185.227,20.23,0.661747,37.499,56.2485,8.17126,4.21391,248.485,True,0.00983527,0.595237,185.179,0.612476
0,3,30,1.5,7.7525,0.617543,40,0.597758,0.612488,185.182,20.23,0.659957,37.3975,56.0963,7.2359,4.46848,246.473,True,0.00983536,0.595237,185.179,0.612476
0,3,31,1.5,6.87161,0.520395,40,0.595845,0.612619,185.222,20.23,0.658688,37.3256,55.9885,8.1478,4.24008,245.055,True,0.00983536,0.595237,185.179,0.612476
0,3,32,1.5,6.7816,0.502783,40,0.594787,0.612667,185.236,20.23,0.662203,37.5249,56.2873,8.3,4.1731,248.999,True,0.00985039,0.594787,185.179,0.612476
0,3,33,1.5,7.52925,0.589848,40,0.597052,0.612519,185.192,20.23,0.661429,37.481,56.2214,7.46707,4.40443,248.126,True,0.00985041,0.594787,185.179,0.612476
0,3,34,1.5,7.24273,0.556241,40,0.596185,0.612567,185.206,20.23,0.662144,37.5215,56.2823,7.77086,4.32247,248.933,True,0.00985042,0.594787,185.179,0.612476
0,3,35,1.5,7.02947,0.531207,40,0.595531,0.61261,185.219,20.23,0.662464,37.5396,56.3094,8.01048,4.25522,249.293,True,0.00985043,0.594787,185.179,0.612476
0,4,36,1.5,8.3424,0.68274,40,0.59877,0.612442,185.168,20.23,0.659186,37.3539,56.0308,6.71639,4.58555,245.611,True,0.00986042,0.594787,185.168,0.612442
0,4,37,1.5,11.4463,0.916667,40,0.595704,0.612368,185.146,20.23,0.688411,39.01,58.5149,5.11214,4.68613,279.748,False,0.00986042,0.594787,185.168,0.612442
0,4,38,1.5,11.1016,0.908121,40,0.597075,0.612367,185.146,20.23,0.679174,38.4865,57.7298,5.20015,4.72237,268.638,False,0.00986042,0.594787,185.168,0.612442
0,4,39,1.5,9.46434,0.799948,40,0.599815,0.612396,185.154,20.23,0.65864,37.3229,55.9844,5.9153,4.73193,245.001,True,0.00987352,0.594787,185.154,0.612396
0,4,40,1.5,8.06564,0.651302,40,0.598247,0.612461,185.174,20.23,0.660059,37.4033,56.105,6.95605,4.53049,246.588,True,0.00987353,0.594787,185.154,0.612396
0,4,41,1.5,10.8869,0.916667,40,0.598809,0.612368,185.146,20.23,0.667808,37.8425,56.7637,5.21393,4.77944,255.375,False,0.00987353,0.594787,185.154,0.612396
0,4,42,1.5,10.152,0.916667,40,0.602954,0.612412,185.159,20.23,0.639946,36.2636,54.3954,5.3581,4.91159,224.727,True,0.00987353,0.594787,185.154,0.612396
0,4,43,1.5,8.88212,0.736934,40,0.599164,0.612416,185.16,20.23,0.660183,37.4104,56.1156,6.31781,4.65581,246.728,True,0.00987355,0.594787,185.154,0.612396
0,4,44,1.5,10.5449,0.836825,40,0.595645,0.61239,185.153,20.23,0.687265,38.945,58.4175,5.53986,4.63589,278.353,False,0.00987355,0.594787,185.154,0.612396
