seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,hv,best_t180,best_e_reb_mJ,best_e_rebound
0,0,0,2.87781,12.9003,0.579653,52.5541,0.785155,0.614415,185.765,20.23,0.991239,29.2776,84.2553,6.53126,3.78586,226.891,True,0.00326403,0.785155,185.765,0.614415
0,0,1,3.85084,10.785,0.725032,74.9373,0.854697,0.61571,186.156,20.23,0.846234,18.679,71.9299,6.66943,4.83555,78.8437,True,0.00326403,0.785155,185.765,0.614415
0,0,2,3.15809,18.0264,0.399109,42.2773,0.784297,0.615639,186.135,20.23,1.23321,33.1918,104.823,5.81495,2.3208,362.799,False,0.00326403,0.785155,185.765,0.614415
0,0,3,1.91329,5.13809,0.87954,60.2067,0.750478,0.615551,186.108,20.23,0.447169,19.866,38.0094,7.39757,6.50646,47.1261,True,0.00432075,0.750478,185.765,0.614415
0,0,4,1.53648,15.6513,0.626854,67.2589,0.600812,0.614116,185.674,20.23,0.97273,53.8125,82.6821,5.28276,3.31152,752.191,False,0.00432075,0.750478,185.765,0.614415
0,0,5,3.55169,7.72073,0.479915,45.2665,0.827068,0.615276,186.025,20.23,0.8016,19.1841,68.136,8.82508,4.23529,78.7789,True,0.00432075,0.750478,185.765,0.614415
0,0,6,4.1369,13.3964,0.810892,77.6163,0.863514,0.615728,186.162,20.23,0.920589,18.9151,78.2501,5.84113,4.73653,87.9536,True,0.00432075,0.750478,185.765,0.614415
0,0,7,2.5749,9.66311,0.332339,59.9214,0.761952,0.614943,185.924,20.23,0.956047,31.56,81.264,8.40971,2.79487,254.286,False,0.00432075,0.750478,185.765,0.614415
0,0,8,2.30711,17.3385,0.786042,49.4202,0.723971,0.613837,185.59,20.23,1.01006,37.2132,85.8551,4.95169,3.89224,373.517,False,0.00432075,0.750478,185.765,0.614415
0,1,9,1.74768,8.68603,0.693093,55.0243,0.665289,0.61296,185.325,20.23,0.687072,33.4163,58.4011,6.72357,4.66006,204.874,True,0.00737755,0.665289,185.325,0.61296
0,1,10,1.5,5.60817,0.524544,64.1858,0.62984,0.612728,185.255,20.23,0.572387,32.4352,48.6529,8.67535,4.5506,160.802,True,0.00860957,0.62984,185.255,0.612728
0,1,11,1.5,13.0057,0.855628,40.9079,0.584354,0.612624,185.223,20.23,0.770472,43.6601,65.4901,5.0355,4.30851,392.188,False,0.00860957,0.62984,185.255,0.612728
0,1,12,2.49886,12.9552,0.825283,55.2516,0.761881,0.614174,185.692,20.23,0.849147,28.8841,72.1775,5.57132,4.59791,189.178,True,0.00860957,0.62984,185.255,0.612728
0,1,13,1.5,17.509,0.905199,40.5461,0.568355,0.613226,185.405,20.23,0.890755,50.4761,75.7142,4.32431,3.91436,606.037,False,0.00860957,0.62984,185.255,0.612728
0,1,14,1.5,13.517,0.883875,52.9274,0.595728,0.612621,185.222,20.23,0.7744,43.8827,65.824,4.86973,4.30423,398.218,False,0.00860957,0.62984,185.255,0.612728
0,1,15,1.5,5.14544,0.518757,57.6417,0.629239,0.612782,185.271,20.23,0.546864,30.9889,46.4834,9.0339,4.6864,140.237,True,0.00862955,0.629239,185.255,0.612728
0,1,16,1.5,7.97928,0.633514,60.9166,0.616296,0.612551,185.201,20.23,0.659299,37.3603,56.0404,7.02324,4.44932,245.737,True,0.00910869,0.616296,185.201,0.612551
0,1,17,1.5,18.3333,0.689383,40.9456,0.553366,0.61417,185.691,20.23,1.0203,57.8171,86.7257,4.73049,3.26112,910.774,False,0.00910869,0.616296,185.201,0.612551
0,2,18,1.5,7.37288,0.582986,40,0.597698,0.612519,185.191,20.23,0.656291,37.1898,55.7847,7.56621,4.411,242.389,True,0.00974068,0.597698,185.191,0.612519
0,2,19,1.5,7.23464,0.603775,40,0.600845,0.612482,185.18,20.23,0.638949,36.2071,54.3106,7.50702,4.53255,223.677,True,0.00975123,0.597698,185.18,0.612482
0,2,20,1.5,7.1126,0.567234,52.9188,0.611123,0.612545,185.199,20.23,0.646124,36.6137,54.9205,7.72158,4.37994,231.298,True,0.00975123,0.597698,185.18,0.612482
0,2,21,1.5,7.74962,0.554919,40,0.59175,0.612657,185.233,20.23,0.690657,39.1372,58.7059,7.57532,4.20369,282.496,False,0.00975123,0.597698,185.18,0.612482
0,2,22,1.5,7.06658,0.499713,40,0.591781,0.612744,185.26,20.23,0.680625,38.5688,57.8532,8.18687,4.09108,270.364,False,0.00975123,0.597698,185.18,0.612482
0,2,23,1.5,7.13426,0.619944,40,0.603127,0.612476,185.179,20.23,0.626106,35.4794,53.219,7.45964,4.62456,210.46,True,0.00975298,0.597698,185.179,0.612476
0,2,24,1.5,5.7299,0.25,40,0.572808,0.614376,185.753,20.23,0.722998,40.9699,61.4549,10.7253,2.68132,324.068,False,0.00975298,0.597698,185.179,0.612476
0,2,25,1.5,8.31571,0.654379,40,0.596586,0.612472,185.177,20.23,0.671006,38.0237,57.0355,6.85877,4.48823,259.062,False,0.00975298,0.597698,185.179,0.612476
