seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,hv,best_t180,best_e_reb_mJ,best_e_rebound
4,1,15,1.5,10.1982,0.354535,40,0.555159,0.614542,185.803,20.23,0.930197,52.7111,79.0667,7.75303,2.74872,690.158,False,0.00977354,0.596363,185.204,0.612559
4,1,16,1.5,9.97577,0.437282,73.0189,0.604709,0.614133,185.68,20.23,0.851661,48.2608,72.3912,7.2567,3.17323,529.693,False,0.00977354,0.596363,185.204,0.612559
4,1,17,1.5,10.3475,0.916667,68.4332,0.625242,0.612615,185.221,20.23,0.646023,36.608,54.9119,5.30677,4.86454,231.189,True,0.00977354,0.596363,185.204,0.612559
4,2,18,1.5,8.69567,0.734845,40,0.600311,0.612417,185.161,20.23,0.652599,36.9806,55.4709,6.37914,4.68768,238.322,True,0.0098144,0.596363,185.161,0.612417
4,2,19,1.5,7.86446,0.633464,40,0.598281,0.612473,185.178,20.23,0.658219,37.2991,55.9486,7.11411,4.50654,244.532,True,0.0098146,0.596363,185.161,0.612417
4,2,20,1.5,9.83281,0.791522,40,0.596831,0.612402,185.156,20.23,0.677757,38.4062,57.6094,5.85889,4.63744,266.96,False,0.0098146,0.596363,185.161,0.612417
4,2,21,1.5,18.3333,0.723256,40,0.554254,0.614045,185.653,20.23,1.00336,56.8569,85.2853,4.65193,3.36453,866.144,False,0.0098146,0.596363,185.161,0.612417
4,2,22,1.5,7.03911,0.657777,40,0.606997,0.612509,185.189,20.23,0.604362,34.2472,51.3708,7.29791,4.80039,189.285,True,0.0098146,0.596363,185.161,0.612417
4,2,23,1.5,11.2557,0.916667,40,0.596761,0.612365,185.145,20.23,0.681449,38.6154,57.9231,5.1461,4.71726,271.346,False,0.0098146,0.596363,185.161,0.612417
4,2,24,1.5,14.7113,0.916667,40,0.579534,0.612727,185.255,20.23,0.799748,45.3191,67.9786,4.62084,4.23577,438.615,False,0.0098146,0.596363,185.161,0.612417
4,2,25,1.5,9.29205,0.76516,40,0.598487,0.612405,185.157,20.23,0.666083,37.7447,56.6171,6.09306,4.66217,253.402,False,0.0098146,0.596363,185.161,0.612417
4,2,26,1.5,10.6065,0.821655,40,0.594238,0.612407,185.158,20.23,0.696212,39.452,59.178,5.57941,4.58435,289.366,False,0.0098146,0.596363,185.161,0.612417
4,3,27,1.5,7.7115,0.60795,40,0.597226,0.612501,185.186,20.23,0.662387,37.5353,56.3029,7.30116,4.43874,249.207,True,0.00981468,0.596363,185.161,0.612417
4,3,28,1.5,10.7882,0.916667,40,0.599338,0.612371,185.147,20.23,0.66412,37.6334,56.4502,5.23257,4.79652,251.167,False,0.00981468,0.596363,185.161,0.612417
4,3,29,1.5,8.51375,0.69791,40,0.598737,0.612434,185.166,20.23,0.660499,37.4283,56.1424,6.59432,4.60224,247.082,True,0.00981474,0.596363,185.161,0.612417
4,3,30,1.5,7.53004,0.58684,40,0.596752,0.612526,185.194,20.23,0.662927,37.5658,56.3488,7.48319,4.39144,249.816,True,0.00981476,0.596363,185.161,0.612417
4,3,31,1.5,9.46781,0.791506,40,0.599183,0.612398,185.155,20.23,0.662351,37.5332,56.2998,5.94645,4.70665,249.166,True,0.00982039,0.596363,185.155,0.612398
4,3,32,1.5,8.23482,0.659513,40,0.597656,0.61246,185.174,20.23,0.664628,37.6623,56.4934,6.86031,4.52446,251.745,False,0.00982039,0.596363,185.155,0.612398
4,3,33,1.5,9.66389,0.817604,40.1407,0.599877,0.612392,185.153,20.23,0.659641,37.3797,56.0695,5.80196,4.74371,246.12,True,0.00982225,0.596363,185.153,0.612392
4,3,34,1.5,10.9203,0.916667,40,0.598631,0.612366,185.145,20.23,0.66905,37.9128,56.8693,5.20768,4.77371,256.803,False,0.00982225,0.596363,185.153,0.612392
4,3,35,1.5,8.0581,0.638121,40,0.597175,0.612478,185.179,20.23,0.665854,37.7317,56.5976,7.02369,4.48196,253.14,False,0.00982225,0.596363,185.153,0.612392
4,4,36,1.5,7.94369,0.634163,40,0.5977,0.612477,185.179,20.23,0.66193,37.5094,56.264,7.08286,4.49169,248.691,True,0.00982226,0.596363,185.153,0.612392
4,4,37,1.5,5,0.372641,40,0.598193,0.612901,185.307,20.23,0.60755,34.4278,51.6418,10.3284,3.84876,192.296,True,0.00982226,0.596363,185.153,0.612392
4,4,38,1.5,8.29132,0.67129,40,0.598225,0.61245,185.171,20.23,0.661948,37.5104,56.2655,6.78608,4.55543,248.711,True,0.00982227,0.596363,185.153,0.612392
4,4,39,1.5,10.3844,0.881469,40,0.599518,0.612377,185.148,20.23,0.662604,37.5476,56.3214,5.42364,4.78077,249.452,True,0.00982661,0.596363,185.148,0.612377
4,4,40,1.5,7.35207,0.568738,40,0.596491,0.612548,185.2,20.23,0.662069,37.5173,56.2759,7.65442,4.35336,248.848,True,0.00982661,0.596363,185.148,0.612377
4,4,41,1.5,5.02429,0.25,40,0.580232,0.61414,185.681,20.23,0.668486,37.8809,56.8213,11.3093,2.82733,256.154,False,0.00982661,0.596363,185.148,0.612377
4,4,42,1.5,8.95971,0.740682,40,0.598878,0.612415,185.16,20.23,0.662042,37.5157,56.2736,6.28074,4.65203,248.818,True,0.00982662,0.596363,185.148,0.612377
4,4,43,1.5,7.54029,0.590601,40,0.596989,0.61252,185.192,20.23,0.661656,37.4939,56.2408,7.4587,4.40512,248.383,True,0.00982662,0.596363,185.148,0.612377
4,4,44,1.5,10.7162,0.914902,40,0.599656,0.612372,185.147,20.23,0.662106,37.5193,56.279,5.25175,4.80484,248.889,True,0.0098279,0.596363,185.147,0.612372
