strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
random,7,0,0,3.31278,16.9629,0.767124,49.0083,0.772433,0.614048,185.654,20.23,1.04999,26.9408,89.2489,5.26143,4.03617,203.505,0.773219,0.127937,62.9451,7.50361,208.135,160.77,4.06,True,True,0.0187842,0.772433,185.654,0.127937
random,7,0,1,2.37048,16.6474,0.25351,72.8491,0.503954,0.610655,184.628,20.23,1.22325,43.8628,103.976,6.24578,1.58337,628.456,0.501442,0.496632,327.204,33.3241,208.599,105.124,4.08,False,True,0.0187842,0.772433,185.654,0.127937
random,7,0,2,3.8115,11.2391,0.452022,51.137,0.72979,0.614037,185.651,20.23,1.00559,22.4256,85.4752,7.60514,3.43769,135.045,0.727146,0.172643,63.8607,7.24647,208.106,151.873,4.06,True,True,0.0235472,0.72979,185.651,0.127937
random,7,0,3,2.23912,10.9344,0.586366,62.1399,0.813731,0.612573,185.208,20.23,0.874196,33.1856,74.3067,6.79571,3.98477,257.086,0.819439,0.135464,106.034,10.6807,208.259,169.467,4.06,False,True,0.0235472,0.72979,185.651,0.127937
random,7,0,4,4.38695,15.5688,0.664786,79.5584,0.810551,0.615534,186.103,20.23,1.07539,20.8364,91.4085,5.87125,3.90313,124.676,0.800592,0.122553,36.5014,4.49667,207.978,168.576,4.06,True,True,0.0239886,0.72979,185.651,0.122553
random,7,0,5,2.1244,7.13616,0.65836,41.7577,0.879945,0.613706,185.55,20.23,0.644564,25.7899,54.788,7.67751,5.05456,114.481,0.883521,0.0900203,55.7286,20.8588,208.299,183.292,4.06,True,True,0.0243982,0.72979,185.55,0.0900203
random,7,0,6,1.60347,11.8652,0.560804,76.6867,0.824685,0.607979,183.819,20.23,0.878964,46.5938,74.7119,6.29673,3.53123,509.561,0.829321,0.16734,216.422,17.5738,208.481,171.931,4.06,False,True,0.0243982,0.72979,185.55,0.0900203
random,7,0,7,3.32476,11.8549,0.581249,49.9006,0.783452,0.61421,185.703,20.23,0.960675,24.5604,81.6574,6.88807,4.00368,154.745,0.784026,0.131138,58.8437,7.17467,208.116,163.049,4.06,True,True,0.0243982,0.72979,185.55,0.0900203
random,7,0,8,1.5342,7.56536,0.711355,48.0243,0.828498,0.611518,184.889,20.23,0.610392,33.8178,51.8833,6.85801,4.87847,186.409,0.829956,0.0976919,96.1646,20.7005,208.465,172.713,4.04,True,True,0.0256773,0.72979,184.889,0.0900203
random,7,1,9,2.57166,5.04979,0.803365,46.1784,0.838864,0.615002,185.942,20.23,0.485476,16.0463,41.2654,8.17171,6.56487,33.3798,0.839217,0.0507476,19.9391,19.3023,208.163,174.62,4.06,True,True,0.0281003,0.72979,184.889,0.0507476
