n_sweep,n_polish,n_ok,n_feasible,n_pareto,hv,ref_t180,ref_obj2,best_t180,best_e_reb_mJ,best_e_rebound
16384,4800,21184,13937,555,0.0102808,0.888418,0.646024,0.582498,185.148,0.612375
