strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
random,4,0,0,4.23486,11.8177,0.900829,43.2334,0.844868,0.615378,186.056,20.23,0.819666,16.4519,69.6716,5.89553,5.31086,59.2432,0.846869,0.0763629,21.3374,9.20472,208.018,175.748,4.08,True,True,0.00991382,0.844868,186.056,0.0763629
random,4,0,1,3.26133,10.0198,0.784601,46.9811,0.838567,0.615155,185.989,20.23,0.772053,20.122,65.6245,6.54947,5.13872,83.4753,0.845697,0.0824899,30.4881,10.7667,208.094,174.501,4.08,True,True,0.0111857,0.838567,185.989,0.0763629
random,4,0,2,4.02774,12.2526,0.851477,59.0861,0.842624,0.615576,186.116,20.23,0.854965,18.0429,72.672,5.93118,5.05026,74.3239,0.8389,0.0795389,24.3804,8.5392,208.024,175.287,4.08,True,True,0.0111924,0.838567,185.989,0.0763629
random,4,0,3,2.74844,15.5193,0.906102,54.789,0.812692,0.614317,185.735,20.23,0.912756,28.2285,77.5843,4.99922,4.5298,194.222,0.820721,0.104188,60.343,7.90571,208.166,169.174,4.06,True,True,0.0158537,0.812692,185.735,0.0763629
random,4,0,4,4.30991,17.387,0.368462,64.3541,0.648463,0.612099,185.065,20.23,1.24144,24.4837,105.523,6.06904,2.23621,198.724,0.646516,0.34375,108.549,10.5905,208.201,135.011,4.06,False,True,0.0158537,0.812692,185.735,0.0763629
random,4,0,5,3.54411,17.5707,0.693772,45.3358,0.750881,0.613725,185.556,20.23,1.10437,26.4867,93.8718,5.34251,3.70648,206.891,0.753165,0.149827,69.7078,7.93277,208.143,156.291,4.06,True,True,0.0241679,0.750881,185.556,0.0763629
random,4,0,6,2.94382,11.5816,0.583484,78.3433,0.830955,0.614796,185.88,20.23,0.930968,26.8809,79.1323,6.83259,3.98671,179.635,0.836266,0.126934,65.2193,6.05661,208.055,172.884,4.08,True,True,0.0241679,0.750881,185.556,0.0763629
random,4,0,7,2.51482,7.98362,0.598058,65.6468,0.860355,0.615082,185.966,20.23,0.730866,24.703,62.1236,7.78139,4.65372,119.099,0.871662,0.0996703,53.5652,11.5725,208.125,179.061,4.08,True,True,0.0241679,0.750881,185.556,0.0763629
random,4,0,8,4.22341,12.7602,0.428556,77.191,0.737252,0.614421,185.766,20.23,1.07811,21.6979,91.6392,7.18164,3.07773,135.54,0.729016,0.197826,61.2183,6.13258,208.057,153.39,4.06,True,True,0.025347,0.737252,185.556,0.0763629
random,4,1,9,2.926,14.0107,0.567359,48.6792,0.774669,0.612445,185.169,20.23,1.0386,30.1711,88.2809,6.30097,3.57491,252.464,0.778655,0.161955,97.1068,10.1579,208.223,161.304,4.08,False,True,0.025347,0.737252,185.556,0.0763629
random,4,1,10,3.5084,15.2751,0.377192,58.3966,0.600389,0.611096,184.761,20.23,1.17456,28.4568,99.8379,6.536,2.46533,253.991,0.602287,0.296679,133.494,12.5542,208.265,125.04,4.08,False,True,0.025347,0.737252,185.556,0.0763629
random,4,1,11,2.54926,7.2764,0.397568,78.5003,0.85067,0.61383,185.588,20.23,0.783679,26.1302,66.6127,9.15463,3.63958,142.887,0.855213,0.157873,89.5079,7.65908,208.117,177.039,4.08,True,True,0.025347,0.737252,185.556,0.0763629
random,4,1,12,4.06425,10.0972,0.742982,41.6787,0.837453,0.615323,186.039,20.23,0.811467,16.9711,68.9747,6.83105,5.07535,62.4107,0.83695,0.0839026,23.9243,9.56735,208.027,174.213,4.08,True,True,0.0253696,0.737252,185.556,0.0763629
random,4,1,13,4.15367,12.1623,0.796845,51.0375,0.827392,0.615355,186.049,20.23,0.879208,17.992,74.7327,6.14463,4.89632,76.0008,0.825126,0.0864829,26.0598,7.65312,208.028,172.121,4.08,True,True,0.0255477,0.737252,185.556,0.0763629
random,4,1,14,2.59076,9.64058,0.898293,57.1784,0.850994,0.61528,186.026,20.23,0.687238,22.5475,58.4152,6.05931,5.44303,93.2984,0.864713,0.0734549,34.9329,15.979,208.176,177.156,4.06,True,True,0.0256685,0.737252,185.556,0.0734549
random,4,1,15,2.94911,17.7464,0.85213,55.8004,0.78498,0.614007,185.641,20.23,1.02006,29.4004,86.7049,4.88578,4.16332,235.45,0.786991,0.120373,69.3801,7.85083,208.156,163.398,4.06,True,True,0.0264847,0.737252,185.556,0.0734549
random,4,1,16,2.39134,15.7606,0.321648,55.6876,0.592045,0.609417,184.254,20.23,1.18574,42.1472,100.788,6.39493,2.05692,562.468,0.588638,0.362494,278.574,27.4433,208.553,123.473,4.06,False,True,0.0264847,0.737252,185.556,0.0734549
random,4,1,17,4.04166,17.2352,0.405651,43.1488,0.590894,0.611576,184.906,20.23,1.22516,25.7664,104.139,6.04221,2.45103,217.205,0.591725,0.30851,118.096,11.5852,208.235,123.045,4.06,False,True,0.0264847,0.737252,185.556,0.0734549
random,4,2,18,3.78441,13.2904,0.408337,60.2357,0.644029,0.61286,185.295,20.23,1.10242,24.7609,93.7055,7.05063,2.87903,180.488,0.641053,0.231429,89.8576,8.89078,208.161,134.062,4.08,False,True,0.0264847,0.737252,185.556,0.0734549
random,4,2,19,1.70711,14.3345,0.60115,68.1859,0.759951,0.608226,183.894,20.23,0.9611,47.8548,81.6935,5.69909,3.42601,587.744,0.765991,0.172166,216.163,19.3605,208.501,158.451,4.06,False,True,0.0264847,0.737252,185.556,0.0734549
random,4,2,20,1.75569,13.5975,0.496891,59.9723,0.706333,0.607997,183.824,20.23,0.997186,48.2777,84.7608,6.23354,3.09739,620.638,0.70608,0.198757,238.634,23.3645,208.561,147.313,4.06,False,True,0.0264847,0.737252,185.556,0.0734549
random,4,2,21,2.4729,13.4545,0.628841,64.6846,0.799524,0.612777,185.269,20.23,0.969482,33.3236,82.406,6.1248,3.85152,287.484,0.808179,0.140836,103.06,9.82455,208.222,166.478,4.08,False,True,0.0264847,0.737252,185.556,0.0734549
random,4,2,22,1.6838,8.00189,0.297936,55.3319,0.666668,0.607649,183.719,20.23,0.846897,42.7522,71.9862,8.99615,2.68028,413.348,0.669276,0.251821,268.806,28.4465,208.626,139.084,4.06,False,True,0.0264847,0.737252,185.556,0.0734549
random,4,2,23,2.89492,6.49789,0.695059,59.4943,0.875355,0.615525,186.1,20.23,0.617347,18.1264,52.4745,8.07561,5.61303,54.1651,0.893012,0.0683215,24.4619,16.0188,208.096,182.158,4.08,True,True,0.0265729,0.737252,185.556,0.0683215
random,4,2,24,2.95096,12.9662,0.873252,63.5546,0.847322,0.615347,186.046,20.23,0.84471,24.3312,71.8003,5.53749,4.83563,133.538,0.854536,0.0892026,42.1925,9.96846,208.096,176.324,4.06,True,True,0.0265729,0.737252,185.556,0.0683215
random,4,2,25,1.7711,6.95292,0.712595,52.9047,0.826385,0.613481,185.482,20.23,0.59355,28.4861,50.4517,7.25619,5.17073,128.615,0.822526,0.086851,65.9081,25.0223,208.369,172.193,4.06,True,True,0.0265904,0.737252,185.482,0.0683215
random,4,2,26,3.69033,11.8085,0.503126,69.5779,0.760045,0.614819,185.887,20.23,1.00176,23.0737,85.1496,7.21087,3.62797,142.419,0.753592,0.149853,56.8537,6.05368,208.051,158.128,4.08,True,True,0.0265904,0.737252,185.482,0.0683215
random,4,3,27,2.03064,8.7975,0.444627,56.6127,0.800809,0.610506,184.583,20.23,0.836388,35.01,71.0929,8.08104,3.59305,273.755,0.800632,0.165151,143.891,14.6364,208.372,166.866,4.06,False,True,0.0265904,0.737252,185.482,0.0683215
random,4,3,28,4.13063,15.8339,0.797736,65.246,0.80871,0.615459,186.08,20.23,1.01808,20.9501,86.5371,5.46532,4.35988,119.323,0.800917,0.102673,34.2234,5.64634,208.013,168.222,4.06,True,True,0.0266816,0.737252,185.482,0.0683215
random,4,3,29,1.52382,8.81511,0.584533,75.9382,0.86062,0.610153,184.476,20.23,0.720479,40.1889,61.2407,6.94724,4.06089,310.744,0.867947,0.136994,164.783,14.5815,208.409,179.361,4.06,False,True,0.0266816,0.737252,185.482,0.0683215
random,4,3,30,2.55496,12.3408,0.815697,53.6563,0.822021,0.614266,185.72,20.23,0.832513,27.6966,70.7636,5.73412,4.6773,170.534,0.829841,0.099568,59.1337,10.5049,208.192,171.138,4.06,True,True,0.0266952,0.737252,185.482,0.0683215
random,4,3,31,3.66942,12.9337,0.600221,65.1916,0.779485,0.615023,185.949,20.23,1.00286,23.2307,85.2431,6.59078,3.95592,144.522,0.774034,0.127491,49.6785,5.79401,208.048,162.17,4.06,True,True,0.0268179,0.737252,185.482,0.0683215
random,4,3,32,2.90608,6.5063,0.847937,78.7893,0.905104,0.615625,186.131,20.23,0.56284,16.4625,47.8414,7.35309,6.23496,40.733,0.917891,0.0519026,18.917,13.8974,207.987,188.249,4.08,True,True,0.0268179,0.737252,185.482,0.0519026
random,4,3,33,3.91617,9.71722,0.67261,70.8305,0.856144,0.615833,186.193,20.23,0.821877,17.8387,69.8595,7.18925,4.83556,69.8398,0.8502,0.0836224,24.2827,10.1263,207.991,178.071,4.08,True,True,0.0268179,0.737252,185.482,0.0519026
random,4,3,34,1.68052,15.5259,0.306596,77.593,0.560606,0.609539,184.29,20.23,1.13046,57.1783,96.0891,6.18894,1.89751,986.931,0.559542,0.365932,397.618,39.0279,208.741,117.021,4.06,False,True,0.0268179,0.737252,185.482,0.0519026
random,4,3,35,2.20024,17.8419,0.404716,61.4154,0.621697,0.608777,184.06,20.23,1.19184,46.0435,101.307,5.67803,2.29799,674.723,0.619799,0.304371,273.867,25.999,208.559,129.66,4.06,False,True,0.0268179,0.737252,185.482,0.0519026
random,4,4,36,3.91127,18.1672,0.720465,73.389,0.766933,0.615074,185.964,20.23,1.1142,24.2139,94.7073,5.21309,3.75584,174.447,0.757934,0.136031,51.4215,5.49787,208.029,159.545,4.06,True,True,0.0269911,0.737252,185.482,0.0519026
random,4,4,37,2.63618,15.0096,0.50643,77.1939,0.748213,0.610886,184.698,20.23,1.08153,34.8726,91.9304,6.12479,3.10178,351.219,0.752204,0.200107,140.965,11.0565,208.252,155.817,4.06,False,True,0.0269911,0.737252,185.482,0.0519026
random,4,4,38,3.74316,10.0588,0.772813,42.6605,0.840204,0.615262,186.021,20.23,0.790112,17.9419,67.1595,6.67671,5.15985,67.9197,0.842081,0.0817299,25.3073,9.84924,208.049,174.803,4.08,True,True,0.0269929,0.737252,185.482,0.0519026
random,4,4,39,4.18272,14.2417,0.468133,65.8779,0.711059,0.614154,185.686,20.23,1.11483,22.6552,94.7605,6.65374,3.11484,152.797,0.702679,0.197344,65.5876,6.86216,208.088,147.963,4.06,True,True,0.029278,0.711059,185.482,0.0519026
random,4,4,40,3.7744,13.3775,0.841069,56.6143,0.82479,0.615357,186.05,20.23,0.898792,20.2409,76.3973,5.71087,4.80323,98.3305,0.82229,0.0889222,30.9674,7.64248,208.045,171.594,4.08,True,True,0.029295,0.711059,185.482,0.0519026
random,4,4,41,2.42803,9.94605,0.437825,59.1629,0.783889,0.611437,184.864,20.23,0.916613,32.0886,77.9121,7.83347,3.42969,252.032,0.782922,0.176595,125.974,12.1141,208.286,163.273,4.06,False,True,0.029295,0.711059,185.482,0.0519026
random,4,4,42,3.69646,16.6609,0.671834,71.4302,0.759713,0.614861,185.899,20.23,1.0906,25.0782,92.7007,5.56397,3.73807,183.158,0.752307,0.139213,56.9849,5.92516,208.049,158.058,4.08,True,True,0.0293717,0.711059,185.482,0.0519026
random,4,4,43,4.31321,13.7961,0.306422,65.0237,0.649921,0.612136,185.076,20.23,1.16402,22.9392,98.9413,7.17169,2.19756,163.562,0.648059,0.358548,106.438,10.4449,208.197,135.311,4.06,False,True,0.0293717,0.711059,185.482,0.0519026
random,4,4,44,1.55749,14.0356,0.915609,59.5437,0.762716,0.610601,184.611,20.23,0.782829,42.723,66.5405,4.74085,4.34076,381.557,0.761597,0.118309,144.269,16.6908,208.464,158.999,4.06,False,True,0.0293717,0.711059,185.482,0.0519026
