seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,hv,best_t180,best_e_reb_mJ,best_e_rebound
5,3,30,1.5,7.84948,0.627249,40,0.597874,0.61248,185.18,20.23,0.660375,37.4212,56.1319,7.15103,4.48547,246.942,True,0.00988511,0.594273,185.16,0.612415
5,3,31,1.5,7.08264,0.542898,40,0.59628,0.612581,185.21,20.23,0.659703,37.3832,56.0748,7.91721,4.29824,246.189,True,0.00988516,0.594273,185.16,0.612415
5,3,32,1.5,6.5641,0.47342,40,0.593563,0.612749,185.261,20.23,0.663919,37.6221,56.4331,8.59723,4.0701,250.939,False,0.00988516,0.594273,185.16,0.612415
5,3,33,1.5,8.27634,0.669288,40,0.598164,0.612451,185.171,20.23,0.662139,37.5212,56.2818,6.80032,4.55138,248.927,True,0.00988518,0.594273,185.16,0.612415
5,3,34,1.5,6.73254,0.499894,40,0.594926,0.612669,185.237,20.23,0.660727,37.4412,56.1618,8.34184,4.17003,247.337,True,0.00988519,0.594273,185.16,0.612415
5,3,35,1.5,7.94831,0.640138,40,0.598222,0.612468,185.176,20.23,0.659361,37.3638,56.0457,7.05127,4.51379,245.807,True,0.00988519,0.594273,185.16,0.612415
5,4,36,1.5,6.74812,0.497626,40,0.594506,0.612682,185.241,20.23,0.662808,37.5591,56.3386,8.34879,4.15457,249.682,True,0.0098852,0.594273,185.16,0.612415
5,4,37,1.5,7.41084,0.574749,40,0.596568,0.612541,185.198,20.23,0.662352,37.5333,56.2999,7.59696,4.36635,249.167,True,0.00988523,0.594273,185.16,0.612415
5,4,38,1.5,7.08576,0.537735,40,0.595708,0.612598,185.215,20.23,0.66244,37.5382,56.3074,7.94656,4.27314,249.266,True,0.00988525,0.594273,185.16,0.612415
5,4,39,1.5,10.7132,0.916667,40,0.599746,0.612374,185.148,20.23,0.661306,37.474,56.211,5.24688,4.80964,247.988,True,0.00989704,0.594273,185.148,0.612374
5,4,40,1.5,8.58259,0.699882,40,0.598374,0.612435,185.166,20.23,0.662858,37.5619,56.3429,6.56479,4.59458,249.738,True,0.00989705,0.594273,185.148,0.612374
5,4,41,1.5,9.20783,0.764218,40,0.598941,0.612406,185.157,20.23,0.662807,37.5591,56.3386,6.11855,4.67591,249.681,True,0.00989705,0.594273,185.148,0.612374
5,4,42,1.5,9.41422,0.785931,40,0.599167,0.612398,185.155,20.23,0.662432,37.5378,56.3067,5.98103,4.70067,249.257,True,0.00989706,0.594273,185.148,0.612374
5,4,43,1.5,7.76269,0.613531,40,0.597329,0.612495,185.184,20.23,0.662395,37.5357,56.3036,7.2531,4.45,249.216,True,0.00989708,0.594273,185.148,0.612374
5,4,44,1.5,6.87545,0.512615,40,0.594968,0.612647,185.23,20.23,0.662811,37.5593,56.3389,8.19422,4.20048,249.685,True,0.00989708,0.594273,185.148,0.612374
