seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,hv,best_t180,best_e_reb_mJ,best_e_rebound
5,0,0,2.89284,6.56345,0.33266,53.8493,0.7925,0.614555,185.807,20.23,0.78365,23.0259,66.6102,10.1487,3.37605,110.949,True,0.00301842,0.7925,185.807,0.614555
5,0,1,4.01132,13.2707,0.720747,65.7407,0.853101,0.615488,186.089,20.23,0.95929,20.3274,81.5397,6.14432,4.4285,105.848,True,0.00301842,0.7925,185.807,0.614555
5,0,2,3.30038,10.4717,0.576565,46.4062,0.813043,0.614909,185.914,20.23,0.89735,23.1109,76.2747,7.28388,4.19963,127.986,True,0.00301842,0.7925,185.807,0.614555
5,0,3,2.15323,17.1758,0.807608,73.2622,0.729288,0.613924,185.616,20.23,0.983119,38.8092,83.5651,4.86529,3.92924,395.407,False,0.00301842,0.7925,185.807,0.614555
5,0,4,1.77137,8.82236,0.599363,78.051,0.684517,0.613335,185.438,20.23,0.733026,35.1746,62.3072,7.06243,4.23296,242.185,True,0.00666536,0.684517,185.438,0.613335
5,0,5,3.50156,15.5036,0.368146,42.4377,0.806944,0.615651,186.139,20.23,1.18816,28.8425,100.994,6.51422,2.39819,263.944,False,0.00666536,0.684517,185.438,0.613335
5,0,6,4.2633,8.25065,0.84632,60.6028,0.863509,0.616693,186.454,20.23,0.681144,13.5804,57.8973,7.0173,5.93888,33.5453,True,0.00666536,0.684517,185.438,0.613335
5,0,7,2.45912,14.9287,0.457083,59.9638,0.745753,0.614963,185.93,20.23,1.10105,38.0581,93.5895,6.26911,2.8655,425.864,False,0.00666536,0.684517,185.438,0.613335
5,0,8,2.40086,11.4939,0.885064,44.5754,0.749732,0.614394,185.758,20.23,0.761455,26.9585,64.7237,5.63112,4.9839,147.776,True,0.00666536,0.684517,185.438,0.613335
5,1,9,1.5,8.08199,0.677749,80,0.636073,0.612864,185.296,20.23,0.640207,36.2784,54.4176,6.7332,4.56342,225.002,True,0.00836774,0.636073,185.296,0.612864
5,1,10,1.5,5,0.526163,80,0.648578,0.613242,185.41,20.23,0.527455,29.8891,44.8337,8.96674,4.71797,125.829,True,0.00836774,0.636073,185.296,0.612864
5,1,11,1.5,6.41756,0.609933,52.941,0.620662,0.61261,185.219,20.23,0.588277,33.3357,50.0036,7.79167,4.7524,174.57,True,0.00894693,0.620662,185.219,0.61261
5,1,12,1.5,5,0.727961,80,0.660819,0.614266,185.72,20.23,0.46015,26.0752,39.1128,7.82255,5.69451,83.5455,True,0.00894693,0.620662,185.219,0.61261
5,1,13,1.5,9.14645,0.721653,69.3539,0.621783,0.612624,185.223,20.23,0.67375,38.1791,57.2687,6.26131,4.51849,262.253,False,0.00894693,0.620662,185.219,0.61261
5,1,14,1.5,7.66551,0.496736,70.5601,0.616718,0.613081,185.361,20.23,0.703528,39.8666,59.7999,7.80117,3.87512,298.586,False,0.00894693,0.620662,185.219,0.61261
5,1,15,1.5,5,0.916667,80,0.671356,0.615004,185.943,20.23,0.40948,23.2039,34.8058,6.96117,6.38107,58.874,True,0.00894693,0.620662,185.219,0.61261
5,1,16,1.5,9.58428,0.766558,80,0.63323,0.612814,185.281,20.23,0.671648,38.0601,57.0901,5.95664,4.56612,259.807,False,0.00894693,0.620662,185.219,0.61261
5,1,17,1.5,5,0.602859,69.6479,0.64538,0.613388,185.454,20.23,0.502602,28.4808,42.7212,8.54424,5.15097,108.867,True,0.00894693,0.620662,185.219,0.61261
5,2,18,1.5,7.81526,0.655807,40,0.600605,0.612452,185.171,20.23,0.645408,36.5731,54.8597,7.01956,4.60347,230.53,True,0.0096626,0.600605,185.171,0.612452
5,2,19,1.5,6.22831,0.463295,40,0.595758,0.612719,185.252,20.23,0.647968,36.7182,55.0772,8.84305,4.09694,233.284,True,0.00982404,0.595758,185.171,0.612452
5,2,20,1.5,8.70656,0.714987,40,0.598715,0.612426,185.163,20.23,0.661861,37.5055,56.2582,6.46159,4.61995,248.613,True,0.0098321,0.595758,185.163,0.612426
5,2,21,1.5,8.36105,0.747778,40,0.603618,0.612439,185.167,20.23,0.631647,35.7934,53.69,6.42145,4.80182,216.097,True,0.0098321,0.595758,185.163,0.612426
5,2,22,1.5,5,0.25,40,0.580487,0.614131,185.679,20.23,0.666501,37.7684,56.6526,11.3305,2.83263,253.879,False,0.0098321,0.595758,185.163,0.612426
5,2,23,1.5,7.36237,0.577352,40,0.59726,0.612529,185.195,20.23,0.65844,37.3116,55.9674,7.60182,4.38892,244.778,True,0.00983237,0.595758,185.163,0.612426
5,2,24,1.5,12.7611,0.916667,40,0.58881,0.612458,185.173,20.23,0.734972,41.6484,62.4726,4.89555,4.48759,340.437,False,0.00983237,0.595758,185.163,0.612426
5,2,25,1.5,9.67348,0.809769,40,0.599125,0.612393,185.153,20.23,0.663319,37.5881,56.3822,5.82853,4.71976,250.261,False,0.00983237,0.595758,185.163,0.612426
5,2,26,1.5,11.0758,0.862274,40,0.594293,0.612391,185.153,20.23,0.69705,39.4995,59.2492,5.34943,4.61267,290.413,False,0.00983237,0.595758,185.163,0.612426
5,3,27,1.5,6.90463,0.518117,40,0.595282,0.612633,185.226,20.23,0.661762,37.4998,56.2497,8.14667,4.22092,248.501,True,0.00984838,0.595282,185.163,0.612426
5,3,28,1.5,6.62984,0.485514,40,0.594273,0.612708,185.249,20.23,0.661792,37.5015,56.2523,8.48472,4.11945,248.536,True,0.00988201,0.594273,185.163,0.612426
5,3,29,1.5,8.91219,0.737874,40,0.59903,0.612415,185.16,20.23,0.661132,37.4641,56.1962,6.30554,4.65269,247.792,True,0.00988507,0.594273,185.16,0.612415
