R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,F_peak_N,SEA_J_per_g,eta,feasible,pareto
37.7587820077315,106.56830024905503,54.508703611791134,8.187300961464643,3.3498636675067246,737.6053164305797,0.000333173938548058,0.966631782109346,1,0
25.501292808912694,74.25556703470647,65.12327421456575,10.471983790397644,4.811533945146948,738.4038868073936,0.0005087018677549338,0.9563819669639392,1,0
31.16182927042246,92.55501165986061,46.833085268735886,6.515905469655991,5.457536712754518,737.1269036517242,0.00012724652661040556,0.9806377357090204,1,0
35.78689333982766,60.046966690570116,73.69729064404964,11.756631921976805,3.956646262202412,736.7383602371891,0.0019770569841261383,0.9530214161415886,1,0
34.11029818467796,87.72439019754529,60.65514259040356,10.60051853209734,3.678102243691683,738.0482377675971,0.0007070078073844278,0.950744340671569,1,0
29.352952148765326,68.4731325507164,58.77171769738197,6.933767784386873,5.179078301414847,736.8350382451349,0.00035892225855150835,0.9823828730379157,1,0
27.573784696869552,98.51502030156553,78.0183370783925,9.353928107768297,4.53341855853796,738.1751757576018,0.00033627523820506285,0.9574032600110995,1,0
39.6989917056635,79.4590758997947,42.38512512296438,8.543610848486423,3.07166207768023,736.8667990324135,0.0007055088551675522,0.9727939945977612,1,0
38.28642936423421,96.13397660665214,75.22903189063072,7.337269920855761,4.602785000577569,737.2304571903825,0.0002557170285237772,0.9751894937669369,1,0
28.043353399261832,66.16648406721652,44.59337554872036,11.122590221464634,3.609864853322506,737.6925580516588,0.001017859602539929,0.9568940273553622,1,0
29.82477438170463,107.21758207306266,63.45177199691534,8.680545754730701,4.2142042722553015,737.9410301352613,0.0002861075835632341,0.961068932288708,1,0
32.69914537202567,77.05477628856897,56.565908677875996,9.416050303727388,5.246344555169344,737.8201307290213,0.00048541906238871335,0.9641568848699664,1,0
34.376190579496324,102.69823897629976,49.00227326899767,9.751857966184616,4.899545250926167,738.6372803001923,0.0003857538492410285,0.9512587344819932,1,0
31.633200556971133,84.22972237691283,70.86892303079367,7.583003472536802,3.8673193608410656,737.1166971616892,0.00031398173003591476,0.9766493462382257,1,0
25.97131268121302,88.58728901483119,52.34195701777935,11.514079492539167,3.2633235626854002,737.7361743265576,0.0007290413284411505,0.9417530349386559,1,0
36.34576939046383,70.3140841703862,67.95896604657173,6.207517862319946,4.25632991315797,736.4802232529892,0.0005144791702796071,0.9856725659165175,1,0
36.860307031311095,90.56285940110683,43.40534910559654,9.065284665673971,4.040077623911202,737.8142979158351,0.00047805402066589836,0.9637099503671329,1,0
26.603015302680433,71.50538856163621,76.53909049928188,8.281471565365791,5.35176847781986,737.5201476293108,0.00030871713425129825,0.9738219597533391,1,0
32.20633175224066,101.54956345446408,55.416903756558895,10.724961385130882,4.747614764608443,738.5368232130064,0.0005324264686545151,0.9415327840714699,1,0
35.06648709066212,82.29678086005151,64.8010103777051,6.985104706138372,3.397019083611667,736.7244985663099,0.0003845392982703922,0.9810883429783935,1,0
33.008576137945056,109.9814537819475,72.05154199153185,6.652205877006054,3.1185033819638193,737.0706016149234,0.00017515996353969758,0.9776963744710757,1,0
30.251427572220564,77.47188200242817,47.68785651773214,11.8195517398417,4.469166192691773,738.43840599097,0.0008978269816939299,0.9426209527928734,1,0
28.29419049900025,95.77208826318383,69.1024111956358,7.887077573686838,5.073662334587425,737.876092205271,0.0001449603649474774,0.9707262878142031,1,0
38.65448877681047,63.45782972872257,50.98851278424263,10.197989903390408,3.7619049469940364,736.682535475133,0.0016461434689797334,0.9643301076232487,1,0
39.12585327401757,99.6643633954227,66.31310310214758,11.404237870126963,5.318819991778582,739.1804564683436,0.0006456405410031213,0.933355882447637,1,0
26.883495366200805,81.3926849886775,53.19676626473665,6.11813934892416,4.163379007484764,736.6946446080881,0.00016347147194526853,0.9852500953954931,1,0
28.83840743917972,85.74796150438488,74.84817430377007,10.07268076390028,3.5178772541694343,737.9194284918742,0.0006054147093965455,0.9565456666800447,1,0
33.47860268782824,67.28096985258162,45.48204444348812,7.836398039013147,4.712223102804273,736.8875605032854,0.0006487655086378501,0.9777076933698312,1,0
35.53604905959219,92.91642316617072,57.58609466254711,8.989605411887169,4.365395481698215,737.9720455593953,0.0003969007596130877,0.9631482646674849,1,0
30.793777094222605,62.755144191905856,61.972639709711075,9.657773282378912,3.1709825033321977,736.9613136155083,0.0010295920464259024,0.9702535870109918,1,0
25.19185491837561,103.80547758191824,41.238599605858326,7.239102657884359,3.816828473471105,737.3244066385176,0.00015644393792043913,0.9744131763894349,1,0
37.3321358859539,73.83951036259532,79.3747853860259,11.044977620244026,4.972335991449654,737.8607411721661,0.0010155903984693064,0.951517181555825,1,0
37.47441398445517,91.82321074418724,62.935967445373535,10.256231032311916,3.026517326477915,737.6128037939458,0.0006468385530177573,0.9534078498054884,1,0
25.341575085185468,60.876139709725976,57.31978811323643,8.016329292207956,4.493075352627784,736.9779598739623,0.0005187447748011209,0.978855771278223,1,0
30.8856987580657,105.7396044395864,75.88506441563368,11.971560034900904,5.136327645275742,739.0738884116488,0.0006362878561182812,0.9227897848690263,1,0
35.62076468952,74.98784516006708,44.01909176260233,6.687701873481274,3.6305596162565053,736.562357663155,0.0004858576431185752,0.9835461803560228,1,0
33.796833558008075,97.78360057622194,51.58212635666132,7.043301489204168,3.9773395489901304,737.160838102184,0.00020335116889400132,0.9771833947259851,1,0
29.163851719349623,80.28863048180938,68.46851419657469,10.854260310530663,5.483193781226873,738.85129686443,0.0004970502320640405,0.9489887539878237,1,0
