seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,hv,best_t180,best_e_reb_mJ,best_e_rebound
6,2,18,1.5,10.8767,0.916667,73.2094,0.62673,0.612655,185.233,20.23,0.66538,37.7049,56.5573,5.19988,4.76656,252.6,False,0.00866692,0.628434,185.243,0.612688
6,2,19,1.5,10.3896,0.916667,80,0.636337,0.61286,185.295,20.23,0.646364,36.6273,54.941,5.28806,4.84739,231.556,True,0.00866692,0.628434,185.243,0.612688
6,2,20,1.5,10.7689,0.916667,69.9229,0.624408,0.612597,185.215,20.23,0.661728,37.4979,56.2469,5.22307,4.78782,248.463,True,0.00882504,0.624408,185.215,0.612597
6,2,21,1.5,10.9868,0.916667,75.7235,0.6286,0.612702,185.247,20.23,0.669159,37.919,56.8785,5.17697,4.74556,256.928,False,0.00882504,0.624408,185.215,0.612597
6,2,22,1.5,10.2167,0.882895,72.5166,0.62759,0.612668,185.237,20.23,0.653073,37.0074,55.5112,5.43338,4.79711,238.841,True,0.00882504,0.624408,185.215,0.612597
6,2,23,1.5,11.0129,0.916667,70.3841,0.623663,0.612593,185.214,20.23,0.670719,38.0074,57.0111,5.17674,4.74534,258.73,False,0.00882504,0.624408,185.215,0.612597
6,2,24,1.5,10.6994,0.916667,76.3201,0.63044,0.612738,185.258,20.23,0.658438,37.3115,55.9673,5.23086,4.79495,244.776,True,0.00882504,0.624408,185.215,0.612597
6,2,25,1.5,10.9376,0.916667,80,0.634154,0.612799,185.276,20.23,0.66681,37.7859,56.6788,5.18203,4.75019,254.232,False,0.00882504,0.624408,185.215,0.612597
6,2,26,1.5,10.7328,0.916667,68.0161,0.62305,0.612566,185.206,20.23,0.66057,37.4323,56.1484,5.23146,4.7955,247.161,True,0.00887868,0.62305,185.206,0.612566
6,3,27,1.5,5,0.25,65.0585,0.610488,0.614221,185.706,20.23,0.647191,36.6741,55.0112,11.0022,2.75056,232.446,False,0.00887868,0.62305,185.206,0.612566
6,3,28,1.5,7.60224,0.511645,65.8504,0.613822,0.612926,185.315,20.23,0.694952,39.3806,59.071,7.7702,3.97558,287.799,False,0.00887868,0.62305,185.206,0.612566
6,3,29,1.5,5,0.25,62.2023,0.607197,0.614196,185.698,20.23,0.64951,36.8055,55.2083,11.0417,2.76042,234.953,False,0.00887868,0.62305,185.206,0.612566
6,3,30,1.5,10.057,0.841547,67.0447,0.621763,0.612554,185.202,20.23,0.663374,37.5912,56.3868,5.6067,4.7183,250.322,False,0.00887868,0.62305,185.206,0.612566
6,3,31,1.5,5,0.460267,75.9315,0.639424,0.61297,185.328,20.23,0.553994,31.393,47.0895,9.4179,4.33474,145.794,True,0.00887868,0.62305,185.206,0.612566
6,3,32,1.5,10.3015,0.875386,67.8619,0.62296,0.612568,185.206,20.23,0.659769,37.3869,56.0803,5.44391,4.76552,246.263,True,0.00888168,0.62296,185.206,0.612566
6,3,33,1.5,5.21002,0.38729,71.8974,0.627692,0.613087,185.363,20.23,0.600333,34.0189,51.0283,9.79428,3.79323,185.525,True,0.00888168,0.62296,185.206,0.612566
6,3,34,1.5,7.92323,0.564966,63.5606,0.613715,0.612741,185.259,20.23,0.687351,38.9499,58.4248,7.37386,4.16598,278.458,False,0.00888168,0.62296,185.206,0.612566
6,3,35,1.5,10.4381,0.876682,67.8249,0.622321,0.612559,185.204,20.23,0.664563,37.6586,56.4879,5.41171,4.74435,251.671,False,0.00888168,0.62296,185.206,0.612566
6,4,36,1.5,8.65052,0.707486,65.2354,0.620434,0.612563,185.205,20.23,0.65822,37.2991,55.9487,6.46767,4.57579,244.533,True,0.00896715,0.620434,185.205,0.612563
6,4,37,1.5,8.83378,0.722623,63.9404,0.619229,0.612539,185.198,20.23,0.660451,37.4256,56.1384,6.35496,4.59224,247.028,True,0.00901389,0.619229,185.198,0.612539
6,4,38,1.5,8.38946,0.67674,65.6679,0.620432,0.612584,185.211,20.23,0.659077,37.3477,56.0216,6.67761,4.519,245.489,True,0.00901389,0.619229,185.198,0.612539
6,4,39,1.5,10.0692,0.84663,65.9099,0.621084,0.612536,185.197,20.23,0.662012,37.514,56.271,5.58842,4.73132,248.784,True,0.00901461,0.619229,185.197,0.612536
6,4,40,1.5,8.58893,0.703124,64.0762,0.619602,0.612549,185.201,20.23,0.657481,37.2572,55.8859,6.50673,4.57504,243.71,True,0.00901461,0.619229,185.197,0.612536
6,4,41,1.5,8.94413,0.733111,63.412,0.618811,0.612527,185.194,20.23,0.661095,37.4621,56.1931,6.28268,4.6059,247.752,True,0.00903103,0.618811,185.194,0.612527
6,4,42,1.5,8.72101,0.70975,65.7577,0.620566,0.61257,185.207,20.23,0.660389,37.422,56.1331,6.43653,4.56833,246.958,True,0.00903103,0.618811,185.194,0.612527
6,4,43,1.5,10.311,0.87191,65.9456,0.6212,0.612535,185.196,20.23,0.661694,37.496,56.244,5.45477,4.75607,248.426,True,0.00903103,0.618811,185.194,0.612527
6,4,44,1.5,8.17395,0.653099,65.7742,0.620295,0.612602,185.217,20.23,0.658952,37.3406,56.0109,6.85237,4.47527,245.349,True,0.00903103,0.618811,185.194,0.612527
