seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,mass_printed_g,t180,e_reb_mJ,mass_g,hv,best_t180,best_e_reb_mJ
4,0,0,37.1909,80.7833,56.9362,7.69535,3.90058,20.0883,0.717255,184.3,20.0883,4.82618,0.717255,184.3
4,0,1,26.3739,94.6166,70.0504,9.97267,4.82825,20.476,0.840785,188.245,20.476,4.82618,0.717255,184.3
4,0,2,31.1384,67.6807,48.5013,6.3728,4.92542,20.3223,0.723801,186.409,20.3223,4.82618,0.717255,184.3
4,0,3,35.2975,109.224,64.1203,11.5838,3.33355,19.7922,0.806103,182.037,19.7922,5.01347,0.717255,182.037
4,0,4,32.7005,62.6077,76.6404,11.2304,3.14512,20.1542,0.70429,185.073,20.1542,5.36806,0.70429,182.037
4,0,5,28.9881,101.806,50.9822,7.4762,5.2834,20.6529,0.825821,189.834,20.6529,5.36806,0.70429,182.037
4,0,6,28.4937,72.5762,67.5706,9.57606,4.48246,20.3845,0.777714,187.143,20.3845,5.36806,0.70429,182.037
4,0,7,39.8161,90.315,44.4174,8.84195,4.10121,19.9729,0.715428,183.283,19.9729,5.46171,0.70429,182.037
4,0,8,38.5315,71.9484,67.2026,6.84968,4.63452,19.8425,0.687651,181.881,19.8425,6.14544,0.687651,181.881
4,1,9,39.2076,60,45.1425,7.09422,5.5,19.773,0.614745,181.047,19.773,8.60075,0.614745,181.047
4,1,10,40,60,80,12,5.5,19.773,0.642291,181.193,19.773,8.60075,0.614745,181.047
4,1,11,39.7111,60,40,6,3.31577,19.773,0.576269,181.266,19.773,9.79957,0.576269,181.047
4,1,12,40,60,40,12,5.5,19.773,0.606267,181.068,19.773,9.80125,0.576269,181.047
4,1,13,39.4824,60,80,6,3.96601,19.773,0.629828,181.201,19.773,9.80125,0.576269,181.047
4,1,14,35.7073,60,40,6,5.5,19.773,0.641728,181.149,19.773,9.80125,0.576269,181.047
4,1,15,37.593,60,80,6,5.5,19.773,0.658718,181.233,19.773,9.80125,0.576269,181.047
4,1,16,40,60,40,6,4.89051,19.773,0.594939,181.009,19.773,9.81526,0.576269,181.009
4,1,17,40,60,58.8174,12,5.5,19.773,0.624811,181.093,19.773,9.81526,0.576269,181.009
4,2,18,40,60,40,6,5.5,19.773,0.601059,181.015,19.773,9.81526,0.576269,181.009
4,2,19,40,60,40,6,4.13993,19.773,0.585725,181.076,19.773,9.81702,0.576269,181.009
4,2,20,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0551,0.568604,181.009
4,2,21,40,60,40,6,3.73822,19.773,0.579948,181.155,19.773,10.0557,0.568604,181.009
4,2,22,40,60,40,6,4.51452,19.773,0.590559,181.03,19.773,10.0559,0.568604,181.009
4,2,23,40,60,40,11.8465,4.64009,19.773,0.597747,181.123,19.773,10.0559,0.568604,181.009
4,2,24,40,60,40,12,3,19.773,0.578936,181.51,19.773,10.0559,0.568604,181.009
4,2,25,40,60,40,6,5.19307,19.773,0.59815,181.006,19.773,10.0568,0.568604,181.006
4,2,26,40,60,40,6,3.94202,19.773,0.58293,181.11,19.773,10.0569,0.568604,181.006
4,3,27,40,60,40,6,3.83969,19.773,0.581473,181.132,19.773,10.057,0.568604,181.006
4,3,28,40,60,40,6,3.36892,19.773,0.574319,181.251,19.773,10.0572,0.568604,181.006
4,3,29,40,60,40,6,3.55232,19.773,0.577147,181.201,19.773,10.0574,0.568604,181.006
4,3,30,40,60,40,6,4.32533,19.773,0.588184,181.05,19.773,10.0574,0.568604,181.006
4,3,31,40,60,40,6,4.70029,19.773,0.59281,181.016,19.773,10.0575,0.568604,181.006
4,3,32,40,60,40,6,3.46048,19.773,0.57577,181.226,19.773,10.0575,0.568604,181.006
4,3,33,40,60,40,6,3.64494,19.773,0.578567,181.177,19.773,10.0575,0.568604,181.006
4,3,34,40,60,40,6,4.04053,19.773,0.584356,181.092,19.773,10.0576,0.568604,181.006
4,3,35,40,60,40,6,3.18947,19.773,0.571553,181.305,19.773,10.0577,0.568604,181.006
4,4,36,40,60,40,6,3.27801,19.773,0.572933,181.278,19.773,10.0578,0.568604,181.006
4,4,37,40,60,40,6,3.09358,19.773,0.570043,181.334,19.773,10.0578,0.568604,181.006
4,4,38,40,60,40,6,4.23001,19.773,0.586908,181.063,19.773,10.0578,0.568604,181.006
4,4,39,40,60,40,6,3.14121,19.773,0.570789,181.319,19.773,10.0578,0.568604,181.006
4,4,40,40,60,40,6,3.32315,19.773,0.573645,181.265,19.773,10.0579,0.568604,181.006
4,4,41,40,60,40,6,3.50603,19.773,0.576422,181.213,19.773,10.0579,0.568604,181.006
4,4,42,40,60,40,6,3.89026,19.773,0.582168,181.121,19.773,10.0579,0.568604,181.006
4,4,43,40,60,40,6,5.02099,19.773,0.596374,181.006,19.773,10.0579,0.568604,181.006
4,4,44,40,60,40,6,5.0923,19.773,0.597134,181.005,19.773,10.058,0.568604,181.005
