strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
lhs,4,0,0,3.50145,14.6263,0.872574,60.3726,0.822417,0.615314,186.037,20.23,0.923026,22.4071,78.4572,5.36413,4.6806,123.752,0.820326,0.0932288,36.942,7.55601,208.057,171.11,4.06,True,True,0.0134003,0.822417,186.037,0.0932288
lhs,4,0,1,2.42753,5.48104,0.697379,71.8449,0.885391,0.615987,186.24,20.23,0.541052,18.945,45.9894,8.39063,5.85145,51.8555,0.888793,0.062318,26.5078,19.1819,208.106,184.255,4.08,True,True,0.0136212,0.822417,186.037,0.062318
lhs,4,0,2,2.60383,15.5055,0.251449,76.9092,0.520382,0.610398,184.55,20.23,1.19982,39.1674,101.985,6.57735,1.65387,491.514,0.518367,0.487634,287.585,26.8237,208.522,108.511,4.08,False,True,0.0136212,0.822417,186.037,0.062318
lhs,4,0,3,1.66559,13.3588,0.413198,69.0047,0.663593,0.607564,183.694,20.23,1.01824,51.9638,86.5505,6.4789,2.67707,734.213,0.663706,0.242517,300.756,27.828,208.636,138.449,4.06,False,True,0.0136212,0.822417,186.037,0.062318
lhs,4,0,4,4.27311,11.5395,0.825145,67.9032,0.857312,0.615809,186.186,20.23,0.841533,16.7396,71.5303,6.19871,5.11483,62.9696,0.851498,0.0743827,20.4697,9.84483,207.998,178.319,4.08,True,True,0.0141504,0.822417,186.037,0.062318
lhs,4,0,5,2.16346,8.27621,0.343842,49.6592,0.785101,0.609131,184.167,20.23,0.867935,34.1002,73.7745,8.91405,3.06502,269.506,0.784331,0.215128,176.903,17.4125,208.424,163.634,4.06,False,True,0.0141504,0.822417,186.037,0.062318
lhs,4,0,6,2.56347,6.63152,0.538886,66.7035,0.869223,0.615305,186.034,20.23,0.680147,22.5524,57.8125,8.71783,4.69791,92.3757,0.880419,0.0977824,47.3351,12.6689,208.099,180.885,4.06,True,True,0.0141504,0.822417,186.034,0.062318
lhs,4,0,7,2.37967,12.3411,0.716339,74.9856,0.864557,0.614311,185.733,20.23,0.870512,31.094,73.9935,5.9957,4.29496,224.749,0.869426,0.114522,79.8626,7.44283,208.139,179.948,4.08,True,True,0.0141504,0.822417,185.733,0.062318
lhs,4,0,8,4.01726,12.8276,0.838625,75.618,0.858631,0.615792,186.181,20.23,0.882884,18.6807,75.0452,5.85031,4.90622,82.2733,0.851444,0.0790681,23.3123,9.61821,207.983,178.58,4.08,True,True,0.0141504,0.822417,185.733,0.062318
lhs,4,1,9,3.3372,14.8738,0.761466,40.696,0.806935,0.614294,185.728,20.23,0.984742,25.0818,83.7031,5.62754,4.28518,165.428,0.812857,0.116663,53.996,7.22777,208.13,167.947,4.06,True,True,0.0167465,0.806935,185.728,0.062318
lhs,4,1,10,2.03537,8.03092,0.439766,69.8134,0.834974,0.611582,184.908,20.23,0.79005,32.9936,67.1542,8.36196,3.6773,229.659,0.842377,0.159413,132.564,11.9104,208.294,173.92,4.06,True,True,0.0167465,0.806935,184.908,0.062318
lhs,4,1,11,3.15224,7.31978,0.913387,40.9222,0.856491,0.615002,185.942,20.23,0.590263,15.9164,50.1723,6.85435,6.26067,39.9305,0.884648,0.056407,18.7933,13.5628,208.071,178.211,4.08,True,True,0.0173237,0.806935,184.908,0.056407
lhs,4,1,12,2.79635,15.2571,0.476082,45.296,0.734681,0.61015,184.475,20.23,1.11825,33.9913,95.0517,6.23,2.96599,345.021,0.734196,0.221447,152.437,14.5349,208.34,153.063,4.06,False,True,0.0173237,0.806935,184.908,0.056407
lhs,4,1,13,1.56992,14.3223,0.519329,56.6436,0.655637,0.607746,183.749,20.23,0.995346,53.891,84.6044,5.90717,3.06777,771.924,0.657152,0.195854,268.882,28.8465,208.644,136.795,4.06,False,True,0.0173237,0.806935,184.908,0.056407
lhs,4,1,14,2.70021,16.7487,0.843001,66.2849,0.815729,0.61419,185.697,20.23,0.981761,30.9049,83.4497,4.98245,4.20021,250.398,0.824943,0.117642,74.9639,7.63664,208.148,169.792,4.08,False,True,0.0173237,0.806935,184.908,0.056407
lhs,4,1,15,1.85446,7.38341,0.740323,55.6489,0.814245,0.613986,185.635,20.23,0.609468,27.9352,51.8048,7.01637,5.19438,127.005,0.803997,0.0852238,61.9779,23.051,208.335,169.636,4.06,True,True,0.0178534,0.806935,184.908,0.056407
lhs,4,1,16,3.73575,7.72384,0.737297,64.5403,0.882797,0.615918,186.219,20.23,0.68737,15.6398,58.4264,7.56443,5.57723,44.8976,0.885019,0.0659607,17.9889,11.481,208.013,183.633,4.08,True,True,0.0178534,0.806935,184.908,0.056407
lhs,4,1,17,1.76574,5.91329,0.320615,54.1522,0.782228,0.608847,184.081,20.23,0.707203,34.0436,60.1122,10.1656,3.25925,218.869,0.782834,0.198011,181.615,19.2481,208.478,163.077,4.06,True,True,0.0199862,0.782228,184.081,0.056407
lhs,4,2,18,2.93146,18.1491,0.468704,60.8837,0.648189,0.610178,184.484,20.23,1.19745,34.7209,101.783,5.60815,2.62856,385.485,0.648702,0.262045,163.53,14.7443,208.334,135.04,4.08,False,True,0.0199862,0.782228,184.081,0.056407
