seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,mass_printed_g,t180,e_reb_mJ,mass_g,hv,best_t180,best_e_reb_mJ
3,0,0,26.027,71.2263,67.9674,6.37551,3.93849,19.8008,0.790144,181.845,19.8008,3.01862,0.790144,181.845
3,0,1,39.5575,97.3196,54.3848,9.73162,4.59097,20.6757,0.751027,189.747,20.6757,3.90567,0.751027,181.845
3,0,2,34.9012,75.1274,74.5935,8.65749,5.07705,20.2569,0.74106,185.853,20.2569,4.32285,0.74106,181.845
3,0,3,28.8119,99.6689,48.0518,11.9605,3.2174,20.2178,0.814936,185.939,20.2178,4.32285,0.74106,181.845
3,0,4,31.6679,79.9484,59.8144,10.7093,3.56324,19.9587,0.762347,183.304,19.9587,4.39369,0.74106,181.845
3,0,5,33.9193,103.808,62.5208,7.68452,5.45481,20.5123,0.808752,188.436,20.5123,4.39369,0.74106,181.845
3,0,6,36.7592,63.5489,42.7098,9.97363,4.37717,20.4167,0.64601,187.057,20.4167,6.80479,0.64601,181.845
3,0,7,26.9494,88.957,79.9573,6.90747,3.78087,20.0563,0.832165,184.37,20.0563,6.80479,0.64601,181.845
3,0,8,28.0562,78.5381,40.5928,8.00155,4.74221,20.1324,0.777334,184.888,20.1324,6.80479,0.64601,181.845
3,1,9,40,60,40,11.2736,3.62531,19.773,0.585224,181.315,19.773,9.44564,0.585224,181.315
3,1,10,40,60,40,6,3,19.773,0.568604,181.364,19.773,9.96185,0.568604,181.315
3,1,11,39.5067,60,40,12,5.5,19.773,0.610718,181.077,19.773,10.0282,0.568604,181.077
3,1,12,32.4718,60,67.7413,12,3,19.773,0.685794,181.571,19.773,10.0282,0.568604,181.077
3,1,13,40,60,40,12,3,20.1104,0.580342,184.598,20.1104,10.0282,0.568604,181.077
3,1,14,40,60,40,6,5.5,19.773,0.601059,181.015,19.773,10.0483,0.568604,181.015
3,1,15,40,60,80,12,3,19.773,0.623648,181.589,19.773,10.0483,0.568604,181.015
3,1,16,29.9883,60,80,12,5.5,19.773,0.735665,181.508,19.773,10.0483,0.568604,181.015
3,1,17,40,60,40,12,3,19.773,0.578936,181.51,19.773,10.0483,0.568604,181.015
3,2,18,40,60,40,6,4.36154,19.773,0.588669,181.045,19.773,10.0517,0.568604,181.015
3,2,19,40,60,40,6,3.71679,19.773,0.579617,181.16,19.773,10.0533,0.568604,181.015
3,2,20,40,60,40,6,4.91529,19.773,0.595219,181.008,19.773,10.0556,0.568604,181.008
3,2,21,40,60,40,6,3.38341,19.773,0.574563,181.247,19.773,10.0561,0.568604,181.008
3,2,22,40,60,40,6,4.03897,19.773,0.58432,181.092,19.773,10.0564,0.568604,181.008
3,2,23,40,60,40,6,5.19825,19.773,0.598171,181.006,19.773,10.057,0.568604,181.006
3,2,24,40,60,40,6,4.63697,19.773,0.592076,181.02,19.773,10.057,0.568604,181.006
3,2,25,40,60,40,6,3.20114,19.773,0.571713,181.301,19.773,10.0572,0.568604,181.006
3,2,26,40,60,40,6,3.55142,19.773,0.577118,181.201,19.773,10.0573,0.568604,181.006
3,3,27,40,60.4177,40,6,5.5,19.773,0.603258,181.019,19.773,10.0573,0.568604,181.006
3,3,28,40,60,40,6,4.49807,19.773,0.59036,181.032,19.773,10.0574,0.568604,181.006
3,3,29,40,60,40,6,5.34711,19.773,0.599598,181.009,19.773,10.0574,0.568604,181.006
3,3,30,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0574,0.568604,181.006
3,3,31,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0574,0.568604,181.006
3,3,32,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0574,0.568604,181.006
3,3,33,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0574,0.568604,181.006
3,3,34,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0574,0.568604,181.006
3,3,35,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0574,0.568604,181.006
3,4,36,40,60,40,6,4.19286,19.773,0.586412,181.068,19.773,10.0574,0.568604,181.006
3,4,37,40,60,40,6,3.87221,19.773,0.581901,181.125,19.773,10.0575,0.568604,181.006
3,4,38,40,60,40,6,3.09927,19.773,0.570158,181.332,19.773,10.0575,0.568604,181.006
3,4,39,40,60,40,6,3.46624,19.773,0.575837,181.224,19.773,10.0576,0.568604,181.006
3,4,40,40,60,40,6,4.76424,19.773,0.593528,181.013,19.773,10.0576,0.568604,181.006
3,4,41,40,60,40,6,3.79323,19.773,0.580788,181.142,19.773,10.0576,0.568604,181.006
3,4,42,40,60,40,6,3.63283,19.773,0.578373,181.18,19.773,10.0576,0.568604,181.006
3,4,43,40,60,40,6,3.42455,19.773,0.57519,181.236,19.773,10.0576,0.568604,181.006
3,4,44,40,60,40,6,5.03679,19.773,0.596553,181.006,19.773,10.0578,0.568604,181.006
