seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,hv,best_t180,best_e_reb_mJ,best_e_rebound
9,2,21,1.5,10.2792,0.916667,40,0.602218,0.6124,185.156,20.23,0.644837,36.5408,54.8112,5.33222,4.88787,229.919,True,0.00962416,0.602218,185.155,0.612397
9,2,22,1.5,10.2571,0.916667,45.3803,0.607508,0.612416,185.16,20.23,0.643921,36.4888,54.7332,5.33615,4.89147,228.94,True,0.00962416,0.602218,185.155,0.612397
9,2,23,1.5,10.2108,0.910407,57.1547,0.617166,0.612474,185.178,20.23,0.643989,36.4927,54.739,5.36088,4.88058,229.012,True,0.00962416,0.602218,185.155,0.612397
9,2,24,1.5,10.5112,0.916283,51.7677,0.61168,0.612417,185.161,20.23,0.653531,37.0334,55.5502,5.28486,4.84243,239.344,True,0.00962416,0.602218,185.155,0.612397
9,2,25,1.5,9.89312,0.916667,61.489,0.622387,0.612572,185.208,20.23,0.629123,35.6503,53.4754,5.40531,4.95487,213.516,True,0.00962416,0.602218,185.155,0.612397
9,2,26,1.5,9.02174,0.773237,56.0742,0.615289,0.612457,185.173,20.23,0.649032,36.7785,55.1677,6.11497,4.72832,234.435,True,0.00962416,0.602218,185.155,0.612397
9,3,27,1.5,6.56536,0.466554,40,0.592734,0.612784,185.272,20.23,0.66752,37.8261,56.7392,8.6422,4.03205,255.045,False,0.00962416,0.602218,185.155,0.612397
9,3,28,1.5,10.0812,0.866862,40,0.600399,0.612385,185.151,20.23,0.65653,37.2034,55.805,5.53558,4.79858,242.654,True,0.00968885,0.600399,185.151,0.612385
9,3,29,1.5,6.3234,0.385786,40,0.58507,0.613257,185.415,20.23,0.694568,39.3589,59.0383,9.33649,3.60189,287.322,False,0.00968885,0.600399,185.151,0.612385
9,3,30,1.5,5,0.26797,40,0.583106,0.61392,185.615,20.23,0.657993,37.2863,55.9294,11.1859,2.99749,244.28,False,0.00968885,0.600399,185.151,0.612385
9,3,31,1.5,10.7048,0.916667,40,0.599807,0.612374,185.148,20.23,0.66099,37.4561,56.1841,5.24849,4.81112,247.633,True,0.00971184,0.599807,185.148,0.612374
9,3,32,1.5,9.0164,0.759874,40,0.599911,0.61241,185.158,20.23,0.656234,37.1866,55.7799,6.18649,4.70095,242.326,True,0.00971184,0.599807,185.148,0.612374
9,3,33,1.5,5.60602,0.313383,40,0.582718,0.613663,185.537,20.23,0.682366,38.6674,58.0011,10.3462,3.24234,272.444,False,0.00971184,0.599807,185.148,0.612374
9,3,34,1.5,7.28682,0.428672,40,0.581498,0.613251,185.413,20.23,0.732144,41.4881,62.2322,8.54038,3.66102,336.522,False,0.00971184,0.599807,185.148,0.612374
9,3,35,1.5,7.47647,0.475517,49.2867,0.595293,0.612983,185.332,20.23,0.713632,40.4392,60.6587,8.11329,3.858,311.636,False,0.00971184,0.599807,185.148,0.612374
9,4,36,1.5,9.78035,0.825601,40,0.599541,0.612389,185.152,20.23,0.661152,37.4653,56.198,5.74601,4.74391,247.816,True,0.00972081,0.599541,185.148,0.612374
9,4,37,1.5,9.37294,0.782933,40,0.599182,0.612401,185.156,20.23,0.661938,37.5098,56.2647,6.00289,4.69986,248.7,True,0.00973286,0.599182,185.148,0.612374
9,4,38,1.5,10.0743,0.851683,40,0.599435,0.612384,185.151,20.23,0.662379,37.5348,56.3022,5.58871,4.75981,249.198,True,0.00973286,0.599182,185.148,0.612374
9,4,39,1.5,9.03556,0.748897,40,0.598983,0.612412,185.159,20.23,0.661845,37.5046,56.2568,6.22616,4.66275,248.596,True,0.00973956,0.598983,185.148,0.612374
9,4,40,1.5,10.4712,0.891667,40,0.599666,0.612375,185.148,20.23,0.661909,37.5082,56.2622,5.37303,4.79095,248.667,True,0.00973956,0.598983,185.148,0.612374
9,4,41,1.5,9.46276,0.795052,40,0.599464,0.612398,185.155,20.23,0.660635,37.436,56.154,5.93421,4.718,247.234,True,0.00973956,0.598983,185.148,0.612374
9,4,42,1.5,10.0679,0.85537,40,0.599754,0.612383,185.15,20.23,0.660626,37.4355,56.1532,5.57746,4.77079,247.225,True,0.00973956,0.598983,185.148,0.612374
9,4,43,1.5,8.55578,0.699324,40,0.598561,0.612433,185.165,20.23,0.661846,37.5046,56.2569,6.57532,4.59828,248.597,True,0.00975374,0.598561,185.148,0.612374
9,4,44,1.5,9.67874,0.811742,40,0.599234,0.612392,185.153,20.23,0.662712,37.5537,56.3305,5.82003,4.72436,249.574,True,0.00975374,0.598561,185.148,0.612374
