specimen,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,polyfem_settled_com_y_m,polyfem_peak_g,tets
0,37.7587820077315,106.56830024905503,54.508703611791134,8.187300961464643,3.3498636675067246,0.11231633609395186,0.9998681091371053,7581
73,28.2647725334391,84.1705502383411,60.93919590115547,8.468161292374134,4.318482311908156,0.08896796758078118,0.9999975991904229,5945
146,32.13585409801453,86.30311488173902,44.69280403107405,11.426885716617107,3.710300642531365,0.09160411516911572,0.9998423958392196,6344
219,33.89503472018987,63.71310319751501,70.75285106897354,10.958667632192373,5.30881999945268,0.06822884618191076,0.9997864162638556,4681
292,33.8689578929916,95.43418990448117,64.88404899835587,8.45530873350799,4.818807513918728,0.099596355903303,0.9998392285521392,6219
365,32.110653347335756,66.39848508872092,50.87634723633528,8.176693143323064,3.30207586241886,0.07017388876184288,1.000032483244939,6774
438,28.232709909789264,103.29703226685524,74.6201927959919,10.924597369506955,5.044129243586212,0.10765035081458307,0.9998252056984942,5720
511,37.72493470925838,74.06296263448894,41.13796558231115,11.39066637866199,4.147530295420438,0.08046953330164741,1.0181497403618924,6472
