seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,hv,best_t180,best_e_reb_mJ,best_e_rebound
3,0,0,1.69855,7.99369,0.716123,42.5034,0.650633,0.612947,185.321,20.23,0.641713,32.1131,54.5456,6.82358,4.88653,176.715,True,0.00786534,0.650633,185.321,0.612947
3,0,1,3.44826,14.6291,0.440824,73.0916,0.831121,0.615472,186.084,20.23,1.12411,27.7095,95.5495,6.53147,2.87923,230.481,False,0.00786534,0.650633,185.321,0.612947
3,0,2,3.85456,10.2329,0.77372,56.3063,0.846343,0.616133,186.284,20.23,0.79962,17.633,67.9677,6.64207,5.1391,66.3907,True,0.00786534,0.650633,185.321,0.612947
3,0,3,2.83269,16.9732,0.381843,66.8072,0.785425,0.615639,186.135,20.23,1.20082,36.0327,102.069,6.01357,2.29624,416.33,False,0.00786534,0.650633,185.321,0.612947
3,0,4,2.51477,9.0976,0.505058,63.4763,0.768212,0.614147,185.684,20.23,0.838722,28.349,71.2914,7.83628,3.95778,179.996,True,0.00786534,0.650633,185.321,0.612947
3,0,5,4.08181,15.7924,0.651797,53.4297,0.845896,0.615222,186.009,20.23,1.08449,22.5835,92.1817,5.83709,3.8046,147.699,True,0.00786534,0.650633,185.321,0.612947
3,0,6,3.0383,6.02516,0.317945,77.25,0.819684,0.614931,185.921,20.23,0.747049,20.8996,63.4992,10.539,3.35083,87.1349,True,0.00786534,0.650633,185.321,0.612947
3,0,7,2.19909,12.6149,0.837689,47.1356,0.722231,0.613651,185.534,20.23,0.815818,31.5333,69.3445,5.49704,4.60482,216.621,True,0.00786534,0.650633,185.321,0.612947
3,0,8,1.87301,11.074,0.277837,51.4633,0.646601,0.615186,185.998,20.23,1.0238,46.4614,87.0226,7.85831,2.18333,590.156,False,0.00786534,0.650633,185.321,0.612947
3,1,9,1.5,9.67656,0.717411,43.97,0.596162,0.612487,185.182,20.23,0.703985,39.8925,59.8387,6.18388,4.43638,299.167,False,0.00786534,0.650633,185.321,0.612947
3,1,10,1.5,7.01474,0.700928,62.9965,0.629595,0.612772,185.268,20.23,0.581826,32.9702,49.4552,7.05019,4.94168,168.89,True,0.00860653,0.629595,185.268,0.612772
3,1,11,1.5,5,0.653978,40,0.685539,0.613305,185.429,20.23,0.489305,27.7273,41.591,8.31819,5.43991,100.453,True,0.00860653,0.629595,185.268,0.612772
3,1,12,1.5,5,0.791606,40.0815,0.754369,0.614052,185.655,20.23,0.444552,25.1913,37.7869,7.55738,5.98246,75.334,True,0.00860653,0.629595,185.268,0.612772
3,1,13,1.5,12.0207,0.682534,69.6556,0.607064,0.613178,185.391,20.23,0.812461,46.0395,69.0592,5.74501,3.92117,459.867,False,0.00860653,0.629595,185.268,0.612772
3,1,14,1.5,13.7546,0.664647,40,0.56553,0.613513,185.492,20.23,0.898098,50.8922,76.3383,5.55003,3.68881,621.149,False,0.00860653,0.629595,185.268,0.612772
3,1,15,1.5,9.98141,0.79123,42.8337,0.59869,0.612402,185.156,20.23,0.683858,38.7519,58.1279,5.82362,4.60782,274.234,False,0.00860653,0.629595,185.268,0.612772
3,1,16,1.5,7.71218,0.608234,80,0.634182,0.612893,185.305,20.23,0.651031,36.8917,55.3376,7.17535,4.36429,236.608,True,0.00860653,0.629595,185.268,0.612772
3,1,17,1.5,9.18308,0.653129,41.272,0.59142,0.612583,185.211,20.23,0.712978,40.4021,60.6031,6.59943,4.31028,310.779,False,0.00860653,0.629595,185.268,0.612772
3,2,18,1.5,8.77589,0.721908,52.9737,0.610962,0.612443,185.169,20.23,0.660169,37.4096,56.1144,6.39415,4.61598,246.712,True,0.00931719,0.610962,185.169,0.612443
3,2,19,1.5,8.03814,0.639934,53.3871,0.610335,0.612495,185.184,20.23,0.661255,37.4711,56.2066,6.99249,4.47473,247.931,True,0.00933822,0.610335,185.169,0.612443
3,2,20,1.5,9.82945,0.816537,53.1143,0.610762,0.612413,185.16,20.23,0.665891,37.7338,56.6008,5.75828,4.70185,253.183,False,0.00933822,0.610335,185.169,0.612443
3,2,21,1.5,10.7568,0.916387,54.7496,0.612783,0.61241,185.158,20.23,0.662581,37.5463,56.3194,5.23573,4.79795,249.426,True,0.00934752,0.610335,185.158,0.61241
3,2,22,1.5,9.20059,0.761921,58.1651,0.614999,0.612461,185.174,20.23,0.661246,37.4706,56.2059,6.10895,4.65453,247.921,True,0.00934752,0.610335,185.158,0.61241
3,2,23,1.5,10.3281,0.898687,63.7157,0.620814,0.612517,185.191,20.23,0.652381,36.9683,55.4524,5.36909,4.82513,238.083,True,0.00934752,0.610335,185.158,0.61241
3,2,24,1.5,11.6368,0.916667,40,0.594661,0.612374,185.148,20.23,0.695317,39.4013,59.102,5.07887,4.65564,288.253,False,0.00934752,0.610335,185.158,0.61241
3,2,25,1.5,8.70646,0.705838,54.1738,0.611275,0.612458,185.173,20.23,0.663772,37.6137,56.4206,6.48032,4.57405,250.773,False,0.00934752,0.610335,185.158,0.61241
3,2,26,1.5,9.22462,0.764037,42.4965,0.601285,0.612407,185.158,20.23,0.663401,37.5927,56.389,6.11289,4.67047,250.352,False,0.00934752,0.610335,185.158,0.61241
3,3,27,1.5,5,0.319638,41.706,0.592579,0.613346,185.442,20.23,0.632174,35.8232,53.7348,10.747,3.43513,216.638,True,0.00992775,0.592579,185.158,0.61241
3,3,28,1.5,10.3037,0.877523,44.5871,0.60418,0.612384,185.151,20.23,0.660892,37.4505,56.1758,5.45199,4.78425,247.523,True,0.00994086,0.592579,185.151,0.612384
3,3,29,1.5,9.74011,0.818617,49.0675,0.607936,0.612404,185.157,20.23,0.661749,37.4991,56.2487,5.77495,4.72747,248.487,True,0.00994086,0.592579,185.151,0.612384
3,3,30,1.5,5.28106,0.398991,51.8457,0.610802,0.612835,185.287,20.23,0.610426,34.5908,51.8862,9.82497,3.92007,195.04,True,0.00994086,0.592579,185.151,0.612384
3,3,31,1.5,10.7765,0.916552,40,0.599434,0.612369,185.146,20.23,0.663726,37.6111,56.4167,5.23515,4.79829,250.721,False,0.00994086,0.592579,185.151,0.612384
3,3,32,1.5,10.7168,0.916667,42.5662,0.602258,0.612375,185.148,20.23,0.661416,37.4802,56.2204,5.246,4.80883,248.112,True,0.00994527,0.592579,185.148,0.612375
3,3,33,1.5,5.91823,0.334632,42.1302,0.584731,0.613566,185.508,20.23,0.692756,39.2562,58.8842,9.94964,3.32947,285.079,False,0.00994527,0.592579,185.148,0.612375
3,3,34,1.5,5.36373,0.259031,40,0.577728,0.614161,185.688,20.23,0.69133,39.1753,58.763,10.9556,2.83785,283.321,False,0.00994527,0.592579,185.148,0.612375
3,3,35,1.5,5,0.371614,70.0098,0.626802,0.613097,185.366,20.23,0.59287,33.5959,50.3939,10.0788,3.74542,178.691,True,0.00994527,0.592579,185.148,0.612375
3,4,36,1.5,6.20203,0.442128,40,0.593458,0.61282,185.283,20.23,0.656998,37.2299,55.8448,9.00429,3.98104,243.174,True,0.0099499,0.592579,185.148,0.612375
3,4,37,1.5,5.73329,0.376564,40,0.590062,0.613118,185.373,20.23,0.65897,37.3416,56.0125,9.7697,3.67891,245.37,True,0.0100329,0.590062,185.148,0.612375
3,4,38,1.5,7.09642,0.553992,40,0.597275,0.612554,185.202,20.23,0.655034,37.1186,55.6779,7.84591,4.34657,240.999,True,0.0100342,0.590062,185.148,0.612375
3,4,39,1.5,10.5171,0.897056,40,0.599682,0.612377,185.148,20.23,0.66154,37.4873,56.2309,5.34663,4.79623,248.252,True,0.0100347,0.590062,185.148,0.612375
3,4,40,1.5,6.4704,0.480054,40,0.595247,0.612697,185.245,20.23,0.654753,37.1027,55.654,8.60133,4.1291,240.689,True,0.0100349,0.590062,185.148,0.612375
3,4,41,1.68949,5.43752,0.364043,40,0.63478,0.613182,185.392,20.23,0.654199,32.9134,55.6069,10.2265,3.72289,189.245,True,0.0100349,0.590062,185.148,0.612375
3,4,42,1.5,5.96047,0.407658,40,0.591696,0.612963,185.326,20.23,0.65867,37.3246,55.9869,9.39304,3.82915,245.034,True,0.0100352,0.590062,185.148,0.612375
3,4,43,1.5,7.99867,0.645766,40,0.598293,0.612464,185.175,20.23,0.659277,37.359,56.0386,7.00598,4.52422,245.713,True,0.0100353,0.590062,185.148,0.612375
3,4,44,1.5,8.70488,0.717281,40,0.598887,0.612425,185.163,20.23,0.66076,37.4431,56.1646,6.45208,4.62795,247.375,True,0.0100354,0.590062,185.148,0.612375
