seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
8,0,0,3.08503,10.6111,0.335477,51.0564,0.705068,0.610772,184.663,20.23,1.01543,27.9776,86.3116,8.13411,2.7288,212.246,0.705006,0.259688,135.647,12.877,208.284,146.855,4.08,False,0,inf,inf,inf
8,0,1,2.58152,13.5003,0.591985,74.4186,0.809546,0.612914,185.311,20.23,0.990785,32.623,84.2168,6.23812,3.69287,281.575,0.816124,0.149537,103.112,8.75089,208.174,168.527,4.08,False,0,inf,inf,inf
8,0,2,2.01902,7.64185,0.550691,49.9117,0.842569,0.612441,185.168,20.23,0.716638,30.1702,60.9142,7.97113,4.38963,174.191,0.84028,0.117485,89.1148,11.3815,208.312,175.517,4.06,True,0.00833713,0.842569,185.168,0.117485
8,0,3,4.32365,18.0319,0.794188,65.9241,0.793158,0.615386,186.058,20.23,1.09011,21.4307,92.659,5.13862,4.08103,133.694,0.784153,0.115789,37.7796,5.03692,208.015,164.989,4.06,True,0.0167501,0.793158,185.168,0.115789
8,0,4,3.99086,6.20363,0.730302,62.1215,0.901964,0.615628,186.132,20.23,0.607001,12.9283,51.5951,8.31692,6.07387,27.0921,0.912111,0.0570131,15.6851,10.9208,207.969,187.581,4.08,True,0.0167501,0.793158,185.168,0.0570131
8,0,5,1.67498,16.6446,0.322748,43.6075,0.455598,0.610309,184.523,20.23,1.18447,60.108,100.68,6.04879,1.95223,1142.76,0.455281,0.337458,392.335,52.3666,208.78,95.1197,4.06,False,0.0167501,0.793158,185.168,0.0570131
8,0,6,2.92573,9.06873,0.864035,78.163,0.898006,0.61608,186.268,20.23,0.685009,19.9013,58.2258,6.4205,5.54753,72.4482,0.909689,0.0648544,24.1259,13.9397,208.03,186.812,4.08,True,0.0167501,0.793158,185.168,0.0570131
8,0,7,3.41765,12.0088,0.438261,57.3016,0.710195,0.613081,185.361,20.23,1.03536,25.7503,88.0055,7.3284,3.21175,183.326,0.711382,0.193734,86.8599,8.77345,208.16,147.835,4.08,True,0.0242668,0.710195,185.168,0.0570131
8,0,8,3.56856,6.71833,0.908152,42.3789,0.881424,0.615212,186.006,20.23,0.569285,13.5599,48.3892,7.20257,6.54103,27.9518,0.924572,0.0520087,18.2006,13.1156,207.994,183.331,4.08,True,0.0249755,0.710195,185.168,0.0520087
8,1,9,4.4,14.8983,0.691154,40,0.776984,0.615034,185.952,20.23,1.04676,20.2214,88.9742,5.9721,4.12764,114.297,0.767608,0.122256,38.9174,6.09946,208.054,161.654,4.06,True,0.0261316,0.710195,185.168,0.0520087
8,1,10,4.01811,11.0764,0.73645,40,0.826508,0.61526,186.02,20.23,0.858942,18.1703,73.0101,6.59151,4.85432,75.7279,0.820515,0.0915183,27.8092,9.86392,208.039,171.946,4.08,True,0.0274645,0.710195,185.168,0.0520087
8,1,11,4.4,16.7486,0.582542,54.7978,0.723893,0.614482,185.785,20.23,1.14562,22.1313,97.3775,5.81408,3.38694,149.838,0.715568,0.171452,55.4095,6.48746,208.078,150.626,4.06,True,0.0286474,0.710195,185.168,0.0520087
8,1,12,4.4,16.8945,0.60546,40,0.72053,0.614346,185.744,20.23,1.14107,22.0434,96.991,5.74096,3.47592,148.06,0.714885,0.168224,56.8798,6.89796,208.098,149.941,4.06,True,0.0289046,0.710195,185.168,0.0520087
8,1,13,4.24536,12.438,0.659551,50.6261,0.79601,0.615177,185.995,20.23,0.962158,19.2642,81.7834,6.57531,4.33675,95.349,0.791178,0.108925,33.6102,5.68479,208.032,165.596,4.08,True,0.029114,0.710195,185.168,0.0520087
8,1,14,3.39308,9.32064,0.781869,40,0.846768,0.615151,185.987,20.23,0.743821,18.6335,63.2248,6.7833,5.30365,68.9643,0.851183,0.0787325,26.0714,11.985,208.077,176.193,4.08,True,0.0295571,0.710195,185.168,0.0520087
8,1,15,4.4,14.7958,0.610212,53.9958,0.758532,0.614954,185.928,20.23,1.07726,20.8107,91.5672,6.18875,3.77645,124.585,0.750998,0.139966,43.8411,5.74981,208.048,157.811,4.06,True,0.0300785,0.710195,185.168,0.0520087
8,1,16,4.4,12.5952,0.708338,40,0.806806,0.615245,186.016,20.23,0.946022,18.2754,80.4119,6.38434,4.52227,84.3734,0.798237,0.103308,30.1913,7.92706,208.032,167.841,4.08,True,0.0301891,0.710195,185.168,0.0520087
8,1,17,4.4,13.7389,0.517897,40.0646,0.729585,0.614437,185.771,20.23,1.08305,20.9225,92.0591,6.70062,3.47023,126.603,0.724134,0.169979,54.7899,6.75121,208.091,151.82,4.06,True,0.0301891,0.710195,185.168,0.0520087
8,2,18,3.95428,18.3333,0.916667,40.6255,0.788805,0.614901,185.912,20.23,1.03541,22.2569,88.0101,4.80055,4.40051,136.966,0.781891,0.108812,40.4882,6.72388,208.075,164.131,4.06,True,0.0302688,0.710195,185.168,0.0520087
8,2,19,3.9879,15.3218,0.542268,45.3788,0.710491,0.61377,185.57,20.23,1.11681,23.8043,94.929,6.19568,3.35972,168.989,0.708209,0.178928,68.5889,7.66936,208.126,147.871,4.06,True,0.0304174,0.710195,185.168,0.0520087
8,2,20,3.4435,12.1306,0.916667,40,0.838799,0.615122,185.979,20.23,0.808488,19.9569,68.7215,5.66513,5.19304,85.9859,0.839202,0.0815975,28.9276,10.813,208.084,174.541,4.08,True,0.0304965,0.710195,185.168,0.0520087
8,2,21,3.70643,14.0005,0.601588,44.8151,0.761481,0.614201,185.7,20.23,1.04313,23.9223,88.6663,6.33309,3.80991,159.409,0.761163,0.143157,58.7698,7.12226,208.11,158.472,4.06,True,0.0304965,0.710195,185.168,0.0520087
8,2,22,4.4,5,0.916667,80,0.93879,0.615893,186.212,20.23,0.479614,9.26527,40.7672,8.15344,7.47398,10.9945,0.98859,0.0382891,17.7726,8.25269,207.838,195.116,4.08,True,0.0304965,0.710195,185.168,0.0382891
8,2,23,3.54865,13.0482,0.640142,42.8074,0.791493,0.614404,185.761,20.23,0.985621,23.6083,83.7778,6.42066,4.11013,146.693,0.793581,0.125383,52.5353,6.89052,208.107,164.716,4.06,True,0.0304965,0.710195,185.168,0.0382891
8,2,24,3.67149,15.5572,0.916667,43.5295,0.809113,0.614978,185.935,20.23,0.939131,21.7421,79.8261,5.13114,4.70354,118.549,0.803066,0.0964345,36.4683,8.47423,208.078,168.358,4.06,True,0.030616,0.710195,185.168,0.0382891
8,2,25,4.4,13.5144,0.916667,80,0.870551,0.615866,186.203,20.23,0.881035,17.02,74.888,5.54136,5.07958,68.1523,0.862472,0.0715325,18.4328,8.22457,207.966,181.045,4.08,True,0.0306943,0.710195,185.168,0.0382891
8,2,26,3.90754,15.5986,0.522666,45.164,0.69925,0.613342,185.44,20.23,1.13214,24.6272,96.2317,6.16926,3.22446,183.357,0.69779,0.192694,77.1574,8.30573,208.148,145.547,4.06,True,0.0316977,0.69925,185.168,0.0382891
8,3,27,1.77977,5,0.916667,40,1.02249,0.614522,185.797,20.23,0.424093,20.2542,36.0479,7.20959,6.60879,46.4581,1.09947,0.0603329,42.5023,33.5372,208.535,213.226,4.06,True,0.0316977,0.69925,185.168,0.0382891
8,3,28,4.12213,5,0.916667,40,0.886573,0.615424,186.07,20.23,0.476665,9.82904,40.5166,8.10331,7.42804,12.2972,0.966413,0.0419761,18.0147,12.0341,208.001,184.408,4.06,True,0.0317576,0.69925,185.168,0.0382891
