strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
random,6,0,0,3.06068,9.57694,0.496045,54.9799,0.792619,0.614051,185.655,20.23,0.888295,24.6694,75.5051,7.88405,3.91084,144.359,0.789846,0.138166,65.7516,7.56349,208.127,164.965,4.08,True,True,0.014605,0.792619,185.655,0.138166
random,6,0,1,4.36359,13.4368,0.699549,53.1985,0.79985,0.615261,186.02,20.23,0.984594,19.1793,83.6905,6.22847,4.35712,96.7141,0.79409,0.106414,32.2891,5.61817,208.025,166.389,4.08,True,True,0.017548,0.792619,185.655,0.106414
random,6,0,2,3.47176,6.63963,0.284486,74.0077,0.729819,0.613855,185.596,20.23,0.812547,19.8938,69.0665,10.4022,2.95927,85.8721,0.731252,0.226525,76.9636,7.29056,208.095,151.872,4.08,False,True,0.017548,0.792619,185.655,0.106414
random,6,0,3,1.5258,18.0502,0.801335,71.4084,0.765304,0.607689,183.731,20.23,0.954136,53.1535,81.1015,4.4931,3.60048,719.852,0.772376,0.158014,232.766,20.6872,208.543,159.599,4.06,False,True,0.017548,0.792619,185.655,0.106414
random,6,0,4,1.63944,7.76586,0.816577,57.2998,0.79751,0.613517,185.493,20.23,0.585985,30.3815,49.8087,6.41381,5.23737,144.436,0.784644,0.0849812,72.4933,27.7294,208.398,166.199,4.04,True,True,0.019659,0.792619,185.493,0.0849812
random,6,0,5,3.31966,6.63043,0.374224,59.8907,0.795222,0.614602,185.821,20.23,0.775106,19.8466,65.884,9.93661,3.71852,81.5274,0.795446,0.152148,55.1286,6.50188,208.066,165.458,4.08,True,True,0.019659,0.792619,185.493,0.0849812
random,6,0,6,3.70245,12.1981,0.321253,74.6474,0.628819,0.611897,185.004,20.23,1.09169,25.0628,92.7938,7.60724,2.44385,183.117,0.625349,0.299196,112.858,9.97646,208.195,130.917,4.08,False,True,0.019659,0.792619,185.493,0.0849812
random,6,0,7,1.90501,10.8621,0.641233,52.766,0.808401,0.611198,184.792,20.23,0.823906,36.762,70.032,6.44737,4.13427,297.334,0.80646,0.128795,121.94,13.9845,208.379,168.454,4.06,False,True,0.019659,0.792619,185.493,0.0849812
random,6,0,8,2.71236,16.8262,0.552757,61.5699,0.718785,0.610919,184.708,20.23,1.12024,35.1062,95.2207,5.65907,3.12809,368.68,0.716871,0.199136,139.545,12.6126,208.292,149.717,4.06,False,True,0.019659,0.792619,185.493,0.0849812
random,6,1,9,4.31442,8.67978,0.846527,54.4742,0.879287,0.615649,186.138,20.23,0.703236,13.8547,59.775,6.8867,5.82978,36.0467,0.883514,0.0624223,16.0294,10.8176,207.988,182.881,4.08,True,True,0.0199579,0.792619,185.493,0.0624223
random,6,1,10,2.40492,16.7505,0.293664,74.6662,0.551228,0.609872,184.391,20.23,1.21183,42.8311,103.005,6.14938,1.80585,593.646,0.548561,0.425887,299.362,27.4978,208.553,114.96,4.08,False,True,0.0199579,0.792619,185.493,0.0624223
random,6,1,11,3.90053,16.9295,0.289838,49.5522,0.544917,0.61117,184.784,20.23,1.25575,27.3652,106.739,6.30488,1.8274,251.113,0.545071,0.474222,171.554,17.0352,208.323,113.519,4.06,False,True,0.0199579,0.792619,185.493,0.0624223
random,6,1,12,3.74795,10.8247,0.253542,67.7048,0.593136,0.611309,184.826,20.23,1.0613,24.0692,90.2101,8.33375,2.11296,164.183,0.592138,0.384737,132.879,12.4091,208.251,123.521,4.08,False,True,0.0199579,0.792619,185.493,0.0624223
random,6,1,13,3.81933,17.9817,0.350443,50.0782,0.55051,0.610958,184.72,20.23,1.2582,28.0015,106.947,5.94755,2.08428,263.438,0.549443,0.388159,155.204,14.9424,208.3,114.671,4.06,False,True,0.0199579,0.792619,185.493,0.0624223
random,6,1,14,3.93995,6.22412,0.432847,58.0705,0.829969,0.615353,186.048,20.23,0.72893,15.7259,61.9591,9.95467,4.30885,48.1376,0.827004,0.11157,28.7634,7.10522,208,172.633,4.08,True,True,0.0199579,0.792619,185.493,0.0624223
random,6,1,15,2.71319,12.2365,0.829123,65.2505,0.852289,0.615229,186.011,20.23,0.827805,25.9338,70.3634,5.75031,4.76772,148.672,0.863253,0.0926814,49.3016,10.6463,208.118,177.377,4.06,True,True,0.0199579,0.792619,185.493,0.0624223
