seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
4,1,10,4.4,14.1044,0.753681,40,0.799852,0.615204,186.003,20.23,0.983433,18.9981,83.5918,5.92665,4.4668,94.7843,0.790843,0.105433,31.9774,7.45869,208.038,166.4,4.08,True,0.0223039,0.769689,185.067,0.0506835
4,1,11,1.5,5,0.916667,40,1.00395,0.613679,185.542,20.23,0.410244,23.2471,34.8707,6.97414,6.39297,59.2039,1.06846,0.0640134,61.2006,36.4993,208.639,209.464,4.04,True,0.0223039,0.769689,185.067,0.0506835
4,1,12,4.4,14.8031,0.916667,80,0.862678,0.615797,186.183,20.23,0.927826,17.9239,78.8652,5.32762,4.88365,79.5977,0.854088,0.0772351,20.7422,7.98225,207.963,179.405,4.08,True,0.0223039,0.769689,185.067,0.0506835
4,1,13,4.4,5,0.59767,80,0.911227,0.615753,186.169,20.23,0.578812,11.1816,49.199,9.8398,5.88095,19.3247,0.911524,0.0559369,13.2589,8.74863,207.936,189.477,4.08,True,0.0223039,0.769689,185.067,0.0506835
4,1,14,4.4,18.3333,0.916667,40,0.79092,0.61515,185.987,20.23,1.0449,20.1856,88.8168,4.84455,4.44084,113.692,0.782329,0.105997,34.1444,6.97728,208.047,164.549,4.06,True,0.0225041,0.769689,185.067,0.0506835
4,1,15,4.4,13.2406,0.623241,80,0.825832,0.615629,186.132,20.23,1.01648,19.6365,86.4006,6.52545,4.06693,104.664,0.815895,0.112858,31.7977,5.25868,207.965,171.744,4.08,True,0.0225041,0.769689,185.067,0.0506835
4,1,16,3.4615,11.4737,0.727371,40,0.826802,0.61492,185.917,20.23,0.869362,21.3479,73.8958,6.44047,4.68461,105.799,0.828236,0.099192,37.8235,10.0584,208.09,172.049,4.06,True,0.0226785,0.769689,185.067,0.0506835
4,1,17,4.4,16.5836,0.657132,40,0.745643,0.614695,185.849,20.23,1.11102,21.4628,94.4365,5.69459,3.74209,136.667,0.739141,0.146732,48.8363,6.44526,208.078,155.152,4.06,True,0.0259873,0.745643,185.067,0.0506835
4,2,18,4.4,14.0845,0.655654,62.1078,0.795379,0.615342,186.045,20.23,1.03399,19.9748,87.889,6.24013,4.09137,110.166,0.786842,0.116865,35.5494,5.07774,208.015,165.451,4.06,True,0.0259873,0.745643,185.067,0.0506835
4,2,19,4.4,12.9893,0.855821,62.9943,0.844332,0.615699,186.153,20.23,0.889033,17.1745,75.5678,5.81771,4.97892,70.0252,0.838169,0.0792713,22.4405,8.64464,208.004,175.625,4.08,True,0.026238,0.745643,185.067,0.0506835
4,2,20,4.4,9.64145,0.91412,40,0.871299,0.615385,186.058,20.23,0.723776,13.982,61.521,6.38088,5.83289,37.7845,0.881253,0.0650562,16.2978,10.6309,207.981,181.213,4.08,True,0.0264512,0.745643,185.067,0.0506835
4,2,21,4.4,14.9638,0.813971,62.2737,0.821078,0.61552,186.099,20.23,0.983917,19.0075,83.6329,5.58902,4.54929,94.924,0.813444,0.0944336,28.4372,6.66689,208.007,170.79,4.08,True,0.0265976,0.745643,185.067,0.0506835
4,2,22,4.4,15.1493,0.627806,61.6184,0.772985,0.615162,185.991,20.23,1.08018,20.8672,91.8157,6.06071,3.80495,125.602,0.764008,0.134998,42.0232,5.41339,208.03,160.804,4.06,True,0.0266046,0.745643,185.067,0.0506835
4,2,23,4.4,5,0.581826,63.5208,0.895515,0.615652,186.139,20.23,0.585398,11.3088,49.7589,9.95177,5.7902,19.992,0.898933,0.0615138,13.0086,9.93526,207.957,186.229,4.08,True,0.0266046,0.745643,185.067,0.0506835
4,2,24,4.4,11.7719,0.628008,62.7313,0.815791,0.615463,186.082,20.23,0.951047,18.3725,80.839,6.86713,4.31262,85.7249,0.807801,0.105565,30.0076,5.75478,208.001,169.686,4.08,True,0.0266046,0.745643,185.067,0.0506835
4,2,25,4.33187,8.50218,0.916084,64.5847,0.8975,0.615613,186.127,20.23,0.668924,13.1256,56.8585,6.68752,6.12633,30.7741,0.902949,0.0550894,16.7761,10.133,207.966,186.649,4.08,True,0.0266046,0.745643,185.067,0.0506835
4,2,26,4.4,8.51893,0.595852,63.27,0.848227,0.615662,186.142,20.23,0.803335,15.519,68.2835,8.0155,4.77605,51.6644,0.84199,0.0867491,21.5468,7.56768,207.989,176.422,4.08,True,0.0266046,0.745643,185.067,0.0506835
4,3,27,3.24513,18.3333,0.916667,52.6045,0.785617,0.614479,185.784,20.23,1.01556,26.6006,86.3224,4.70849,4.31612,191.892,0.783978,0.111918,55.092,6.8869,208.12,163.502,4.06,True,0.026692,0.745643,185.067,0.0506835
4,3,28,3.35849,14.868,0.916667,61.1459,0.829294,0.615338,186.044,20.23,0.906713,22.948,77.0706,5.18365,4.75168,127.505,0.828664,0.0908694,37.6927,8.20316,208.067,172.549,4.06,True,0.0267456,0.745643,185.067,0.0506835
4,3,29,3.13234,10.4565,0.916667,80,0.89681,0.616055,186.261,20.23,0.731427,19.8482,62.1713,5.94571,5.45023,76.9454,0.907296,0.0659686,22.931,12.8378,208.008,186.543,4.08,True,0.0267456,0.745643,185.067,0.0506835
4,3,30,3.44218,18.3333,0.823734,46.4933,0.772221,0.614167,185.69,20.23,1.06585,26.3197,90.5971,4.94166,4.07061,197.163,0.772761,0.125861,59.236,7.2795,208.126,160.72,4.06,True,0.0268192,0.745643,185.067,0.0506835
4,3,31,3.08433,12.8048,0.916667,80,0.883581,0.615857,186.201,20.23,0.822941,22.6792,69.95,5.46279,5.00756,113.03,0.890288,0.0785857,31.6778,12.3486,208.006,183.79,4.08,True,0.0268192,0.745643,185.067,0.0506835
4,3,32,3.46881,16.4658,0.916667,52.2023,0.800936,0.614922,185.918,20.23,0.963834,23.6179,81.9259,4.97551,4.56088,143.567,0.800254,0.100334,42.3622,6.65907,208.086,166.664,4.06,True,0.0269219,0.745643,185.067,0.0506835
4,3,33,3.28281,8.29162,0.916667,80,0.908925,0.615736,186.164,20.23,0.639023,16.5459,54.317,6.55083,6.00492,46.7159,0.926444,0.0544464,18.1838,11.3728,207.984,189.042,4.08,True,0.0269219,0.745643,185.067,0.0506835
4,3,34,3.08597,5,0.569351,80,0.908838,0.615951,186.229,20.23,0.57026,15.7073,48.4721,9.69443,5.51953,37.5702,0.921572,0.0653263,18.2936,13.359,207.972,189.013,4.08,True,0.0269219,0.745643,185.067,0.0506835
4,3,35,4.4,14.4135,0.916667,40,0.824557,0.615332,186.042,20.23,0.914701,17.6704,77.7496,5.39422,4.9447,76.2674,0.821372,0.087215,25.38,9.23071,208.024,171.528,4.08,True,0.0270111,0.745643,185.067,0.0506835
