strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
heuristic,8,0,0,2.44822,18.1637,0.462474,71.542,0.665372,0.608949,184.112,20.23,1.18017,40.9743,100.314,5.52279,2.55414,529.098,0.666651,0.267544,215.368,17.8042,208.424,138.679,4.06,False,True,0,inf,inf,inf
heuristic,8,0,1,2.44822,18.1637,0.462474,80,0.687663,0.608851,184.082,20.23,1.17653,40.848,100.005,5.50576,2.54627,524.218,0.688707,0.267892,214.576,16.3693,208.4,143.309,4.06,False,True,0,inf,inf,inf
heuristic,8,0,2,2.44822,18.1637,0.462474,57.542,0.666655,0.609002,184.128,20.23,1.18576,41.1684,100.789,5.54894,2.56624,536.65,0.665383,0.266651,216.905,20.0856,208.46,138.971,4.06,False,True,0,inf,inf,inf
heuristic,8,0,3,2.44822,18.1637,0.695807,71.542,0.780687,0.611404,184.854,20.23,1.07585,37.3524,91.4469,5.0346,3.50311,400.826,0.787201,0.163434,132.135,11.0324,208.258,162.585,4.06,False,True,0,inf,inf,inf
heuristic,8,0,4,2.44822,18.1637,0.25,71.542,0.473026,0.611171,184.784,20.23,1.2617,43.8052,107.245,5.90435,1.47609,646.514,0.470719,0.539019,329.463,35.5346,208.599,98.6728,4.08,False,True,0,inf,inf,inf
heuristic,8,0,5,3.46322,18.1637,0.462474,71.542,0.602911,0.61153,184.893,20.23,1.21019,29.7026,102.867,5.66331,2.61913,285.11,0.604612,0.261831,123.795,10.7618,208.222,125.54,4.08,False,True,0,inf,inf,inf
heuristic,8,0,6,1.5,18.1637,0.462474,71.542,0.579494,0.608448,183.961,20.23,1.11525,63.1976,94.7965,5.21901,2.41366,1189.44,0.578854,0.262105,371.861,37.1738,208.744,120.966,4.06,False,True,0,inf,inf,inf
heuristic,8,0,7,2.44822,18.3333,0.462474,71.542,0.662735,0.608935,184.108,20.23,1.18406,41.1093,100.645,5.48971,2.53885,534.345,0.663917,0.269797,217.289,17.9754,208.427,138.132,4.06,False,True,0,inf,inf,inf
heuristic,8,0,8,2.44822,13.497,0.462474,71.542,0.745119,0.610125,184.468,20.23,1.04639,36.3296,88.9428,6.58981,3.04761,368.792,0.749699,0.208587,161.024,13.2193,208.319,155.222,4.06,False,True,0,inf,inf,inf
heuristic,8,1,9,2.44822,18.3333,0.462474,71.542,0.662735,0.608935,184.108,20.23,1.18406,41.1093,100.645,5.48971,2.53885,534.345,0.663917,0.269797,217.289,17.9754,208.427,138.132,4.06,False,True,0,inf,inf,inf
heuristic,8,1,10,2.44822,15.8304,0.462474,71.542,0.70397,0.609298,184.218,20.23,1.12017,38.8913,95.2144,6.01467,2.78163,452.436,0.70675,0.237919,189.443,15.4999,208.376,146.691,4.06,False,True,0,inf,inf,inf
heuristic,8,1,11,2.95572,18.1637,0.462474,71.542,0.635125,0.610271,184.512,20.23,1.19786,34.4478,101.818,5.60558,2.59243,379.574,0.638347,0.26508,161.533,13.4919,208.307,132.301,4.08,False,True,0,inf,inf,inf
heuristic,8,1,12,2.58097,6.42605,0.56931,49.6541,0.841878,0.614774,185.873,20.23,0.656962,21.6359,55.8418,8.68991,4.94725,82.1222,0.841119,0.0915045,41.8631,15.6921,208.163,175.248,4.06,True,True,0.00976855,0.841878,185.873,0.0915045
heuristic,8,1,13,2.58097,6.42605,0.802644,49.6541,0.842315,0.615086,185.968,20.23,0.565829,18.6346,48.0954,7.48445,6.00735,52.4681,0.848974,0.0615299,23.5495,17.3919,208.183,175.356,4.08,True,True,0.0112739,0.841878,185.873,0.0615299
heuristic,8,1,14,2.58097,11.0927,0.802644,49.6541,0.826157,0.614375,185.753,20.23,0.789116,25.9882,67.0749,6.04675,4.85339,142.319,0.828448,0.0935375,51.4393,12.339,208.194,172.001,4.06,True,True,0.0142735,0.826157,185.753,0.0615299
