strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
lhs,3,0,0,3.58754,10.4678,0.272199,41.5754,0.632105,0.61074,184.654,20.23,1.04372,24.7291,88.7166,8.47515,2.30692,170.439,0.631566,0.352062,142.312,13.6766,208.286,131.659,4.08,False,True,0,inf,inf,inf
lhs,3,0,1,2.53964,7.0618,0.481869,67.6003,0.855527,0.614754,185.867,20.23,0.732317,24.5102,62.247,8.8146,4.24748,117.479,0.866298,0.119545,63.9329,8.0619,208.113,178.046,4.08,True,True,0.00609886,0.855527,185.867,0.119545
lhs,3,0,2,2.32694,7.92086,0.409422,77.2036,0.848814,0.61259,185.213,20.23,0.809861,29.5832,68.8382,8.69075,3.55818,189.265,0.853344,0.16596,113.343,9.33922,208.193,176.717,4.06,True,True,0.00689354,0.848814,185.213,0.119545
lhs,3,0,3,2.99587,6.63452,0.828929,60.0486,0.893459,0.615269,186.023,20.23,0.579061,16.4294,49.2202,7.41881,6.14966,41.7384,0.9174,0.0568063,18.5117,16.3795,208.064,185.897,4.08,True,True,0.00689354,0.848814,185.213,0.0568063
lhs,3,0,4,2.84655,11.0561,0.718589,46.3414,0.826282,0.614335,185.741,20.23,0.837577,25.0106,71.194,6.43935,4.62724,139.908,0.821083,0.102218,51.1876,10.692,208.158,171.997,4.06,True,True,0.0120663,0.826282,185.213,0.0568063
lhs,3,0,5,2.30544,8.34316,0.318548,50.7622,0.768387,0.609166,184.178,20.23,0.887791,32.7323,75.4622,9.0448,2.8812,253.999,0.767499,0.238184,178.87,17.1722,208.41,160.14,4.06,False,True,0.0120663,0.826282,185.213,0.0568063
lhs,3,0,6,3.76428,12.1907,0.704235,69.1408,0.830089,0.615596,186.122,20.23,0.917335,20.7141,77.9735,6.39615,4.5044,105.106,0.823695,0.0971138,33.2893,7.23536,208.009,172.666,4.08,True,True,0.012385,0.826282,185.213,0.0568063
lhs,3,0,7,2.62533,16.2196,0.465292,73.2324,0.693806,0.609788,184.366,20.23,1.13636,36.7918,96.5907,5.95517,2.77089,410.759,0.697442,0.239479,172.728,13.9574,208.332,144.542,4.06,False,True,0.012385,0.826282,185.213,0.0568063
lhs,3,0,8,4.34679,13.1735,0.375793,73.7443,0.708254,0.613583,185.513,20.23,1.11621,21.8271,94.8779,7.20216,2.70652,142.006,0.702867,0.25025,74.4669,7.30495,208.106,147.392,4.06,False,True,0.012385,0.826282,185.213,0.0568063
lhs,3,1,9,1.95931,15.466,0.736627,76.4236,0.848697,0.610706,184.643,20.23,0.950239,41.2238,80.7703,5.22244,3.84699,431.218,0.851487,0.142458,148.417,11.9298,208.311,176.793,4.06,False,True,0.012385,0.826282,185.213,0.0568063
lhs,3,1,10,3.84981,6.23791,0.626244,54.6444,0.874862,0.615551,186.108,20.23,0.646974,14.2845,54.9928,8.8159,5.52091,35.2523,0.880141,0.0699119,17.3139,11.6781,208.005,181.976,4.08,True,True,0.0128658,0.826282,185.213,0.0568063
lhs,3,1,11,4.28492,15.8301,0.530028,43.2196,0.694348,0.613873,185.601,20.23,1.14162,22.6463,97.0377,6.12994,3.24904,156.346,0.689542,0.189978,65.9415,7.46685,208.118,144.507,4.06,True,True,0.025315,0.694348,185.213,0.0568063
lhs,3,1,12,3.92877,9.29855,0.870747,79.8374,0.897871,0.615805,186.185,20.23,0.716395,15.4994,60.8935,6.54872,5.70227,45.9569,0.896348,0.0589237,16.4255,9.90431,207.974,186.734,4.08,True,True,0.025315,0.694348,185.213,0.0568063
lhs,3,1,13,2.08818,13.7807,0.659794,63.0274,0.797425,0.611269,184.814,20.23,0.94413,38.431,80.251,5.82341,3.84225,372.361,0.801407,0.143384,134.09,12.8217,208.33,166.127,4.06,False,True,0.025315,0.694348,185.213,0.0568063
lhs,3,1,14,2.17974,11.889,0.442354,75.3371,0.784585,0.609383,184.243,20.23,0.980802,38.2468,83.3682,7.0122,3.10187,383.124,0.788492,0.204284,179.624,14.1623,208.358,163.475,4.06,False,True,0.025315,0.694348,185.213,0.0568063
lhs,3,1,15,3.17714,12.8715,0.347181,43.8145,0.67351,0.610206,184.492,20.23,1.10669,29.6079,94.0686,7.30826,2.53729,259.066,0.672853,0.29207,156.736,14.7163,208.325,140.309,4.08,False,True,0.025315,0.694348,185.213,0.0568063
lhs,3,1,16,2.71469,8.99786,0.326835,57.59,0.740154,0.610615,184.616,20.23,0.929068,29.0902,78.9708,8.77662,2.86851,209.946,0.740818,0.240034,141.407,13.2397,208.302,154.176,4.06,False,True,0.025315,0.694348,185.213,0.0568063
lhs,3,1,17,2.38898,10.6949,0.553576,77.8105,0.854306,0.613387,185.454,20.23,0.883899,31.4491,75.1315,7.02496,3.88885,233.448,0.857917,0.138315,97.6649,8.2054,208.155,177.828,4.08,True,True,0.025315,0.694348,185.213,0.0568063
lhs,3,2,18,1.51716,5.07781,0.397146,56.2563,0.786068,0.610239,184.502,20.23,0.595672,33.3731,50.6321,9.97126,3.96005,177.161,0.782629,0.145503,144.204,17.5698,208.462,163.865,4.06,True,True,0.0271035,0.694348,184.502,0.0568063
lhs,3,2,19,4.15149,11.595,0.857151,67.9348,0.860336,0.615827,186.192,20.23,0.827517,16.943,70.339,6.06632,5.19975,63.435,0.855204,0.0724013,20.3826,10.1771,208.003,178.953,4.08,True,True,0.0274625,0.694348,184.502,0.0568063
lhs,3,2,20,3.34257,18.2234,0.259392,57.945,0.477541,0.611445,184.867,20.23,1.28447,32.6636,109.18,5.9912,1.55407,365.95,0.479428,0.557718,234.611,24.6828,208.43,99.5337,4.08,False,True,0.0274625,0.694348,184.502,0.0568063
lhs,3,2,21,3.35558,8.07106,0.301598,70.5056,0.697705,0.612907,185.309,20.23,0.896273,22.7035,76.1832,9.43906,2.84681,123.365,0.701259,0.241193,94.9821,8.71789,208.152,145.229,4.08,False,True,0.0274625,0.694348,184.502,0.0568063
lhs,3,2,22,3.21535,16.8326,0.570743,54.0352,0.71441,0.612368,185.146,20.23,1.12964,29.8627,96.019,5.70434,3.25571,269.008,0.717897,0.18736,101.412,10.048,208.209,148.747,4.08,False,True,0.0274625,0.694348,184.502,0.0568063
lhs,3,2,23,1.77472,17.3446,0.645016,44.9744,0.724685,0.608149,183.87,20.23,1.04208,49.9106,88.5772,5.1069,3.29403,693.197,0.722702,0.177959,229.553,24.3774,208.574,151.151,4.06,False,True,0.0274625,0.694348,184.502,0.0568063
lhs,3,2,24,4.03309,12.7044,0.796385,52.0829,0.821008,0.615306,186.034,20.23,0.899356,18.9545,76.4453,6.01723,4.79204,86.2832,0.818507,0.0900426,28.7015,7.43819,208.035,170.798,4.08,True,True,0.0280152,0.694348,184.502,0.0568063
lhs,3,2,25,3.47516,14.0607,0.606035,40.6737,0.779999,0.613811,185.582,20.23,1.03834,25.397,88.2585,6.27699,3.80407,178.842,0.783718,0.145112,66.89,7.89044,208.144,162.352,4.06,True,True,0.0283012,0.694348,184.502,0.0568063
lhs,3,2,26,1.9012,17.0268,0.690644,71.3986,0.792244,0.609043,184.141,20.23,1.01365,45.3189,86.1603,5.06029,3.49486,555.925,0.797422,0.166191,188.628,15.7755,208.416,165.116,4.06,False,True,0.0283012,0.694348,184.502,0.0568063
lhs,3,3,27,1.6298,9.6739,0.58501,65.1189,0.794161,0.610245,184.504,20.23,0.774954,40.4167,65.8711,6.80916,3.98342,338.038,0.800892,0.139124,158.75,16.0773,208.434,165.53,4.06,False,True,0.0283012,0.694348,184.502,0.0568063
lhs,3,3,28,3.6469,15.2415,0.907764,62.1186,0.825356,0.61544,186.075,20.23,0.931634,21.714,79.1889,5.19562,4.71639,117.299,0.821435,0.0907137,34.0539,7.48553,208.043,171.71,4.06,True,True,0.0283012,0.694348,184.502,0.0568063
lhs,3,3,29,2.90596,14.6587,0.424761,63.6179,0.67285,0.610576,184.604,20.23,1.12134,32.7995,95.3138,6.50219,2.76187,322.136,0.671418,0.244953,148.868,13.2289,208.3,140.155,4.08,False,True,0.0283012,0.694348,184.502,0.0568063
lhs,3,3,30,1.98759,5.42885,0.514,52.4298,0.846784,0.613704,185.55,20.23,0.594619,25.4291,50.5426,9.31,4.78534,102.676,0.842004,0.101065,64.9002,19.9876,208.278,176.366,4.06,True,True,0.0283012,0.694348,184.502,0.0568063
lhs,3,3,31,4.17282,7.49861,0.778112,48.5081,0.880365,0.615421,186.069,20.23,0.666553,13.5776,56.657,7.55567,5.87916,32.8134,0.889584,0.0630288,15.7309,10.5134,207.985,183.103,4.08,True,True,0.0283849,0.694348,184.502,0.0568063
lhs,3,3,32,3.09003,5.89943,0.892261,59.3126,0.907725,0.615362,186.051,20.23,0.520433,14.316,44.2368,7.49849,6.69062,28.4824,0.94537,0.0481868,19.2102,15.0793,207.987,188.795,4.08,True,True,0.0283849,0.694348,184.502,0.0481868
lhs,3,3,33,1.69475,14.591,0.815881,49.5668,0.783378,0.609859,184.387,20.23,0.862146,43.2409,73.2824,5.02245,4.09772,430.465,0.78023,0.128853,150.592,17.8165,208.478,163.317,4.06,False,True,0.0283849,0.694348,184.502,0.0481868
lhs,3,3,34,2.65141,17.9303,0.50613,66.0971,0.681361,0.60987,184.391,20.23,1.1656,37.3672,99.0757,5.52559,2.79667,434.608,0.678117,0.236037,171.999,14.7903,208.348,141.96,4.06,False,True,0.0283849,0.694348,184.502,0.0481868
