strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
heuristic,7,0,0,3.31278,16.9629,0.767124,49.0083,0.772433,0.614048,185.654,20.23,1.04999,26.9408,89.2489,5.26143,4.03617,203.505,0.773219,0.127937,62.9451,7.50361,208.135,160.77,4.06,True,True,0.0187842,0.772433,185.654,0.127937
heuristic,7,0,1,3.31278,16.9629,0.916667,49.0083,0.796551,0.61462,185.827,20.23,0.975245,25.0231,82.8958,4.8869,4.47966,163.066,0.792868,0.105161,48.2114,6.79503,208.113,165.772,4.06,True,True,0.0209704,0.772433,185.654,0.105161
heuristic,7,0,2,4.32778,16.9629,0.916667,49.0083,0.803368,0.615243,186.015,20.23,1.00031,19.6468,85.0268,5.01253,4.59482,103.107,0.79901,0.0969947,30.9446,6.69974,208.035,167.129,4.08,True,True,0.0216986,0.772433,185.654,0.0969947
heuristic,7,0,3,4.32778,16.9629,0.916667,63.0083,0.820687,0.615535,186.103,20.23,1.00007,19.6419,85.0057,5.01129,4.59368,103.03,0.813148,0.0924129,29.0139,6.91771,208.011,170.712,4.08,True,True,0.0220278,0.772433,185.654,0.0924129
heuristic,7,0,4,4.32778,18.3333,0.916667,63.0083,0.810168,0.615467,186.083,20.23,1.0432,20.4891,88.6724,4.83668,4.43362,116.946,0.802186,0.0989202,31.9405,6.01516,208.014,168.526,4.08,True,True,0.0220278,0.772433,185.654,0.0924129
heuristic,7,0,5,4.32778,12.2962,0.916667,63.0083,0.856708,0.615787,186.18,20.23,0.833546,16.3713,70.8514,5.76206,5.28189,59.6576,0.852355,0.0712968,19.8731,10.0419,208.007,178.201,4.08,True,True,0.0227844,0.772433,185.654,0.0712968
heuristic,7,0,6,4.32778,16.9629,0.916667,63.0083,0.820687,0.615535,186.103,20.23,1.00007,19.6419,85.0057,5.01129,4.59368,103.03,0.813148,0.0924129,29.0139,6.91771,208.011,170.712,4.08,True,True,0.0227844,0.772433,185.654,0.0712968
heuristic,7,0,7,4.32778,7.62952,0.916667,63.0083,0.908315,0.615682,186.148,20.23,0.625599,12.2871,53.176,6.96977,6.38895,25.2212,0.920312,0.0516722,17.0902,10.4176,207.944,188.878,4.08,True,True,0.0227844,0.772433,185.654,0.0516722
heuristic,7,0,8,4.32778,7.62952,0.683333,63.0083,0.873033,0.615828,186.192,20.23,0.713531,14.0142,60.6501,7.94941,5.4321,37.421,0.870999,0.0685145,16.3705,10.1178,207.989,181.582,4.08,True,True,0.0228386,0.772433,185.654,0.0516722
heuristic,7,1,9,4.4,7.62952,0.916667,63.0083,0.907856,0.61569,186.15,20.23,0.626572,12.1042,53.2586,6.9806,6.39888,24.5139,0.919439,0.0514931,17.0125,10.3361,207.941,188.781,4.08,True,True,0.0228386,0.772433,185.654,0.0514931
