seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
9,1,14,4.35388,6.00628,0.916667,80,0.935037,0.615916,186.219,20.23,0.538668,10.5163,45.7867,7.62314,6.98788,15.908,0.964679,0.0421189,17.4992,8.39066,207.866,194.363,4.08,True,0.0211688,0.77611,184.488,0.0394952
9,1,15,2.5138,8.05183,0.558475,40,0.868142,0.613606,185.52,20.23,0.757609,25.6172,64.3968,7.99778,4.46656,132.764,0.868864,0.112724,64.4397,11.7867,208.218,180.763,4.06,True,0.0211688,0.77611,184.488,0.0394952
9,1,16,4.4,5,0.916667,40,0.894333,0.61545,186.078,20.23,0.479676,9.26646,40.7724,8.15449,7.47495,10.9988,0.965704,0.0422252,17.7532,11.4928,207.997,186.019,4.08,True,0.0211688,0.77611,184.488,0.0394952
9,1,17,4.4,18.3333,0.916667,79.7632,0.83931,0.615647,186.137,20.23,1.04392,20.1666,88.7331,4.83999,4.43665,113.371,0.829841,0.0937648,27.7162,6.91904,207.964,174.546,4.08,True,0.0211848,0.77611,184.488,0.0394952
9,2,18,4.4,10.6922,0.758067,40,0.836475,0.615374,186.055,20.23,0.837662,16.1821,71.2013,6.65916,5.04809,58.5745,0.834718,0.0844182,22.5387,9.56274,208.012,173.996,4.08,True,0.0213194,0.77611,184.488,0.0394952
9,2,19,4.4,5,0.786945,40,0.89997,0.615489,186.089,20.23,0.517068,9.98881,43.9508,8.79015,6.91736,13.7767,0.945425,0.0481187,16.3796,11.3013,207.951,187.15,4.08,True,0.0213194,0.77611,184.488,0.0394952
9,2,20,4.4,13.7046,0.738924,40,0.801114,0.615211,186.005,20.23,0.975512,18.8451,82.9185,6.05042,4.47081,92.5121,0.792081,0.105343,31.6843,7.52455,208.037,166.661,4.08,True,0.022122,0.77611,184.488,0.0394952
9,2,21,4.4,7.95032,0.777518,40,0.871679,0.615381,186.057,20.23,0.694281,13.4123,59.0139,7.42284,5.77139,33.3509,0.881442,0.0664054,15.3218,10.361,207.978,181.29,4.08,True,0.0221887,0.77611,184.488,0.0394952
9,2,22,4.4,5,0.745221,80,0.930778,0.615921,186.22,20.23,0.529401,10.2271,44.9991,8.99982,6.70686,14.7862,0.950219,0.0451534,15.7992,8.41961,207.885,193.495,4.08,True,0.0221887,0.77611,184.488,0.0394952
9,2,23,4.4,18.3333,0.704024,80,0.794662,0.615371,186.054,20.23,1.1338,21.903,96.373,5.25671,3.70085,145.248,0.784986,0.135673,41.8805,4.76439,207.993,165.284,4.06,True,0.0221887,0.77611,184.488,0.0394952
9,2,24,4.4,12.5014,0.631465,80,0.835949,0.615671,186.144,20.23,0.980152,18.9348,83.3129,6.66428,4.20826,93.8386,0.826185,0.10528,28.7617,6.34402,207.959,173.843,4.08,True,0.0221887,0.77611,184.488,0.0394952
9,2,25,4.4,6.59948,0.785265,40,0.889427,0.615307,186.034,20.23,0.616422,11.9082,52.3959,7.9394,6.23453,23.3419,0.909784,0.0578963,15.8867,11.2378,207.953,184.959,4.08,True,0.0222019,0.77611,184.488,0.0394952
9,2,26,4.4,11.9726,0.741156,40,0.819815,0.615317,186.037,20.23,0.90268,17.4381,76.7278,6.40863,4.74979,73.2998,0.814231,0.0943019,26.6408,8.8888,208.023,170.541,4.08,True,0.0223858,0.77611,184.488,0.0394952
9,3,27,2.87699,5,0.916667,80,0.913091,0.615792,186.181,20.23,0.457182,13.5074,38.8605,7.7721,7.12442,22.274,0.947454,0.0413355,20.1756,13.0381,207.821,189.759,4.1,True,0.0223858,0.77611,184.488,0.0394952
9,3,28,2.9806,17.903,0.916667,80,0.842633,0.615129,185.981,20.23,0.991313,28.27,84.2616,4.70655,4.31434,211.559,0.846984,0.106956,56.2385,5.40293,208.034,175.297,4.08,True,0.0223858,0.77611,184.488,0.0394952
9,3,29,3.24724,5,0.490495,80,0.904093,0.616071,186.265,20.23,0.602853,15.7803,51.2425,10.2485,5.02683,40.0876,0.912842,0.0784925,21.263,12.714,207.958,188.013,4.08,True,0.0223858,0.77611,184.488,0.0394952
9,3,30,3.00914,8.00367,0.916667,40,0.846571,0.615026,185.949,20.23,0.619153,17.4894,52.628,6.57549,6.02753,50.5727,0.863633,0.0611058,19.374,14.303,208.112,176.182,4.08,True,0.0227172,0.77611,184.488,0.0394952
9,3,31,2.96885,13.6669,0.916667,80,0.879309,0.615776,186.176,20.23,0.850691,24.3558,72.3087,5.29079,4.84989,134.755,0.886764,0.0845911,37.8671,12.6155,208.013,182.908,4.06,True,0.0227172,0.77611,184.488,0.0394952
9,3,32,3.21257,18.3333,0.916667,40,0.80821,0.614081,185.664,20.23,1.01458,26.8445,86.2397,4.70398,4.31198,195.239,0.815111,0.115234,58.3642,7.65624,208.153,168.231,4.06,True,0.0227172,0.77611,184.488,0.0394952
9,3,33,2.98678,5,0.916667,40,0.820081,0.615478,186.086,20.23,0.459601,13.0797,39.0661,7.81322,7.16212,20.9963,0.856747,0.0416165,19.8991,17.3303,208.081,170.643,4.06,True,0.0248924,0.77611,184.488,0.0394952
9,3,34,3.31222,5,0.431063,80,0.893533,0.615998,186.244,20.23,0.626972,16.0897,53.2926,10.6585,4.59449,43.3423,0.898148,0.0945062,26.036,12.2188,207.948,185.809,4.08,True,0.0248924,0.77611,184.488,0.0394952
9,3,35,3.15729,5,0.563836,80,0.90938,0.615933,186.224,20.23,0.573663,15.444,48.7613,9.75227,5.49868,36.5383,0.922471,0.0655958,17.7309,13.0482,207.969,189.122,4.08,True,0.0248924,0.77611,184.488,0.0394952
