strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
heuristic,4,0,0,4.23486,11.8177,0.900829,43.2334,0.844868,0.615378,186.056,20.23,0.819666,16.4519,69.6716,5.89553,5.31086,59.2432,0.846869,0.0763629,21.3374,9.20472,208.018,175.748,4.08,True,True,0.00991382,0.844868,186.056,0.0763629
heuristic,4,0,1,4.4,11.8177,0.900829,43.2334,0.846596,0.615408,186.065,20.23,0.82249,15.889,69.9116,5.91584,5.32916,55.4489,0.848166,0.0755879,20.3805,9.21701,208.009,176.1,4.08,True,True,0.00994943,0.844868,186.056,0.0755879
heuristic,4,0,2,4.4,16.4844,0.900829,43.2334,0.803246,0.615222,186.009,20.23,0.993795,19.1983,84.4726,5.12441,4.61621,97.8119,0.798412,0.0978064,30.3099,7.58283,208.036,167.104,4.08,True,True,0.0177132,0.803246,186.009,0.0755879
heuristic,4,0,3,4.4,7.15103,0.900829,43.2334,0.898599,0.615418,186.068,20.23,0.607099,11.728,51.6034,7.21621,6.50057,22.2987,0.923281,0.0533402,17.0132,11.3504,207.944,186.859,4.08,True,True,0.0177132,0.803246,186.009,0.0533402
heuristic,4,0,4,4.4,7.15103,0.916667,43.2334,0.899858,0.615435,186.073,20.23,0.601867,11.627,51.1587,7.15403,6.55786,21.7272,0.926266,0.0525417,17.1461,11.3007,207.942,187.119,4.08,True,True,0.0177132,0.803246,186.009,0.0525417
heuristic,4,0,5,4.4,7.15103,0.916667,57.2334,0.910454,0.615732,186.163,20.23,0.601921,11.628,51.1633,7.15467,6.55845,21.733,0.928965,0.0504564,17.205,10.5437,207.931,189.312,4.08,True,True,0.0177132,0.803246,186.009,0.0504564
heuristic,4,0,6,4.4,11.8177,0.916667,57.2334,0.856488,0.615672,186.145,20.23,0.815751,15.7588,69.3388,5.86737,5.37842,54.0971,0.853856,0.0705992,19.2766,9.69154,208.008,178.156,4.08,True,True,0.0178931,0.803246,186.009,0.0504564
heuristic,4,0,7,4.4,5,0.916667,57.2334,0.923731,0.615715,186.158,20.23,0.479792,9.2687,40.7823,8.15646,7.47675,11.0068,0.976902,0.0408248,17.7857,10.9969,207.906,192.049,4.08,True,True,0.0178931,0.803246,186.009,0.0408248
heuristic,4,0,8,3.385,5,0.916667,57.2334,0.910621,0.615512,186.096,20.23,0.466826,11.7224,39.6802,7.93604,7.27471,17.1299,0.980611,0.0412366,19.1406,14.4534,207.911,189.328,4.08,True,True,0.0178931,0.803246,186.009,0.0408248
heuristic,4,1,9,3.385,5,0.683333,57.2334,0.902325,0.615315,186.037,20.23,0.537151,13.4883,45.6578,9.13156,6.2399,26.0962,0.932572,0.0556031,16.2124,13.8389,207.991,187.676,4.08,True,True,0.0178931,0.803246,186.009,0.0408248
heuristic,4,1,10,3.385,5,0.916667,71.2334,0.936218,0.615876,186.206,20.23,0.46672,11.7197,39.6712,7.93424,7.27305,17.1182,1.00162,0.0401931,19.1427,13.0816,207.836,194.58,4.1,True,True,0.0178931,0.803246,186.009,0.0401931
heuristic,4,1,11,3.385,5,0.916667,43.2334,0.861756,0.615389,186.059,20.23,0.466728,11.7199,39.6719,7.93438,7.27318,17.1191,0.93169,0.0412714,19.0897,14.3381,208.008,179.252,4.06,True,True,0.0187958,0.803246,186.009,0.0401931
heuristic,4,1,12,4.02774,12.2526,0.851477,59.0861,0.842624,0.615576,186.116,20.23,0.854965,18.0429,72.672,5.93118,5.05026,74.3239,0.8389,0.0795389,24.3804,8.5392,208.024,175.287,4.08,True,True,0.0188368,0.803246,186.009,0.0401931
heuristic,4,1,13,4.4,12.2526,0.851477,59.0861,0.845756,0.615625,186.131,20.23,0.861727,16.647,73.2468,5.97808,5.0902,63.7691,0.840879,0.0773674,21.6183,8.60744,208.009,175.925,4.08,True,True,0.0188368,0.803246,186.009,0.0401931
heuristic,4,1,14,4.4,16.9192,0.851477,59.0861,0.806469,0.61539,186.059,20.23,1.03277,19.9512,87.7855,5.18851,4.41789,109.777,0.798991,0.100836,31.7056,5.87513,208.019,167.761,4.08,True,True,0.0188368,0.803246,186.009,0.0401931
heuristic,4,1,15,4.4,7.58589,0.851477,59.0861,0.897143,0.615614,186.127,20.23,0.647023,12.4993,54.9969,7.2499,6.17313,26.9936,0.905697,0.0555863,16.3601,10.3554,207.96,186.569,4.08,True,True,0.0188368,0.803246,186.009,0.0401931
heuristic,4,1,16,4.4,7.58589,0.851477,73.0861,0.906284,0.615718,186.159,20.23,0.646742,12.4939,54.973,7.24675,6.17044,26.9584,0.909696,0.0525896,16.3442,9.57811,207.95,188.462,4.08,True,True,0.0188368,0.803246,186.009,0.0401931
heuristic,4,1,17,4.4,7.58589,0.916667,73.0861,0.914907,0.615775,186.176,20.23,0.624211,12.0586,53.0579,6.9943,6.41144,24.2379,0.923115,0.0493787,17.013,9.77897,207.932,190.239,4.08,True,True,0.0188368,0.803246,186.009,0.0401931
heuristic,4,2,18,3.385,7.58589,0.916667,73.0861,0.915795,0.615647,186.137,20.23,0.607325,15.2504,51.6226,6.80509,6.238,37.7184,0.940493,0.0523311,18.2931,12.7171,207.981,190.468,4.08,True,True,0.0188368,0.803246,186.009,0.0401931
heuristic,4,2,19,4.4,12.2526,0.916667,73.0861,0.869008,0.615836,186.194,20.23,0.832802,16.0882,70.7882,5.77743,5.29597,57.5609,0.862749,0.0678758,17.7234,9.2694,207.987,180.742,4.08,True,True,0.0188368,0.803246,186.009,0.0401931
heuristic,4,2,20,4.4,5,0.916667,73.0861,0.940583,0.615834,186.194,20.23,0.479707,9.26707,40.7751,8.15502,7.47544,11.0009,0.986764,0.0389397,17.8143,9.38881,207.853,195.503,4.08,True,True,0.0188368,0.803246,186.009,0.0389397
heuristic,4,2,21,4.4,5,0.683333,73.0861,0.920492,0.615818,186.189,20.23,0.549687,10.619,46.7234,9.34468,6.38553,16.5519,0.931328,0.0500536,14.8698,9.93744,207.917,191.386,4.08,True,True,0.0188368,0.803246,186.009,0.0389397
heuristic,4,2,22,4.4,5,0.916667,80,0.93879,0.615893,186.212,20.23,0.479614,9.26527,40.7672,8.15344,7.47398,10.9945,0.98859,0.0382891,17.7726,8.25269,207.838,195.116,4.08,True,True,0.0188368,0.803246,186.009,0.0382891
heuristic,4,2,23,4.4,5,0.916667,66,0.935339,0.615778,186.177,20.23,0.479767,9.26823,40.7802,8.15605,7.47638,11.0051,0.982239,0.0397429,17.7999,10.7213,207.873,194.432,4.08,True,True,0.0188368,0.803246,186.009,0.0382891
heuristic,4,2,24,4.30991,17.387,0.368462,64.3541,0.648463,0.612099,185.065,20.23,1.24144,24.4837,105.523,6.06904,2.23621,198.724,0.646516,0.34375,108.549,10.5905,208.201,135.011,4.06,False,True,0.0188368,0.803246,186.009,0.0382891
heuristic,4,2,25,4.30991,18.3333,0.368462,64.3541,0.643274,0.611983,185.029,20.23,1.26199,24.889,107.269,5.85104,2.15589,208.756,0.641796,0.362714,114.445,11.1627,208.213,133.938,4.06,False,True,0.0188368,0.803246,186.009,0.0382891
heuristic,4,2,26,4.30991,12.7204,0.368462,64.3541,0.686522,0.61338,185.452,20.23,1.10398,21.7727,93.8382,7.37701,2.71815,139.75,0.680921,0.253888,77.1244,7.87469,208.125,142.882,4.06,False,True,0.0188368,0.803246,186.009,0.0382891
heuristic,4,3,27,4.4,17.387,0.368462,64.3541,0.656914,0.612222,185.102,20.23,1.24235,24,105.6,6.07349,2.23785,191.089,0.654896,0.343619,104.712,10.3026,208.193,136.765,4.06,False,True,0.0188368,0.803246,186.009,0.0382891
heuristic,4,3,28,3.29491,17.387,0.368462,64.3541,0.557663,0.610475,184.573,20.23,1.22728,31.6607,104.319,5.99982,2.2107,328.514,0.557956,0.342877,168.556,15.3659,208.329,116.177,4.08,False,True,0.0188368,0.803246,186.009,0.0382891
heuristic,4,3,29,4.30991,17.387,0.601795,64.3541,0.736472,0.614663,185.84,20.23,1.1519,22.7178,97.9117,5.63131,3.38889,158.751,0.727427,0.167555,55.6018,6.19629,208.062,153.232,4.06,True,True,0.0266348,0.736472,185.84,0.0382891
heuristic,4,3,30,4.30991,17.387,0.601795,78.3541,0.763773,0.614924,185.919,20.23,1.1502,22.6843,97.7671,5.62299,3.38389,158.049,0.754766,0.162778,52.2548,5.45471,208.027,158.885,4.06,True,True,0.0268234,0.736472,185.84,0.0382891
heuristic,4,3,31,4.30991,17.387,0.601795,50.3541,0.70975,0.614269,185.721,20.23,1.15326,22.7446,98.027,5.63794,3.39289,159.313,0.702077,0.172617,58.7691,6.83318,208.093,147.694,4.06,True,True,0.0298088,0.70975,185.721,0.0382891
heuristic,4,3,32,4.30991,18.3333,0.601795,50.3541,0.69805,0.614039,185.651,20.23,1.17621,23.1972,99.9779,5.45334,3.28179,169.015,0.690339,0.183247,63.1721,7.14587,208.105,145.268,4.06,True,True,0.0309915,0.69805,185.651,0.0382891
