strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
lhs,9,0,0,4.24934,14.5234,0.405497,74.6916,0.702154,0.613431,185.467,20.23,1.14827,22.9689,97.6028,6.72038,2.7251,161.768,0.696785,0.245602,78.0187,7.46883,208.112,146.127,4.06,False,True,0,inf,inf,inf
lhs,9,0,1,2.16732,5.40171,0.308141,63.4242,0.819658,0.611459,184.871,20.23,0.68638,26.9191,58.3423,10.8007,3.32814,132.818,0.817115,0.19495,128.313,12.3452,208.288,170.725,4.06,True,True,0.00651448,0.819658,184.871,0.19495
lhs,9,0,2,2.46452,15.5788,0.463242,68.8165,0.702901,0.609444,184.262,20.23,1.1144,38.4351,94.7242,6.08033,2.81666,439.608,0.703726,0.234097,184.569,15.4892,208.374,146.466,4.06,False,True,0.00651448,0.819658,184.871,0.19495
lhs,9,0,3,3.51344,15.0627,0.879939,79.1282,0.85252,0.615692,186.151,20.23,0.934136,22.5994,79.4015,5.27139,4.6385,127.401,0.846925,0.0897814,33.4355,9.66135,207.986,177.312,4.08,True,True,0.0107229,0.819658,184.871,0.0897814
lhs,9,0,4,2.84402,8.0721,0.374089,51.3992,0.795517,0.612463,185.175,20.23,0.86252,25.7784,73.3142,9.08242,3.39764,153.056,0.798196,0.182574,96.6177,10.0188,208.208,165.633,4.08,True,True,0.0135863,0.795517,184.871,0.0897814
lhs,9,0,5,3.16913,12.4879,0.731709,70.0153,0.838848,0.615422,186.069,20.23,0.900345,24.1484,76.5294,6.12827,4.4841,140.202,0.83923,0.100757,44.6225,7.72951,208.047,174.519,4.06,True,True,0.0147049,0.795517,184.871,0.0897814
lhs,9,0,6,1.99277,12.0693,0.570218,57.1617,0.785509,0.610326,184.528,20.23,0.921662,39.3128,78.3413,6.49094,3.70125,380.372,0.78449,0.153918,150.333,15.1854,208.393,163.695,4.06,False,True,0.0147049,0.795517,184.871,0.0897814
lhs,9,0,7,1.66729,5.33714,0.539442,54.8823,0.825285,0.612904,185.308,20.23,0.561923,28.6473,47.7635,8.94927,4.82761,123.144,0.818677,0.100995,81.3624,23.031,208.369,171.964,4.06,True,True,0.0158114,0.795517,184.871,0.0897814
lhs,9,0,8,4.03929,16.1878,0.764906,54.3753,0.778414,0.615045,185.955,20.23,1.04682,22.0285,88.9794,5.49669,4.20445,135.646,0.773222,0.114198,40.8635,5.64114,208.051,161.95,4.06,True,True,0.0207566,0.778414,184.871,0.0897814
lhs,9,1,9,4.14814,13.1619,0.691986,71.971,0.824504,0.615628,186.132,20.23,0.972153,19.9205,82.633,6.27818,4.34441,103.016,0.815942,0.10167,31.3819,6.36412,207.989,171.488,4.08,True,True,0.0207664,0.778414,184.871,0.0897814
