arm_name,print_id,metric,observed,observed_sem,predicted,predicted_sem
4_0,bag26v,e_reb_mJ,7.71451,0.16466,6.33758,3.06236
4_0,bag26v,t180,1.06162,0.00051,1.04302,0.04363
1_0,6nheas,e_reb_mJ,13.07036,0.27512,8.00201,1.95347
1_0,6nheas,t180,0.99701,0.00032,1.00378,0.04197
6_0,nvxsrv,e_reb_mJ,8.20205,0.18474,6.94646,4.53160
6_0,nvxsrv,t180,1.02755,0.00044,0.99811,0.04934
5_0,bpx68c,e_reb_mJ,6.18044,0.13997,11.31188,4.53283
5_0,bpx68c,t180,1.01107,0.00023,1.00614,0.05844
0_0,6lhxfy,e_reb_mJ,13.92846,0.34529,9.80106,4.79554
0_0,6lhxfy,t180,0.89308,0.00041,0.99408,0.03899
3_0,autv5r,e_reb_mJ,8.83094,0.18508,11.90184,5.83599
3_0,autv5r,t180,1.04043,0.00034,1.03630,0.06350
2_0,9hhbkp,e_reb_mJ,6.94742,0.14748,10.08512,5.07205
2_0,9hhbkp,t180,1.01834,0.00017,1.02673,0.05063
