specimen,trial_index,best_predicted,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,strut_infill_pct,tpu_infill_pct,scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,joint_d_print_mm,core_d_print_mm,shell_d_print_mm,footprint_d_mm,envelope_cm3,envelope_ok,cable_bridge_ok,pla_nozzle_temp_C,pla_flow_mm3_s,tpu_nozzle_temp_C,tpu_flow_mm3_s,pla_solid_g,tpu_solid_g,solid_g,printed_g_est,target_printed_g,printed_g_delta,footprint_meas_mm,plate_x_mm,plate_y_mm,struts_stl,cables_stl
0,37,True,40.0000,78.1753,78.9832,10.4622,3.0000,22,21,0.858556,34.3422,67.1179,8.9823,2.5757,6.0099,6.0099,8.7573,77.4417,248.6821,True,False,226.0000,29.5000,236.0000,2.6000,27.06,4.08,31.15,19.92,20.23,-0.31,95.8,63.3,265.3,per-specimen-stls/t3-prism-bo-round4-t37-struts.stl,per-specimen-stls/t3-prism-bo-round4-t37-cables.stl
1,38,False,25.0000,110.0000,40.0000,10.9217,5.5000,18,34,0.730336,18.2584,80.3370,7.9765,4.0168,5.1124,6.2079,8.5449,45.0618,84.1378,True,True,226.0000,29.5000,236.0000,2.6000,23.77,7.16,30.94,20.52,20.23,+0.29,64.3,253.9,163.1,per-specimen-stls/t3-prism-bo-round4-t38-struts.stl,per-specimen-stls/t3-prism-bo-round4-t38-cables.stl
2,39,False,40.0000,78.7391,80.0000,10.2155,3.0000,21,34,0.867424,34.6970,68.3002,8.8612,2.6023,6.0720,6.0720,8.8477,78.2416,258.3178,False,False,226.0000,29.5000,236.0000,2.6000,26.97,4.22,31.19,19.95,20.23,-0.28,96.6,63.3,163.1,per-specimen-stls/t3-prism-bo-round4-t39-struts.stl,per-specimen-stls/t3-prism-bo-round4-t39-cables.stl
3,40,False,25.0000,110.0000,40.0000,6.0000,5.5000,18,21,0.832904,20.8226,91.6194,4.9974,4.5810,5.8303,7.0797,9.7450,51.3901,124.7977,True,True,226.0000,29.5000,236.0000,2.6000,15.91,10.42,26.33,20.45,20.23,+0.22,70.3,167.3,163.1,per-specimen-stls/t3-prism-bo-round4-t40-struts.stl,per-specimen-stls/t3-prism-bo-round4-t40-cables.stl
4,41,False,40.0000,80.5353,80.0000,10.3499,3.0000,29,18,0.835558,33.4223,67.2919,8.6479,2.5067,5.8489,5.8489,8.5227,75.3673,236.1490,True,False,226.0000,29.5000,236.0000,2.6000,25.50,3.80,29.30,19.93,20.23,-0.30,93.8,167.3,57.8,per-specimen-stls/t3-prism-bo-round4-t41-struts.stl,per-specimen-stls/t3-prism-bo-round4-t41-cables.stl
5,42,False,25.0000,110.0000,40.0000,12.0000,5.5000,19,34,0.706026,17.6507,77.6629,8.4723,3.8831,4.9422,6.0012,8.2605,43.5618,76.0125,True,True,226.0000,29.5000,236.0000,2.6000,24.87,6.51,31.38,20.41,20.23,+0.18,62.8,253.9,265.3,per-specimen-stls/t3-prism-bo-round4-t42-struts.stl,per-specimen-stls/t3-prism-bo-round4-t42-cables.stl
6,43,False,40.0000,70.5933,80.0000,9.9716,3.0000,12,29,0.927356,37.0942,65.4651,9.2472,2.7821,6.4915,6.4915,9.4590,83.6475,282.9905,False,False,226.0000,29.5000,236.0000,2.6000,28.94,5.00,33.93,19.97,20.23,-0.26,102.0,63.3,57.8,per-specimen-stls/t3-prism-bo-round4-t43-struts.stl,per-specimen-stls/t3-prism-bo-round4-t43-cables.stl
7,44,False,25.0000,110.0000,40.0000,6.0000,5.5000,19,21,0.831978,20.7995,91.5176,4.9919,4.5759,5.8238,7.0718,9.7341,51.3331,124.3822,True,True,226.0000,29.5000,236.0000,2.6000,15.88,10.38,26.26,20.46,20.23,+0.23,70.2,167.3,265.3,per-specimen-stls/t3-prism-bo-round4-t44-struts.stl,per-specimen-stls/t3-prism-bo-round4-t44-cables.stl
8,45,False,25.0000,110.0000,40.0000,8.7618,5.5000,12,35,0.786057,19.6514,86.4663,6.8873,4.3233,5.5024,6.6815,9.1969,48.4998,104.9025,True,True,226.0000,29.5000,236.0000,2.6000,21.27,8.83,30.10,20.64,20.23,+0.41,67.5,253.9,57.8,per-specimen-stls/t3-prism-bo-round4-t45-struts.stl,per-specimen-stls/t3-prism-bo-round4-t45-cables.stl
