arm_name,print_id,metric,observed,observed_sem,predicted,predicted_sem
0_0,6lhxfy,e_reb_mJ,13.92846,0.34529,8.85671,2.93164
0_0,6lhxfy,t180,0.89308,0.00041,1.02961,0.10761
22_0,drran6,e_reb_mJ,4.76610,0.12009,7.13042,5.48565
22_0,drran6,t180,1.04708,0.00088,1.05439,0.09653
25_0,drran9,e_reb_mJ,5.20130,0.12435,13.33568,1.16461
25_0,drran9,t180,1.04249,0.00021,1.03407,0.01787
13_0,r2d2c6,e_reb_mJ,4.06643,0.09830,5.52489,2.28243
13_0,r2d2c6,t180,1.05485,0.00092,1.25454,0.08583
20_0,drran4,e_reb_mJ,9.09563,0.20901,7.47679,5.87779
20_0,drran4,t180,1.03436,0.00037,1.16499,0.10419
8_0,r2d2c1,e_reb_mJ,5.96517,0.14590,6.32680,1.81711
8_0,r2d2c1,t180,0.99415,0.00045,1.03953,0.06463
5_0,bpx68c,e_reb_mJ,6.18044,0.13997,6.61155,2.59094
5_0,bpx68c,t180,1.01107,0.00023,1.04493,0.05086
19_0,drran3,e_reb_mJ,4.23195,0.11016,5.79378,4.58837
19_0,drran3,t180,1.03891,0.00026,1.11806,0.09193
2_0,9hhbkp,e_reb_mJ,6.94742,0.14748,7.58778,2.31279
2_0,9hhbkp,t180,1.01834,0.00017,1.05467,0.05408
24_0,drran8,e_reb_mJ,11.22127,0.64617,10.68615,5.81892
24_0,drran8,t180,0.98044,0.00114,1.02880,0.08682
17_0,drran1,e_reb_mJ,18.09234,0.42966,6.79725,4.77319
17_0,drran1,t180,1.03259,0.00037,1.01580,0.09179
6_0,nvxsrv,e_reb_mJ,8.20205,0.18474,6.27820,2.42218
6_0,nvxsrv,t180,1.02755,0.00044,1.08492,0.08411
15_0,r2d2c8,e_reb_mJ,7.89260,0.18176,6.77133,3.43442
15_0,r2d2c8,t180,1.07043,0.00247,1.06198,0.09308
1_0,6nheas,e_reb_mJ,13.07036,0.27512,8.13293,2.19276
1_0,6nheas,t180,0.99701,0.00032,1.02031,0.09316
10_0,r2d2c3,e_reb_mJ,5.59153,0.13816,5.31890,2.30418
10_0,r2d2c3,t180,1.33365,0.00254,1.07512,0.04684
16_0,r2d2c9,e_reb_mJ,5.84132,0.14923,7.36868,3.16996
16_0,r2d2c9,t180,1.05299,0.00077,1.00283,0.06620
18_0,drran2,e_reb_mJ,11.75853,0.27956,4.71580,0.69783
18_0,drran2,t180,1.03454,0.00014,1.04559,0.02108
3_0,autv5r,e_reb_mJ,8.83094,0.18508,11.83717,2.80045
3_0,autv5r,t180,1.04043,0.00034,1.01705,0.07285
21_0,drran5,e_reb_mJ,4.96849,0.13705,9.00999,4.69889
21_0,drran5,t180,1.03733,0.00053,1.04811,0.07878
12_0,r2d2c5,e_reb_mJ,6.70613,0.13180,6.67906,3.35050
12_0,r2d2c5,t180,1.15155,0.00087,1.10941,0.12487
7_0,ajhby6,e_reb_mJ,6.09974,0.13724,7.40510,2.25700
7_0,ajhby6,t180,1.01266,0.00038,1.00102,0.06225
23_0,drran7,e_reb_mJ,8.17106,0.20147,8.10026,5.93482
23_0,drran7,t180,1.25129,0.00215,1.00013,0.07110
9_0,r2d2c2,e_reb_mJ,5.62455,0.15060,5.74032,2.09861
9_0,r2d2c2,t180,1.04107,0.00336,0.99646,0.07915
4_0,bag26v,e_reb_mJ,7.71451,0.16466,9.49076,2.51502
4_0,bag26v,t180,1.06162,0.00051,0.98211,0.06177
14_0,r2d2c7,e_reb_mJ,12.16638,0.30060,10.46112,4.42986
14_0,r2d2c7,t180,0.94838,0.00018,1.02323,0.09720
11_0,r2d2c4,e_reb_mJ,6.44300,0.15283,10.97213,2.79114
11_0,r2d2c4,t180,1.18468,0.00166,1.12015,0.09624
