specimen,drop_index,event_time,t180,e_rebound
corny1,0,2026-09-12T20:11:12,1.044515830912904,0.024679101231328014
corny1,1,2026-09-12T20:11:53,1.0449972636228786,0.025850611891835247
corny1,2,2026-09-12T20:12:34,1.0516719145923374,0.027046298019333396
corny1,3,2026-09-12T20:13:15,1.0438605178306724,0.02668563596729917
corny1,4,2026-09-12T20:13:56,1.0436895209911239,0.027438463301435966
corny1,5,2026-09-12T20:14:37,1.0435031366555227,0.027601610188576202
corny1,6,2026-09-12T20:15:18,1.0509491243073954,0.02962393455438771
corny1,7,2026-09-12T20:15:58,1.0439603507454955,0.028714199749844495
corny1,8,2026-09-12T20:16:39,1.0454153930351047,0.02903181669676724
corny1,9,2026-09-12T20:17:20,1.0452649908383767,0.029335882928089457
corny1,10,2026-09-12T20:18:01,1.0490203194844088,0.0299725368049604
corny1,11,2026-09-12T20:18:42,1.0482736283636662,0.03030696179176687
corny1,12,2026-09-12T20:19:23,1.0445933384421158,0.028808351082012802
corny1,13,2026-09-12T20:20:04,1.0408791933849721,0.029660242950438374
corny1,14,2026-09-12T20:20:45,1.0493631788220215,0.029935297657271202
corny1,15,2026-09-12T20:21:26,1.0455478053624616,0.030476538524504323
corny1,16,2026-09-12T20:22:07,1.0476257411173795,0.03099716274121059
corny1,17,2026-09-12T20:22:48,1.0438771951030434,0.03035147733885514
corny2,0,2026-09-12T20:27:50,1.0846407497071877,0.029258056522884386
corny2,1,2026-09-12T20:28:31,1.0846630230681544,0.030255064075260928
corny2,2,2026-09-12T20:29:12,1.084171889035382,0.02986274326008021
corny2,3,2026-09-12T20:29:53,1.086512324802058,0.030439353055920947
corny2,4,2026-09-12T20:30:35,1.0853312507588884,0.03061225205684459
corny2,5,2026-09-12T20:31:16,1.08963129712514,0.0318813273328435
corny2,6,2026-09-12T20:31:57,1.0928645213183361,0.032504334429794314
corny2,7,2026-09-12T20:32:38,1.0804601359725454,0.02927121686889267
corny2,8,2026-09-12T20:33:20,1.0862403387462554,0.030749855508183117
corny2,9,2026-09-12T20:34:01,1.086061658602733,0.031028548190480038
corny2,10,2026-09-12T20:34:42,1.0828854444343627,0.029832310774361017
corny2,11,2026-09-12T20:35:24,1.0828182889625202,0.03127414674604233
corny2,12,2026-09-12T20:36:05,1.0829633049707248,0.0302496087336462
corny2,13,2026-09-12T20:36:46,1.0820233868908307,0.02992976759337321
corny2,14,2026-09-12T20:37:28,1.0828599783699588,0.030499158858015536
corny2,15,2026-09-12T20:38:09,1.0840962339996856,0.03080927984243836
corny2,16,2026-09-12T20:38:51,1.0837847758785015,0.030824774853691023
corny2,17,2026-09-12T20:39:32,1.0811997644839506,0.030424291702004478
corny3,0,2026-09-12T20:44:15,1.0726587462965573,0.028700123078621142
corny3,1,2026-09-12T20:44:57,1.0717926116546894,0.02794167259545068
corny3,2,2026-09-12T20:45:38,1.0725136051767628,0.02880468698249558
corny3,3,2026-09-12T20:46:19,1.071352008272055,0.028993219807230745
corny3,4,2026-09-12T20:47:01,1.0716215453866607,0.02907698384974888
corny3,5,2026-09-12T20:47:42,1.0711217266177866,0.029408219161460396
corny3,6,2026-09-12T20:48:24,1.0694252497315688,0.028958649243477387
corny3,7,2026-09-12T20:49:05,1.0713005913396942,0.028506672462330462
corny3,8,2026-09-12T20:49:47,1.0700105556519954,0.028876618531818936
