arm_name,print_id,metric,observed,observed_sem,predicted,predicted_sem
7_0,ajhby6,e_reb_mJ,6.09974,0.13724,7.40423,3.60820
7_0,ajhby6,t180,1.01266,0.00038,0.98981,0.03238
1_0,6nheas,e_reb_mJ,13.07036,0.27512,7.73300,1.63455
1_0,6nheas,t180,0.99701,0.00032,1.00905,0.05275
2_0,9hhbkp,e_reb_mJ,6.94742,0.14748,8.07069,2.82931
2_0,9hhbkp,t180,1.01834,0.00017,1.03206,0.02855
4_0,bag26v,e_reb_mJ,7.71451,0.16466,7.44649,2.85166
4_0,bag26v,t180,1.06162,0.00051,1.03680,0.03434
0_0,6lhxfy,e_reb_mJ,13.92846,0.34529,8.28287,5.55214
0_0,6lhxfy,t180,0.89308,0.00041,1.00734,0.03520
3_0,autv5r,e_reb_mJ,8.83094,0.18508,12.19583,4.12353
3_0,autv5r,t180,1.04043,0.00034,1.02922,0.04833
5_0,bpx68c,e_reb_mJ,6.18044,0.13997,9.72512,3.56195
5_0,bpx68c,t180,1.01107,0.00023,1.00832,0.03719
6_0,nvxsrv,e_reb_mJ,8.20205,0.18474,6.82736,2.69377
6_0,nvxsrv,t180,1.02755,0.00044,1.01058,0.04379
