round,plate,trial_index,best_predicted,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,mass_printed_g,strut_infill_pct,tpu_infill_pct,pla_nozzle_temp_C,pla_flow_mm3_s,tpu_nozzle_temp_C,tpu_flow_mm3_s,pla_speed_mm_s,tpu_speed_mm_s,pred_t180_mean,pred_t180_sd,pred_e_reb_mJ_mean,pred_e_reb_mJ_sd,pred_e_rebound_approx,target_mass_g,scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,joint_d_print_mm,core_d_print_mm,shell_d_print_mm,footprint_d_mm,solid_mass_g,printed_mass_g,envelope_cm3,envelope_ok,cable_bridge_ok
4,1,37,True,40.0000,78.1753,78.9832,10.4622,3.0000,20.2200,22.0000,21.0000,226.0000,29.5000,236.0000,2.6000,158.6022,13.9785,0.9344,0.1311,8.4755,5.9457,0.0280,20.2300,0.8586,34.3422,67.1179,8.9823,2.5757,6.0099,6.0099,8.7573,77.4417,31.6595,20.2300,248.6821,True,False
4,1,38,False,25.0000,110.0000,40.0000,10.9217,5.5000,20.2400,18.0000,34.0000,226.0000,29.5000,236.0000,2.6000,158.6022,13.9785,1.0077,0.1471,6.5439,5.6078,0.0216,20.2300,0.7303,18.2584,80.3370,7.9765,4.0168,5.1124,6.2079,8.5449,45.0618,30.4984,20.2300,84.1378,True,True
4,1,39,False,40.0000,78.7391,80.0000,10.2155,3.0000,20.2200,21.0000,34.0000,226.0000,29.5000,236.0000,2.6000,158.6022,13.9785,0.9535,0.1529,8.4476,6.0189,0.0279,20.2300,0.8674,34.6970,68.3002,8.8612,2.6023,6.0720,6.0720,8.8477,78.2416,31.6488,20.2300,258.3178,False,False
4,1,40,False,25.0000,110.0000,40.0000,6.0000,5.5000,20.2200,18.0000,21.0000,226.0000,29.5000,236.0000,2.6000,158.6022,13.9785,1.0124,0.1400,6.3514,5.5433,0.0210,20.2300,0.8329,20.8226,91.6194,4.9974,4.5810,5.8303,7.0797,9.7450,51.3901,26.0484,20.2300,124.7977,True,True
4,1,41,False,40.0000,80.5353,80.0000,10.3499,3.0000,20.2200,29.0000,18.0000,226.0000,29.5000,236.0000,2.6000,158.6022,13.9785,0.9434,0.1340,9.0385,6.2214,0.0299,20.2300,0.8356,33.4223,67.2919,8.6479,2.5067,5.8489,5.8489,8.5227,75.3673,29.7549,20.2300,236.1490,True,False
4,1,42,False,25.0000,110.0000,40.0000,12.0000,5.5000,20.2400,19.0000,34.0000,226.0000,29.5000,236.0000,2.6000,158.6022,13.9785,1.0095,0.1484,6.6923,5.7460,0.0221,20.2300,0.7060,17.6507,77.6629,8.4723,3.8831,4.9422,6.0012,8.2605,43.5618,31.1316,20.2300,76.0125,True,True
4,1,43,False,40.0000,70.5933,80.0000,9.9716,3.0000,20.2200,12.0000,29.0000,226.0000,29.5000,236.0000,2.6000,158.6022,13.9785,0.9415,0.1462,9.6287,5.6800,0.0318,20.2300,0.9274,37.0942,65.4651,9.2472,2.7821,6.4915,6.4915,9.4590,83.6475,34.4085,20.2300,282.9905,False,False
4,1,44,False,25.0000,110.0000,40.0000,6.0000,5.5000,20.2200,19.0000,21.0000,226.0000,29.5000,236.0000,2.6000,158.6022,13.9785,1.0133,0.1401,6.4999,5.6794,0.0215,20.2300,0.8320,20.7995,91.5176,4.9919,4.5759,5.8238,7.0718,9.7341,51.3331,25.9841,20.2300,124.3822,True,True
4,1,45,False,25.0000,110.0000,40.0000,8.7618,5.5000,20.2200,12.0000,35.0000,226.0000,29.5000,236.0000,2.6000,158.6022,13.9785,1.0041,0.1488,7.6495,5.8153,0.0253,20.2300,0.7861,19.6514,86.4663,6.8873,4.3233,5.5024,6.6815,9.1969,48.4998,29.4768,20.2300,104.9025,True,True
