specimen,drop_index,event_time,t180,e_rebound
drran7,2,2026-09-03T00:49:07,1.2599865066222047,0.0286535967310578
drran7,3,2026-09-03T00:49:53,1.2610150525090174,0.028505713796507483
drran7,4,2026-09-03T00:50:38,1.2392421764006387,0.027039292397580964
drran7,5,2026-09-03T00:51:23,1.257076292190215,0.026662107300830868
drran7,6,2026-09-03T00:52:08,1.2357687016060162,0.02827630239408599
drran7,7,2026-09-03T00:52:54,1.2614565089206355,0.02507988206474899
drran7,8,2026-09-03T00:53:39,1.246053975616168,0.027008481766010763
drran7,9,2026-09-03T00:54:24,1.247960237446273,0.02758168540442974
drran7,10,2026-09-03T00:55:09,1.274726838171354,0.025765373969540848
drran7,11,2026-09-03T00:55:54,1.2404277620550768,0.027506465287484048
drran7,12,2026-09-03T00:56:40,1.2447103397261925,0.027553850336826127
drran7,13,2026-09-03T00:57:25,1.2509099740653755,0.02569987257323043
drran7,14,2026-09-03T00:58:10,1.2479225691345064,0.02749628427672641
drran7,15,2026-09-03T00:58:55,1.2549426325922965,0.026994199933999662
drran7,16,2026-09-03T00:59:40,1.2513581325994334,0.027481772308277013
drran7,17,2026-09-03T01:00:25,1.257548291003349,0.02562675828973173
drran8,0,2026-09-03T15:06:46,0.9694161437322081,0.03542040738583161
drran8,1,2026-09-03T15:07:27,0.9779024171184028,0.035384644009398655
drran8,2,2026-09-03T15:08:08,0.9749749172950692,0.03574102037668618
drran8,3,2026-09-03T15:08:49,0.9765057054276919,0.03543480100684567
drran8,4,2026-09-03T15:09:30,0.9754341513921693,0.03519759008862547
drran8,5,2026-09-03T15:10:12,0.9764164406459134,0.035309166842262846
drran8,6,2026-09-03T15:10:53,0.979024792809243,0.03529743700289712
drran8,7,2026-09-03T15:11:34,0.9798460100377635,0.035426358128808615
drran8,8,2026-09-03T15:12:15,0.9781537103870036,0.03566511105061829
drran8,9,2026-09-03T15:12:56,0.9814008224325561,0.03549774671734553
drran8,10,2026-09-03T15:13:38,0.9811724270077471,0.03611123973469161
drran8,11,2026-09-03T15:14:19,0.9819044013034172,0.03602320957812532
drran8,12,2026-09-03T15:15:00,0.9816740595281263,0.03627187579504121
drran8,13,2026-09-03T15:15:41,0.9850434038051242,0.03630582594385742
drran8,14,2026-09-03T15:16:23,0.9867959730186986,0.03633069162214135
drran8,15,2026-09-03T15:17:04,0.985783403127582,0.036264439239315875
drran8,16,2026-09-03T15:17:45,0.9877497712453376,0.06379652833823325
drran8,17,2026-09-03T15:18:27,0.9886827307649734,0.06404427459785396
drran9,0,2026-09-03T15:25:39,1.0418974352164396,0.01808314145575888
drran9,1,2026-09-03T15:26:20,1.0422932053811003,0.018119743363593215
drran9,2,2026-09-03T15:27:01,1.0416958469580169,0.01827187389151139
drran9,3,2026-09-03T15:27:43,1.0417240092187334,0.018325300566707236
drran9,4,2026-09-03T15:28:24,1.0431818756244846,0.018404612270186294
drran9,5,2026-09-03T15:29:05,1.0411798595599226,0.01806930123993476
drran9,6,2026-09-03T15:29:47,1.0426031777995448,0.018008322299912338
drran9,7,2026-09-03T15:30:28,1.0428058364056305,0.01796605881131081
drran9,8,2026-09-03T15:31:09,1.0417951872363358,0.018032861237062204
drran9,9,2026-09-03T15:31:51,1.0423374453922274,0.01723767440637478
drran9,10,2026-09-03T15:32:32,1.0405776112058092,0.017460690426649016
drran9,11,2026-09-03T15:33:14,1.0426153305962944,0.017939531831809567
drran9,12,2026-09-03T15:33:55,1.0421236734526913,0.01797066728858933
drran9,13,2026-09-03T15:34:37,1.04316516685276,0.01769770002638968
drran9,14,2026-09-03T15:35:18,1.043961224106837,0.017881636846061973
drran9,15,2026-09-03T15:36:00,1.0434878280943076,0.018222407906213677
drran9,16,2026-09-03T15:36:41,1.043435994986649,0.018000877629003403
drran9,17,2026-09-03T15:37:22,1.043987026604525,0.018216118596934082
