specimen,drop_index,event_time,t180,e_rebound
2dran1,0,2026-09-05T20:30:50,1.067649304098764,0.023701729797016763
2dran1,1,2026-09-05T20:31:32,1.0751089850129079,0.02405423857714753
2dran1,2,2026-09-05T20:32:15,1.0782466900602057,0.024258419659852894
2dran1,3,2026-09-05T20:32:57,1.0800497455228315,0.02463774837329343
2dran1,4,2026-09-05T20:33:39,1.0815942370013236,0.02478664844044301
2dran1,5,2026-09-05T20:34:21,1.0811956439636674,0.025031715010310308
2dran1,6,2026-09-05T20:35:03,1.0830368160424861,0.025183119334759866
2dran1,7,2026-09-05T20:35:46,1.0790005144157941,0.02506821836839543
2dran1,8,2026-09-05T20:36:28,1.0793742112509903,0.025353324874658266
2dran1,9,2026-09-05T20:37:10,1.081407415968657,0.02545778682884588
2dran1,10,2026-09-05T20:37:53,1.0818947510757093,0.02565558477322453
2dran1,11,2026-09-05T20:38:35,1.079892431777081,0.025775594706464584
2dran1,12,2026-09-05T20:39:17,1.0804942177139318,0.02586736291905683
2dran1,13,2026-09-05T20:40:00,1.0800392124234435,0.025860093133887267
2dran1,14,2026-09-05T20:40:42,1.0787002910020427,0.025887776250880186
2dran1,15,2026-09-05T20:41:25,1.0793510585746455,0.025864230575843982
2dran1,16,2026-09-05T20:42:07,1.0825417332170888,0.02580458779720596
2dran1,17,2026-09-05T20:42:50,1.0747039424486933,0.025834053168286984
2dran2,0,2026-09-05T20:48:26,1.0838131040891172,0.013660749586882272
2dran2,1,2026-09-05T20:49:09,1.0834921019659594,0.014749649553365267
2dran2,2,2026-09-05T20:49:51,1.098625442477582,0.015409457695917466
2dran2,3,2026-09-05T20:50:34,1.0992033627062228,0.0207758596324233
2dran2,4,2026-09-05T20:51:16,1.096922457074632,0.015152815204539746
2dran2,5,2026-09-05T20:51:59,1.0868145646630718,0.014458038996350321
2dran2,6,2026-09-05T20:52:41,1.0893138350593379,0.013851092347463536
2dran2,7,2026-09-05T20:53:24,1.0950695079710155,0.014618231399981701
2dran2,8,2026-09-05T20:54:06,1.0965482886492464,0.014735030374640072
