arm_name,print_id,metric,observed,observed_sem,predicted,predicted_sem
0_0,6lhxfy,e_reb_mJ,13.92846,0.34529,8.11843,3.07931
0_0,6lhxfy,t180,0.89308,0.00041,1.00407,0.06214
1_0,6nheas,e_reb_mJ,13.07036,0.27512,8.32985,1.37165
1_0,6nheas,t180,0.99701,0.00032,1.00808,0.08121
15_0,r2d2c8,e_reb_mJ,7.89260,0.18176,5.93785,2.78056
15_0,r2d2c8,t180,1.07043,0.00247,1.03599,0.10219
10_0,r2d2c3,e_reb_mJ,5.59153,0.13816,4.62666,1.04488
10_0,r2d2c3,t180,1.33365,0.00254,1.10188,0.08517
8_0,r2d2c1,e_reb_mJ,5.96517,0.14590,6.25801,0.87215
8_0,r2d2c1,t180,0.99415,0.00045,0.99575,0.08030
7_0,ajhby6,e_reb_mJ,6.09974,0.13724,6.89475,2.32250
7_0,ajhby6,t180,1.01266,0.00038,0.99980,0.06077
3_0,autv5r,e_reb_mJ,8.83094,0.18508,11.87375,2.59491
3_0,autv5r,t180,1.04043,0.00034,1.00411,0.05889
4_0,bag26v,e_reb_mJ,7.71451,0.16466,9.42031,1.89560
4_0,bag26v,t180,1.06162,0.00051,0.99135,0.05312
13_0,r2d2c6,e_reb_mJ,4.06643,0.09830,5.56102,1.63533
13_0,r2d2c6,t180,1.05485,0.00092,1.26152,0.08541
2_0,9hhbkp,e_reb_mJ,6.94742,0.14748,8.06569,2.29588
2_0,9hhbkp,t180,1.01834,0.00017,1.05413,0.05755
6_0,nvxsrv,e_reb_mJ,8.20205,0.18474,6.35679,2.65444
6_0,nvxsrv,t180,1.02755,0.00044,1.08977,0.09897
12_0,r2d2c5,e_reb_mJ,6.70613,0.13180,5.86073,2.42651
12_0,r2d2c5,t180,1.15155,0.00087,1.11883,0.14019
14_0,r2d2c7,e_reb_mJ,12.16638,0.30060,8.21034,2.77467
14_0,r2d2c7,t180,0.94838,0.00018,0.96810,0.09803
5_0,bpx68c,e_reb_mJ,6.18044,0.13997,6.23868,1.46374
5_0,bpx68c,t180,1.01107,0.00023,1.02794,0.06815
11_0,r2d2c4,e_reb_mJ,6.44300,0.15283,11.34934,3.32991
11_0,r2d2c4,t180,1.18468,0.00166,1.20402,0.08127
16_0,r2d2c9,e_reb_mJ,5.84132,0.14923,6.07369,1.09090
16_0,r2d2c9,t180,1.05299,0.00077,1.00998,0.07397
9_0,r2d2c2,e_reb_mJ,5.62455,0.15060,5.32800,1.58641
9_0,r2d2c2,t180,1.04107,0.00336,0.99619,0.08757
