specimen,drop_index,event_time,t180,e_rebound
r2d2c1,0,2026-08-24T18:57:27,0.99523428603334,0.020837336432432834
r2d2c1,1,2026-08-24T18:58:08,0.9932634013992991,0.02077582149448861
r2d2c1,2,2026-08-24T18:58:49,0.9950813542630943,0.02008035410213512
r2d2c1,3,2026-08-24T18:59:34,0.993533949257706,0.019915115734160785
r2d2c1,4,2026-08-24T19:00:20,0.9938504973728561,0.019880443326962344
r2d2c1,5,2026-08-24T19:01:05,0.9969146469789859,0.019877108913464798
r2d2c1,6,2026-08-24T19:01:50,0.9965730170001764,0.019898837000917356
r2d2c1,7,2026-08-24T19:02:36,0.9964159021639477,0.01994492703370319
r2d2c1,8,2026-08-24T19:03:21,0.9897182940389309,0.01993948607757244
r2d2c1,9,2026-08-24T19:04:07,0.9902816501900009,0.019917373781589233
r2d2c1,10,2026-08-24T19:04:52,0.9943861284698599,0.0206877704378905
r2d2c1,11,2026-08-24T19:05:33,0.9933642060945744,0.020911273401383376
r2d2c1,12,2026-08-24T19:06:14,0.9942338505743441,0.02106138353024954
r2d2c1,13,2026-08-24T19:06:55,0.9928380013729183,0.021143316849959466
r2d2c1,14,2026-08-24T19:07:36,0.9925899703213223,0.021079317607906066
r2d2c1,15,2026-08-24T19:08:17,0.9936580088228218,0.02121953832052643
r2d2c1,16,2026-08-24T19:08:57,0.993479313210991,0.021243778273827466
r2d2c1,17,2026-08-24T19:09:38,0.9973184432457973,0.021483781398072704
r2d2c1,18,2026-08-24T19:10:19,0.9961190491405963,0.02140926610462429
r2d2c2,0,2026-08-24T19:45:08,1.0237772509217447,0.019441076857219367
r2d2c2,1,2026-08-24T19:45:53,1.0236134966811865,0.02096659811353015
r2d2c2,2,2026-08-24T19:46:38,1.0216112178359673,0.019868369074637807
r2d2c2,3,2026-08-24T19:47:24,1.0233495624507738,0.021883243287014145
r2d2c2,4,2026-08-24T19:48:09,1.0231935922339108,0.02001731296738716
r2d2c2,5,2026-08-24T19:48:55,1.025130281539837,0.019849963768562465
r2d2c2,6,2026-08-24T19:49:40,1.0274575433308863,0.020648504133445905
r2d2c2,7,2026-08-24T19:50:25,1.0285604493163432,0.020578991368118228
r2d2c2,8,2026-08-24T19:51:06,1.0401363762572227,0.020410916001726648
r2d2c2,9,2026-08-24T19:51:47,1.043791837334254,0.020808305916813992
r2d2c2,10,2026-08-24T19:52:28,1.0472984950038708,0.021376573313790642
r2d2c2,11,2026-08-24T19:53:09,1.0493074816530623,0.02180525526834277
r2d2c2,12,2026-08-24T19:53:50,1.055265208457278,0.02204750068534074
r2d2c2,13,2026-08-24T19:54:31,1.0533755313367426,0.02165561373881135
r2d2c2,14,2026-08-24T19:55:16,1.056625750460056,0.021999093977674418
r2d2c2,15,2026-08-24T19:56:02,1.0599797581614243,0.021197194976443654
r2d2c2,16,2026-08-24T19:56:47,1.0596902022987094,0.020967264063382597
r2d2c2,17,2026-08-24T19:57:32,1.058629930750358,0.020775431426162904
r2d2c2,18,2026-08-24T19:58:18,1.0595756202082713,0.021836666794131574
r2d2c3,0,2026-08-24T20:08:32,1.303112765876027,0.0194056602043607
r2d2c3,1,2026-08-24T20:09:17,1.3312190704044158,0.020028864899212056
r2d2c3,2,2026-08-24T20:10:02,1.3315365091957039,0.020054850183291822
r2d2c3,3,2026-08-24T20:10:48,1.3452602421859958,0.020308021100849505
r2d2c3,4,2026-08-24T20:11:33,1.3412525030048488,0.020247764831997018
r2d2c3,5,2026-08-24T20:12:18,1.3337467592076568,0.02017818412502033
r2d2c3,6,2026-08-24T20:13:03,1.3457870467883815,0.020241739004485414
r2d2c3,7,2026-08-24T20:13:48,1.3469284015071334,0.02041178830533247
r2d2c3,8,2026-08-24T20:14:33,1.3423295417446808,0.020389372526132106
r2d2c3,9,2026-08-24T20:15:18,1.3331192278226218,0.02026948346742651
r2d2c3,10,2026-08-24T20:16:03,1.3296110064689743,0.020038342116915554
r2d2c3,11,2026-08-24T20:16:49,1.3428540259848742,0.020239207254894535
r2d2c3,12,2026-08-24T20:17:34,1.3438719629057523,0.020251270576028192
r2d2c3,13,2026-08-24T20:18:19,1.3415117506519956,0.020132056406700384
r2d2c3,14,2026-08-24T20:19:04,1.3387321013313085,0.020221258103037917
r2d2c3,15,2026-08-24T20:19:49,1.318819293391386,0.019938066867463543
r2d2c3,16,2026-08-24T20:20:34,1.32125218621895,0.019846894400403492
r2d2c3,17,2026-08-24T20:21:19,1.3300328524704064,0.019847337469002167
r2d2c3,18,2026-08-24T20:22:04,1.3184166859503892,0.01951215606496298
r2d2c4,0,2026-08-24T20:31:13,1.1773560153506486,0.022093130859323615
r2d2c4,1,2026-08-24T20:31:58,1.1749637659076348,0.02203988588075154
r2d2c4,2,2026-08-24T20:32:43,1.1761357702058013,0.02213409654184652
r2d2c4,3,2026-08-24T20:33:28,1.1756769022209892,0.022285812745674895
r2d2c4,4,2026-08-24T20:34:13,1.178014668107942,0.022086780460475162
r2d2c4,5,2026-08-24T20:34:58,1.1791171907254008,0.022271399986703033
r2d2c4,6,2026-08-24T20:35:43,1.1787061972463322,0.022315597150493572
r2d2c4,7,2026-08-24T20:36:28,1.1887618440028804,0.022117595324609468
r2d2c4,8,2026-08-24T20:37:13,1.2000984974685214,0.022056847692312604
r2d2c4,9,2026-08-24T20:37:59,1.1977325132544596,0.022275829196919106
r2d2c4,10,2026-08-24T20:38:44,1.194977935893767,0.022564856721360056
r2d2c4,11,2026-08-24T20:39:29,1.1924616110306376,0.022641640077883544
r2d2c4,12,2026-08-24T20:40:14,1.1887631289300309,0.022609466676121695
r2d2c4,13,2026-08-24T20:40:59,1.185393253309447,0.02249356735728557
r2d2c4,14,2026-08-24T20:41:45,1.18708025334734,0.022581613385360265
r2d2c4,15,2026-08-24T20:42:30,1.1838379124770657,0.02223715018802057
r2d2c4,16,2026-08-24T20:43:15,1.1835181379672661,0.022346442508420106
r2d2c4,17,2026-08-24T20:44:00,1.1841463479698717,0.022393040156763775
r2d2c4,18,2026-08-24T20:44:45,1.1822331909267962,0.02219981489393436
r2d2c5,0,2026-08-24T20:53:41,1.1599208347160246,0.019431871912349838
r2d2c5,1,2026-08-24T20:54:27,1.157248527136257,0.019455421777313
r2d2c5,2,2026-08-24T20:55:12,1.1558622528595792,0.01949715394250392
r2d2c5,3,2026-08-24T20:55:57,1.1558227357132163,0.01931624111023686
r2d2c5,4,2026-08-24T20:56:42,1.1557350919536789,0.019338686028480535
r2d2c5,5,2026-08-24T20:57:28,1.1538728799412392,0.019341440570169573
r2d2c5,6,2026-08-24T20:58:13,1.1508808802107717,0.019245753436257233
r2d2c5,7,2026-08-24T20:58:58,1.150735032181908,0.019314690438576695
r2d2c5,8,2026-08-24T20:59:43,1.1511550290207277,0.018993207704998964
r2d2c5,9,2026-08-24T21:00:29,1.1524280681336863,0.019072342647166615
r2d2c5,10,2026-08-24T21:01:14,1.1512481401448489,0.019037767655681964
r2d2c5,11,2026-08-24T21:01:59,1.150095611429523,0.01897493217846973
r2d2c5,12,2026-08-24T21:02:44,1.1488808929661871,0.01897824846843368
r2d2c5,13,2026-08-24T21:03:30,1.149977593350286,0.018807507067320407
r2d2c5,14,2026-08-24T21:04:15,1.1489464163788694,0.018870928688716797
r2d2c5,15,2026-08-24T21:05:00,1.147758177400335,0.018849497331614447
r2d2c5,16,2026-08-24T21:05:45,1.1481148489117388,0.018906296800388217
r2d2c5,17,2026-08-24T21:06:31,1.1455824483579753,0.018837566482726914
r2d2c5,18,2026-08-24T21:07:16,1.1452083761850775,0.018981526820990354
r2d2c6,0,2026-08-24T21:16:29,1.0628817781022513,0.014722753931603936
r2d2c6,1,2026-08-24T21:17:15,1.061346693703763,0.014313333681803042
r2d2c6,2,2026-08-24T21:18:00,1.0615847796960485,0.014603268378166346
r2d2c6,3,2026-08-24T21:18:45,1.0618769167818942,0.014465234934747086
r2d2c6,4,2026-08-24T21:19:30,1.057684161244121,0.014493150317068028
r2d2c6,5,2026-08-24T21:20:16,1.0544293869756827,0.014146352066024161
r2d2c6,6,2026-08-24T21:21:01,1.0558422588223328,0.014439691732650518
r2d2c6,7,2026-08-24T21:21:46,1.0520948094420428,0.01420491904371729
r2d2c6,8,2026-08-24T21:22:31,1.0528159564720982,0.01430663690321204
r2d2c6,9,2026-08-24T21:23:17,1.051327762395878,0.014258413779968244
r2d2c6,10,2026-08-24T21:24:02,1.0513968892619108,0.014227030172562622
r2d2c6,11,2026-08-24T21:24:47,1.051927906894708,0.014028809594879697
r2d2c6,12,2026-08-24T21:25:33,1.052659200934539,0.014099567547624554
r2d2c6,13,2026-08-24T21:26:18,1.0532263172513627,0.013938383576797886
r2d2c6,14,2026-08-24T21:27:03,1.0521979015604264,0.013989895884504586
r2d2c6,15,2026-08-24T21:27:48,1.0517963035126712,0.013995600229400915
r2d2c6,16,2026-08-24T21:28:34,1.0527587994034904,0.014066272724707812
r2d2c6,17,2026-08-24T21:29:19,1.0556241478889714,0.014308822785016457
r2d2c6,18,2026-08-24T21:30:04,1.048653447130278,0.01391277174941044
r2d2c7,0,2026-08-24T21:42:23,0.9496111332927117,0.0442242765552398
r2d2c7,1,2026-08-24T21:43:08,0.9505419449248841,0.044231416819943685
r2d2c7,2,2026-08-24T21:43:53,0.9484170643324189,0.04394184759657779
r2d2c7,3,2026-08-24T21:44:38,0.9478125140855771,0.04408403141489963
r2d2c7,4,2026-08-24T21:45:24,0.9492833348837021,0.04412812802814004
r2d2c7,5,2026-08-24T21:46:09,0.9493377196623972,0.04413327287327748
r2d2c7,6,2026-08-24T21:46:54,0.9483483994387262,0.04383399772209627
r2d2c7,7,2026-08-24T21:47:40,0.9482152184689856,0.04404623428768844
r2d2c7,8,2026-08-24T21:48:25,0.9479454079157629,0.04366604511690202
r2d2c7,9,2026-08-24T21:49:10,0.9484190096575952,0.04386617661643417
r2d2c7,10,2026-08-24T21:49:56,0.9485537406199145,0.043870204435805596
r2d2c7,11,2026-08-24T21:50:41,0.948160995727156,0.04389957928574823
r2d2c7,12,2026-08-24T21:51:26,0.948442140824946,0.044019770995767135
r2d2c7,13,2026-08-24T21:52:12,0.9479782349130587,0.044151733510195745
r2d2c7,14,2026-08-24T21:52:57,0.9475539150684387,0.04402715934603772
r2d2c7,15,2026-08-24T21:53:42,0.9480754150586758,0.04404891557893425
r2d2c7,16,2026-08-24T21:54:28,0.9481615424289511,0.04380221828165842
r2d2c7,17,2026-08-24T21:55:13,0.9470527444325022,0.04413080055654413
r2d2c7,18,2026-08-24T21:55:58,0.9472888142780643,0.04350253405151466
r2d2c8,0,2026-08-24T22:05:54,1.0832540424130377,0.026420815376944965
r2d2c8,1,2026-08-24T22:06:39,1.0974432632833122,0.02623000274257155
r2d2c8,2,2026-08-24T22:07:25,1.0932104466653505,0.026057056975512957
r2d2c8,3,2026-08-24T22:08:10,1.0603785255533973,0.026756765391827367
r2d2c8,4,2026-08-24T22:08:55,1.0763791584292188,0.026476758347199047
r2d2c8,5,2026-08-24T22:09:40,1.0639079014081567,0.026585865656053746
r2d2c8,6,2026-08-24T22:10:26,1.0731118655729905,0.02642298941113683
r2d2c8,7,2026-08-24T22:11:11,1.0656916884481193,0.026375887478856216
r2d2c8,8,2026-08-24T22:11:56,1.0658592788825882,0.026520475760625994
r2d2c8,9,2026-08-24T22:12:41,1.065351423786305,0.02645812548172942
r2d2c8,10,2026-08-24T22:13:27,1.0761468076079919,0.025803312542604054
r2d2c8,11,2026-08-24T22:14:12,1.067016847407714,0.02638773854505098
r2d2c8,12,2026-08-24T22:14:57,1.0654392840425317,0.026310135597111723
r2d2c8,13,2026-08-24T22:15:42,1.0559527706693776,0.026924274028662414
r2d2c8,14,2026-08-24T22:16:28,1.0720191066824492,0.026417950233064775
r2d2c8,15,2026-08-24T22:17:13,1.0536599006634968,0.02712101948702838
r2d2c8,16,2026-08-24T22:17:58,1.0653832236051797,0.02693657699433585
r2d2c8,17,2026-08-24T22:18:43,1.0826516139288092,0.026030990157043698
r2d2c8,18,2026-08-24T22:19:28,1.0670680643339294,0.026441357862699334
r2d2c8,19,2026-08-24T22:30:08,1.05858285994986,0.025948362214027815
r2d2c9,0,2026-08-24T22:51:26,1.0453119503583232,0.021472428775709755
r2d2c9,1,2026-08-24T22:52:11,1.047220452149965,0.021648857331832118
r2d2c9,2,2026-08-24T22:52:56,1.04795684046043,0.02170487597784145
r2d2c9,3,2026-08-24T22:53:41,1.0500035399524288,0.021774280757080364
r2d2c9,4,2026-08-24T22:54:26,1.050123124892909,0.0219096201043529
r2d2c9,5,2026-08-24T22:55:11,1.0521302351941901,0.021953060677474392
r2d2c9,6,2026-08-24T22:55:57,1.052608021867059,0.021869493561614654
r2d2c9,7,2026-08-24T22:56:42,1.0529350430096207,0.021809191373801145
r2d2c9,8,2026-08-24T22:57:27,1.053054418148326,0.021884030091122594
r2d2c9,9,2026-08-24T22:58:12,1.0528210380128895,0.02183165439297116
r2d2c9,10,2026-08-24T22:58:57,1.054495639166684,0.021916444844590294
r2d2c9,11,2026-08-24T22:59:42,1.053729527669311,0.02180852022826823
r2d2c9,12,2026-08-24T23:00:28,1.0576072768768763,0.02193811799943112
r2d2c9,13,2026-08-24T23:01:13,1.055785650415784,0.021723369912843155
r2d2c9,14,2026-08-24T23:01:58,1.0569647906417399,0.021962873725917164
r2d2c9,15,2026-08-24T23:02:43,1.0562903618951938,0.021862441765994133
r2d2c9,16,2026-08-24T23:03:28,1.0573892856594174,0.021946070708158807
r2d2c9,17,2026-08-24T23:04:13,1.054921878505651,0.02173583746890283
r2d2c9,18,2026-08-24T23:04:58,1.0554240553756369,0.021881337662512164
