arm_name,print_id,metric,observed,observed_sem,predicted,predicted_sem
0_0,6lhxfy,late_avg3ms_g,78.01720,0.51461,41.70135,13.32748
0_0,6lhxfy,tavg10ms,1.12807,0.00189,1.27352,0.20257
10_0,r2d2c3,late_avg3ms_g,60.25130,0.86151,29.30960,17.91476
10_0,r2d2c3,tavg10ms,1.91396,0.00661,1.57059,0.16820
11_0,r2d2c4,late_avg3ms_g,34.19690,0.07344,45.03300,18.33272
11_0,r2d2c4,tavg10ms,1.71456,0.00147,1.69656,0.22713
12_0,r2d2c5,late_avg3ms_g,44.13540,0.40702,43.56423,19.76953
12_0,r2d2c5,tavg10ms,1.78833,0.00406,1.47067,0.20879
13_0,r2d2c6,late_avg3ms_g,16.36320,0.17716,28.67862,11.96402
13_0,r2d2c6,tavg10ms,1.40424,0.00278,1.52216,0.17190
14_0,r2d2c7,late_avg3ms_g,42.01820,0.07783,40.64539,20.19090
14_0,r2d2c7,tavg10ms,1.34505,0.00160,1.41432,0.16018
15_0,r2d2c8,late_avg3ms_g,53.72570,0.87303,41.58549,18.44144
15_0,r2d2c8,tavg10ms,1.60061,0.00165,1.51427,0.21139
16_0,r2d2c9,late_avg3ms_g,31.02610,0.17674,59.64599,16.59245
16_0,r2d2c9,tavg10ms,1.55639,0.00247,1.54858,0.25879
17_0,drran1,late_avg3ms_g,22.44640,0.28096,35.25225,17.08608
17_0,drran1,tavg10ms,1.28482,0.00063,1.47535,0.23675
26_0,2dran1,late_avg3ms_g,39.89930,0.99990,35.25225,17.08608
26_0,2dran1,tavg10ms,1.29359,0.00059,1.47535,0.23675
18_0,drran2,late_avg3ms_g,14.39090,0.12289,12.61536,0.17191
18_0,drran2,tavg10ms,1.60777,0.00103,1.53585,0.00121
27_0,2dran2,late_avg3ms_g,6.60628,0.21636,12.61536,0.17191
27_0,2dran2,tavg10ms,1.55121,0.00389,1.53585,0.00121
19_0,drran3,late_avg3ms_g,19.15390,0.31264,38.22754,17.43177
19_0,drran3,tavg10ms,1.48127,0.00325,1.43697,0.17934
28_0,2dran3,late_avg3ms_g,11.07230,0.79268,38.22754,17.43177
28_0,2dran3,tavg10ms,1.37220,0.00290,1.43697,0.17934
1_0,6nheas,late_avg3ms_g,49.86120,0.15004,51.08851,21.04394
1_0,6nheas,tavg10ms,1.69572,0.00075,1.43046,0.20618
20_0,drran4,late_avg3ms_g,38.87370,0.10421,43.80568,18.50104
20_0,drran4,tavg10ms,1.33738,0.00055,1.43953,0.19385
29_0,2dran4,late_avg3ms_g,40.88240,0.55212,43.80568,18.50104
29_0,2dran4,tavg10ms,1.45192,0.00183,1.43953,0.19385
21_0,drran5,late_avg3ms_g,13.31970,0.44549,12.01254,0.11728
21_0,drran5,tavg10ms,1.57749,0.00322,1.55200,0.00124
30_0,2dran5,late_avg3ms_g,8.64075,0.34591,12.01254,0.11728
30_0,2dran5,tavg10ms,1.53998,0.00209,1.55200,0.00124
22_0,drran6,late_avg3ms_g,22.53380,0.24192,20.58836,15.31504
22_0,drran6,tavg10ms,1.51093,0.00177,1.47640,0.20645
31_0,2dran6,late_avg3ms_g,7.93333,0.40513,20.58836,15.31504
