arm_name,print_id,metric,observed,observed_sem,predicted,predicted_sem
31_0,2dran6,tavg10ms,1.46511,0.01275,1.47640,0.20645
23_0,drran7,late_avg3ms_g,48.58890,1.58499,42.84524,16.44943
23_0,drran7,tavg10ms,2.47064,0.01827,1.48350,0.19847
32_0,2dran7,late_avg3ms_g,37.13490,0.36498,42.84524,16.44943
32_0,2dran7,tavg10ms,1.57878,0.00097,1.48350,0.19847
24_0,drran8,late_avg3ms_g,35.58890,0.22203,43.82488,16.28007
24_0,drran8,tavg10ms,1.28984,0.00136,1.43074,0.21261
33_0,2dran8,late_avg3ms_g,62.23640,0.92478,43.82488,16.28007
33_0,2dran8,tavg10ms,1.34324,0.00082,1.43074,0.21261
25_0,drran9,late_avg3ms_g,13.74200,0.38200,11.04537,0.12341
25_0,drran9,tavg10ms,1.50671,0.00221,1.57181,0.00134
34_0,2dran9,late_avg3ms_g,14.22410,0.27131,11.04537,0.12341
34_0,2dran9,tavg10ms,1.54105,0.00232,1.57181,0.00134
2_0,9hhbkp,late_avg3ms_g,55.38900,0.19706,48.95936,20.17598
2_0,9hhbkp,tavg10ms,1.52470,0.00062,1.47449,0.20391
35_0,corny1,late_avg3ms_g,33.35150,1.14414,20.78177,6.04507
35_0,corny1,tavg10ms,1.31584,0.00527,1.48875,0.14865
36_0,corny2,late_avg3ms_g,23.67540,0.43591,32.90173,5.29902
36_0,corny2,tavg10ms,1.62795,0.00210,1.33847,0.02314
37_0,corny3,late_avg3ms_g,30.94420,0.66287,17.50906,6.30380
37_0,corny3,tavg10ms,1.37701,0.00336,1.52765,0.20728
38_0,corny4,late_avg3ms_g,24.72440,0.36900,27.96891,0.85108
38_0,corny4,tavg10ms,1.38998,0.00132,1.54985,0.02408
39_0,corny5,late_avg3ms_g,27.93220,0.85206,24.73243,0.36890
39_0,corny5,tavg10ms,1.55051,0.02432,1.38999,0.00224
3_0,autv5r,late_avg3ms_g,71.61620,0.19131,42.79119,19.69249
3_0,autv5r,tavg10ms,1.36777,0.00197,1.52878,0.19992
40_0,corny6,late_avg3ms_g,49.57610,2.63190,41.49885,1.44731
40_0,corny6,tavg10ms,1.26036,0.02937,1.27025,0.04012
41_0,corny7,late_avg3ms_g,39.67680,1.66046,46.02678,7.37287
41_0,corny7,tavg10ms,1.16060,0.00124,1.25109,0.07429
42_0,corny8,late_avg3ms_g,40.57170,0.08552,43.91078,2.94045
42_0,corny8,tavg10ms,1.28248,0.00247,1.22434,0.03780
43_0,corny9,late_avg3ms_g,36.47860,0.49093,32.05102,11.46563
43_0,corny9,tavg10ms,1.19382,0.00305,1.36023,0.07986
4_0,bag26v,late_avg3ms_g,40.70980,0.11849,46.40597,18.39847
4_0,bag26v,tavg10ms,1.45716,0.00137,1.40717,0.19268
5_0,bpx68c,late_avg3ms_g,49.04770,0.43048,42.11060,17.57413
5_0,bpx68c,tavg10ms,1.29730,0.00048,1.55687,0.17783
6_0,nvxsrv,late_avg3ms_g,38.26450,0.48759,49.17674,21.25812
6_0,nvxsrv,tavg10ms,1.37688,0.00107,1.41577,0.24466
7_0,ajhby6,late_avg3ms_g,60.86070,0.25474,38.17694,15.64647
7_0,ajhby6,tavg10ms,1.54285,0.00112,1.43959,0.20241
8_0,r2d2c1,late_avg3ms_g,66.77160,0.17089,42.77077,16.17089
8_0,r2d2c1,tavg10ms,1.53925,0.00221,1.43806,0.21921
9_0,r2d2c2,late_avg3ms_g,31.37480,0.61564,28.00983,19.16224
9_0,r2d2c2,tavg10ms,1.39074,0.00273,1.40580,0.16887
