TP4 Time Domain Export File
Generated From: C:\TP4_46\DataStore\EventDatabase.TP4_db
Recording Session ID: 57vqhX 60 in - 4 felt 1 crdbrd
Recording Session Date: 07/28/2026 02:22:59 PM,
Event: 42
EventTime: 7/28/2026 8:51:19 PM
Order: 0

Time (sec), CH2 Acc (G's), CH3 Acc (G's), CH4 Acc (G's), CH5 Acc (G's), 
0.000000E+000, -2.264977E+000, 1.233200E+000, 1.656424E+001, 1.462481E+001
8.000000E-007, -3.550364E+000, 8.221331E-001, 1.586263E+001, 1.481842E+001
1.600000E-006, -1.763952E+000, 4.307262E-001, 1.571159E+001, 1.447622E+001
2.400000E-006, -2.211419E+000, 7.685156E-001, 1.539326E+001, 1.459892E+001
3.200000E-006, -2.389369E+000, 9.668999E-001, 1.584152E+001, 1.522817E+001
4.000000E-006, -1.662019E+000, 3.914068E-001, 1.631900E+001, 1.470135E+001
4.800000E-006, -2.446382E+000, 9.222188E-001, 1.639696E+001, 1.421956E+001
5.600000E-006, -2.589779E+000, 1.610308E+000, 1.572296E+001, 1.462818E+001
6.400000E-006, -2.662341E+000, 1.263583E+000, 1.584964E+001, 1.444245E+001
7.200000E-006, -2.289164E+000, 1.136688E+000, 1.584152E+001, 1.500191E+001
8.000000E-006, -2.114669E+000, -2.680869E-002, 1.546310E+001, 1.540378E+001
8.800000E-006, -1.484069E+000, 1.894480E-001, 1.707259E+001, 1.467209E+001
9.600000E-006, -1.860702E+000, 7.202600E-001, 1.582852E+001, 1.494225E+001
1.040000E-005, -3.007875E+000, 4.271517E-001, 1.558491E+001, 1.534186E+001
1.120000E-005, -2.460203E+000, 1.717543E+000, 1.686633E+001, 1.540152E+001
1.200000E-005, -2.437744E+000, 1.249285E+000, 1.578467E+001, 1.536775E+001
1.280000E-005, -1.827876E+000, 3.556619E-001, 1.718952E+001, 1.582028E+001
1.360000E-005, -1.776046E+000, 3.145553E-001, 1.672990E+001, 1.642814E+001
1.440000E-005, -2.061111E+000, 7.649412E-001, 1.497912E+001, 1.609719E+001
1.520000E-005, -1.503074E+000, 8.507290E-001, 1.646517E+001, 1.563341E+001
1.600000E-005, -2.030013E+000, 2.430654E-001, 1.663408E+001, 1.569308E+001
1.680000E-005, -2.294347E+000, 9.204316E-001, 1.630601E+001, 1.630094E+001
1.760000E-005, -2.819559E+000, 6.344723E-001, 1.747212E+001, 1.596887E+001
1.840000E-005, -2.380730E+000, 6.952386E-001, 1.697027E+001, 1.578200E+001
1.920000E-005, -2.235606E+000, 1.161710E+000, 1.610787E+001, 1.621989E+001
2.000000E-005, -3.422516E+000, 1.031241E+000, 1.667631E+001, 1.614560E+001
2.080000E-005, -2.302985E+000, 5.165140E-001, 1.638559E+001, 1.632120E+001
2.160000E-005, -1.957451E+000, -4.485987E-001, 1.646355E+001, 1.630657E+001
2.240000E-005, -3.080437E+000, 6.988131E-001, 1.729184E+001, 1.626942E+001
2.320000E-005, -2.861023E+000, 1.211753E+000, 1.756794E+001, 1.653846E+001
2.400000E-005, -1.929808E+000, 6.344723E-001, 1.727560E+001, 1.653621E+001
2.480000E-005, -2.144040E+000, 4.289390E-001, 1.675751E+001, 1.632120E+001
2.560000E-005, -2.752180E+000, -1.822991E-001, 1.643594E+001, 1.610507E+001
2.640000E-005, -1.599823E+000, 8.096223E-001, 1.679974E+001, 1.647655E+001
2.720000E-005, -1.608462E+000, 7.148983E-001, 1.767351E+001, 1.679962E+001
2.800000E-005, -2.624332E+000, -3.842578E-001, 1.719765E+001, 1.640000E+001
2.880000E-005, -3.197919E+000, 8.274948E-001, 1.689556E+001, 1.721049E+001
2.960000E-005, -3.102897E+000, 5.093650E-001, 1.736655E+001, 1.773618E+001
3.040000E-005, -1.328579E+000, 1.769373E-001, 1.763940E+001, 1.711143E+001
3.120000E-005, -1.888344E+000, 1.208178E+000, 1.729671E+001, 1.722512E+001
3.200000E-005, -2.750452E+000, 8.864739E-001, 1.695403E+001, 1.743112E+001
3.280000E-005, -2.209691E+000, 1.680011E+000, 1.787490E+001, 1.749529E+001
3.360000E-005, -3.196191E+000, 1.258221E+000, 1.763290E+001, 1.761798E+001
3.440000E-005, -2.330628E+000, -2.394909E-001, 1.710345E+001, 1.747277E+001
3.520000E-005, -9.882277E-001, -1.447669E-001, 1.737467E+001, 1.703376E+001
3.600000E-005, -1.926353E+000, -2.466399E-001, 1.790251E+001, 1.740861E+001
3.680000E-005, -2.525855E+000, -1.501286E-001, 1.786028E+001, 1.750654E+001
3.760000E-005, -1.655109E+000, 4.914926E-001, 1.758905E+001, 1.689755E+001
3.840000E-005, -1.634377E+000, 1.038390E+000, 1.871131E+001, 1.678273E+001
3.920000E-005, -2.240789E+000, 2.484272E-001, 1.780181E+001, 1.730955E+001
4.000000E-005, -1.637832E+000, 3.217042E-002, 1.766539E+001, 1.804011E+001
4.080000E-005, -2.353088E+000, 2.770231E-001, 1.881688E+001, 1.757746E+001
